school,playerstatsurl,matchstatsurl
Delaware Blue Hens,https://stats.ncaa.org/team/180/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=180&stats_player_seq=-100
Drexel Dragons,https://stats.ncaa.org/team/191/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=191&stats_player_seq=-100
Duke Blue Devils,https://stats.ncaa.org/team/193/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=193&stats_player_seq=-100
Fairfield Stags,https://stats.ncaa.org/team/220/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=220&stats_player_seq=-100
Georgetown Hoyas,https://stats.ncaa.org/team/251/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=251&stats_player_seq=-100
Harvard Crimson,https://stats.ncaa.org/team/275/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=275&stats_player_seq=-100
Hofstra Pride,https://stats.ncaa.org/team/283/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=283&stats_player_seq=-100
Holy Cross Crusaders,https://stats.ncaa.org/team/285/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=285&stats_player_seq=-100
Indiana Hoosiers,https://stats.ncaa.org/team/306/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=306&stats_player_seq=-100
Iowa Hawkeyes,https://stats.ncaa.org/team/312/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=312&stats_player_seq=-100
James Madison Dukes,https://stats.ncaa.org/team/317/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=317&stats_player_seq=-100
Kent St. Golden Flashes,https://stats.ncaa.org/team/331/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=331&stats_player_seq=-100
LIU Sharks,https://stats.ncaa.org/team/361/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=361&stats_player_seq=-100
La Salle Explorers,https://stats.ncaa.org/team/340/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=340&stats_player_seq=-100
Lafayette Leopards,https://stats.ncaa.org/team/342/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=342&stats_player_seq=-100
Lehigh Mountain Hawks,https://stats.ncaa.org/team/352/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=352&stats_player_seq=-100
Liberty Lady Flames,https://stats.ncaa.org/team/355/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=355&stats_player_seq=-100
Lindenwood Lions,https://stats.ncaa.org/team/30136/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=30136&stats_player_seq=-100
Lock Haven Bald Eagles,https://stats.ncaa.org/team/360/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=360&stats_player_seq=-100
Longwood Lancers,https://stats.ncaa.org/team/363/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=363&stats_player_seq=-100
Louisville Cardinals,https://stats.ncaa.org/team/367/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=367&stats_player_seq=-100
Maine Black Bears,https://stats.ncaa.org/team/380/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=380&stats_player_seq=-100
"Maryland Terrapins, Terps",https://stats.ncaa.org/team/392/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=392&stats_player_seq=-100
Massachusetts Minutewomen,https://stats.ncaa.org/team/400/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=400&stats_player_seq=-100
Merrimack Warriors,https://stats.ncaa.org/team/410/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=410&stats_player_seq=-100
Miami (OH) RedHawks,https://stats.ncaa.org/team/414/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=414&stats_player_seq=-100
Michigan Wolverines,https://stats.ncaa.org/team/418/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=418&stats_player_seq=-100
Michigan St. Spartans,https://stats.ncaa.org/team/416/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=416&stats_player_seq=-100
Monmouth Hawks,https://stats.ncaa.org/team/439/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=439&stats_player_seq=-100
New Hampshire Wildcats,https://stats.ncaa.org/team/469/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=469&stats_player_seq=-100
North Carolina Tar Heels,https://stats.ncaa.org/team/457/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=457&stats_player_seq=-100
Northeastern Huskies,https://stats.ncaa.org/team/500/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=500&stats_player_seq=-100
Northwestern Wildcats,https://stats.ncaa.org/team/509/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=509&stats_player_seq=-100
Ohio Bobcats,https://stats.ncaa.org/team/519/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=519&stats_player_seq=-100
Ohio St. Buckeyes,https://stats.ncaa.org/team/518/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=518&stats_player_seq=-100
Old Dominion Monarchs,https://stats.ncaa.org/team/523/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=523&stats_player_seq=-100
Penn Quakers,https://stats.ncaa.org/team/540/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=540&stats_player_seq=-100
Penn St. Nittany Lions,https://stats.ncaa.org/team/539/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=539&stats_player_seq=-100
Princeton Tigers,https://stats.ncaa.org/team/554/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=554&stats_player_seq=-100
Providence Friars,https://stats.ncaa.org/team/556/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=556&stats_player_seq=-100
Queens (NC) Royals,https://stats.ncaa.org/team/11504/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=11504&stats_player_seq=-100
Quinnipiac Bobcats,https://stats.ncaa.org/team/562/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=562&stats_player_seq=-100
Richmond Spiders,https://stats.ncaa.org/team/575/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=575&stats_player_seq=-100
Rider Broncs,https://stats.ncaa.org/team/576/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=576&stats_player_seq=-100
Rutgers Scarlet Knights,https://stats.ncaa.org/team/587/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=587&stats_player_seq=-100
Sacred Heart Pioneers,https://stats.ncaa.org/team/590/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=590&stats_player_seq=-100
Saint Francis (PA) The Red Flash,https://stats.ncaa.org/team/600/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=600&stats_player_seq=-100
Saint Joseph's Hawks,https://stats.ncaa.org/team/606/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=606&stats_player_seq=-100
Saint Louis Billikens,https://stats.ncaa.org/team/609/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=609&stats_player_seq=-100
Stanford Cardinal,https://stats.ncaa.org/team/674/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=674&stats_player_seq=-100
Stonehill Skyhawks,https://stats.ncaa.org/team/682/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=682&stats_player_seq=-100
Syracuse Orange,https://stats.ncaa.org/team/688/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=688&stats_player_seq=-100
Temple Owls,https://stats.ncaa.org/team/690/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=690&stats_player_seq=-100
Towson Tigers,https://stats.ncaa.org/team/711/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=711&stats_player_seq=-100
UAlbany Great Danes,https://stats.ncaa.org/team/14/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=14&stats_player_seq=-100
UC Davis Aggies,https://stats.ncaa.org/team/108/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=108&stats_player_seq=-100
UConn Huskies,https://stats.ncaa.org/team/164/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=164&stats_player_seq=-100
UMass Lowell River Hawks,https://stats.ncaa.org/team/368/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=368&stats_player_seq=-100
VCU Rams,https://stats.ncaa.org/team/740/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=740&stats_player_seq=-100
Vermont Catamounts,https://stats.ncaa.org/team/738/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=738&stats_player_seq=-100
Villanova Wildcats,https://stats.ncaa.org/team/739/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=739&stats_player_seq=-100
Virginia Cavaliers,https://stats.ncaa.org/team/746/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=746&stats_player_seq=-100
Wagner Seahawks,https://stats.ncaa.org/team/748/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=748&stats_player_seq=-100
Wake Forest Demon Deacons,https://stats.ncaa.org/team/749/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=749&stats_player_seq=-100
William & Mary Tribe,https://stats.ncaa.org/team/786/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=786&stats_player_seq=-100
Yale Bulldogs,https://stats.ncaa.org/team/813/stats/16001,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16001&org_id=813&stats_player_seq=-100
