ncaa_id,team,season,jersey,full_name,roster_name,last_name,first_name,yr,pos,feet,inches,gp,gs,goals,fouls,rc,yc,gc,player_ncaa_id,ast,pts,shatt,dsv
81,Bryant,2024,5,Zoe Bates,Zoe Bates,Bates,Zoe,Jr,M,,,16.0,0.0,,1.0,,,,,,0.0,3.0,
81,Bryant,2024,24,Alexa Sedicino,Alexa Sedicino,Sedicino,Alexa,So,F,,,17.0,10.0,2.0,,,,,,1.0,5.0,10.0,
81,Bryant,2024,20,Callie Caito,Callie Caito,Caito,Callie,So,M,,,18.0,5.0,4.0,,,,,,4.0,12.0,14.0,
81,Bryant,2024,28,Jenny Sorrentino,Jenny Sorrentino,Sorrentino,Jenny,So,M,,,17.0,12.0,,,,,3.0,,,0.0,,2.0
81,Bryant,2024,15,Carly Dimock,Carly Dimock,Dimock,Carly,So,F,,,4.0,0.0,,,,,,,,0.0,1.0,
81,Bryant,2024,6,Linde van Leeuwen,Linde van Leeuwen,Leeuwen,Linde,Fr,B,,,17.0,16.0,3.0,,,,2.0,,2.0,8.0,24.0,3.0
81,Bryant,2024,23,Jaedyn Scarlatos,Jaedyn Scarlatos,Scarlatos,Jaedyn,Fr,F,,,18.0,18.0,1.0,,,1.0,,,2.0,4.0,6.0,1.0
81,Bryant,2024,12,Filou Verhoueven,Filou Verhoueven,Verhoueven,Filou,Fr,F,,,18.0,18.0,4.0,,,1.0,2.0,,8.0,16.0,29.0,
81,Bryant,2024,29,Sara DeSousa,Sara DeSousa,DeSousa,Sara,So,GK,,,18.0,15.0,,,,,1.0,,,0.0,,
81,Bryant,2024,10,Eva Boogers,Eva Boogers,Boogers,Eva,Fr,B,,,18.0,18.0,5.0,,,2.0,2.0,,7.0,17.0,14.0,
81,Bryant,2024,14,Hannah van Dooren,Hannah van Dooren,Dooren,Hannah,Fr,M,,,17.0,16.0,,,,,1.0,,,0.0,3.0,
83,Bucknell,2024,22,Hannah Guarente,Hannah Guarente,Guarente,Hannah,Sr,M,,,17.0,17.0,,,,,1.0,,3.0,3.0,1.0,
83,Bucknell,2024,5,Zoe Carlson-Pietraszek,Zoe Carlson-Pietraszek,Carlson-Pietraszek,Zoe,Sr,F,,,17.0,4.0,1.0,,,,,,1.0,3.0,12.0,
83,Bucknell,2024,21,Katie Lintz,Katie Lintz,Lintz,Katie,So,F,,,16.0,1.0,2.0,,,,,,,4.0,4.0,
83,Bucknell,2024,15,Isabella Pavlides,Isabella Pavlides,Pavlides,Isabella,Sr,M,,,17.0,8.0,,,,,1.0,,9.0,9.0,6.0,
83,Bucknell,2024,10,Nicky Punt,Nicky Punt,Punt,Nicky,Jr,M,,,17.0,17.0,,,,,,,10.0,10.0,9.0,
83,Bucknell,2024,28,Alexandra Shizas,Alexandra Shizas,Shizas,Alexandra,Jr,B,,,6.0,1.0,,,,,1.0,,,0.0,,
83,Bucknell,2024,12,Lily Neilson,Lily Neilson,Neilson,Lily,Sr,B,,,17.0,17.0,18.0,,,1.0,,,2.0,38.0,90.0,
83,Bucknell,2024,23,Hope Davis,Hope Davis,Davis,Hope,Sr,M,,,17.0,17.0,,,,,,,,0.0,6.0,
83,Bucknell,2024,17,Kira Leclercq,Kira Leclercq,Leclercq,Kira,Jr,M,,,17.0,17.0,7.0,,,,1.0,,6.0,20.0,46.0,9.0
83,Bucknell,2024,19,Lindsey Fogelsanger,Lindsey Fogelsanger,Fogelsanger,Lindsey,Sr,M,,,17.0,10.0,,,,,2.0,,,0.0,1.0,
83,Bucknell,2024,14,Tallulah Fuhs,Tallulah Fuhs,Fuhs,Tallulah,Sr,M,,,17.0,6.0,2.0,,,1.0,4.0,,1.0,5.0,14.0,
83,Bucknell,2024,3,Gianna Puorro,Gianna Puorro,Puorro,Gianna,Jr,M,,,17.0,17.0,2.0,,,1.0,3.0,,1.0,5.0,18.0,
83,Bucknell,2024,2,Sally Hunter,Sally Hunter,Hunter,Sally,Fr,B,,,17.0,15.0,2.0,,,,,,2.0,6.0,3.0,
83,Bucknell,2024,9,Bella Notaro,Bella Notaro,Notaro,Bella,Fr,M,,,10.0,0.0,,,,,,,,0.0,1.0,
83,Bucknell,2024,13,Paige McMeekin,Paige McMeekin,McMeekin,Paige,Fr,M,,,4.0,0.0,,,,,,,,0.0,1.0,
83,Bucknell,2024,6,Reese Czajkowski,Reese Czajkowski,Czajkowski,Reese,Fr,M,,,17.0,15.0,4.0,,,2.0,4.0,,2.0,10.0,17.0,
107,California,2024,11,Gracie Jimenez,Gracie Jimenez,Jimenez,Gracie,Sr,B,,,12.0,0.0,,,,,,,,0.0,1.0,
107,California,2024,7,Anjana Pioch,Anjana Pioch,Pioch,Anjana,So,M,,,9.0,5.0,,,,,1.0,,,0.0,,
107,California,2024,10,Olivia Sharratt,Olivia Sharratt,Sharratt,Olivia,Jr,F,,,17.0,17.0,2.0,,,,1.0,,3.0,7.0,12.0,3.0
107,California,2024,15,Monet Stuckey,Monet Stuckey,Stuckey,Monet,Sr,B,,,4.0,0.0,,,,,,,,0.0,1.0,
107,California,2024,3,Cassidy Puleo,Cassidy Puleo,Puleo,Cassidy,Sr,B,,,16.0,1.0,,,,,1.0,,,0.0,3.0,1.0
107,California,2024,25,Elana Eisenberg,Elana Eisenberg,Eisenberg,Elana,Sr,M,,,15.0,0.0,,,,,,,,0.0,2.0,
107,California,2024,6,Holly Pears,Holly Pears,Pears,Holly,So,F,,,17.0,7.0,4.0,,,,1.0,,,8.0,38.0,
107,California,2024,13,Sophie Everett,Sophie Everett,Everett,Sophie,Sr,M,,,17.0,16.0,,,,,,,3.0,3.0,2.0,
107,California,2024,18,Sydney Decher,Sydney Decher,Decher,Sydney,Sr,B,,,17.0,17.0,,,,,2.0,,4.0,4.0,4.0,
107,California,2024,5,Morgan Kallman,Morgan Kallman,Kallman,Morgan,Jr,F,,,17.0,12.0,1.0,,,,1.0,,,2.0,23.0,
107,California,2024,4,Liz Klompmaker,Liz Klompmaker,Klompmaker,Liz,Fr,F,,,17.0,17.0,15.0,,,1.0,4.0,,1.0,31.0,94.0,
107,California,2024,20,Carmel Van Dijk,Carmel Van Dijk,Dijk,Carmel,Sr,M,,,17.0,17.0,,,,,2.0,,2.0,2.0,7.0,1.0
107,California,2024,9,Maya Hoepfner,Maya Hoepfner,Hoepfner,Maya,Fr,M,,,12.0,11.0,3.0,,,,,,1.0,7.0,18.0,2.0
107,California,2024,14,Canisha van Duyn,Canisha van Duyn,Duyn,Canisha,Sr,M,,,17.0,17.0,3.0,,,1.0,,,10.0,16.0,17.0,7.0
107,California,2024,21,Jessica Lewis,Jessica Lewis,Lewis,Jessica,Fr,M,,,17.0,5.0,,,,,,,,0.0,1.0,
107,California,2024,2,Noemi Mekki,Noemi Mekki,Mekki,Noemi,Sr,M,,,17.0,17.0,,,,,1.0,,,0.0,5.0,
107,California,2024,22,Fran Ralston-Brown,Fran Ralston-Brown,Ralston-Brown,Fran,Fr,M,,,7.0,0.0,,,,,,,,0.0,,1.0
107,California,2024,12,Pauline Lingnau,Pauline Lingnau,Lingnau,Pauline,Fr,F,,,17.0,11.0,,,,,1.0,,5.0,5.0,1.0,
107,California,2024,19,Mia DiGiulio,Mia DiGiulio,DiGiulio,Mia,Fr,M,,,4.0,0.0,,,,,1.0,,,0.0,,
129,Central Mich.,2024,28,Cameron Pluciennik,Cameron Pluciennik,Pluciennik,Cameron,So,F,,,14.0,5.0,3.0,,,,,,,6.0,8.0,
129,Central Mich.,2024,15,Cosima Perleth,Cosima Perleth,Perleth,Cosima,So,B,,,16.0,11.0,,,,,,,3.0,3.0,3.0,
129,Central Mich.,2024,23,Klara Mikulaskova,Klara Mikulaskova,Mikulaskova,Klara,So,B,,,17.0,17.0,2.0,,,,,,1.0,5.0,14.0,7.0
129,Central Mich.,2024,2,Zoey Emrick,Zoey Emrick,Emrick,Zoey,So,F,,,17.0,11.0,4.0,,,,2.0,,2.0,10.0,20.0,
