rank,institution,conference,past_wins,past_losses,past_ties,past_pct,future_wins,future_losses,future_ties,future_pct,cumulative_wins,cumulative_losses,cumulative_ties,cumulative_pct
28,Stanford,ACC,168,137,0,0.551,0,0,0,0.000,168,137,0,0.551
29,Miami (OH),MAC,208,175,0,0.543,0,0,0,0.000,208,175,0,0.543
30,Cornell,Ivy League,146,128,0,0.533,0,0,0,0.000,146,128,0,0.533
31,Old Dominion,Big East,166,149,0,0.527,0,0,0,0.000,166,149,0,0.527
32,New Hampshire,America East,192,172,0,0.527,0,0,0,0.000,192,172,0,0.527
33,Richmond,Atlantic 10,176,160,0,0.524,0,0,0,0.000,176,160,0,0.524
34,Columbia,Ivy League,144,132,0,0.522,0,0,0,0.000,144,132,0,0.522
35,Temple,Big East,177,163,0,0.521,0,0,0,0.000,177,163,0,0.521
36,Lafayette,Patriot,192,179,0,0.518,0,0,0,0.000,192,179,0,0.518
37,Monmouth,CAA,170,158,0,0.518,0,0,0,0.000,170,158,0,0.518
38,UAlbany,America East,172,162,0,0.515,0,0,0,0.000,172,162,0,0.515
39,VCU,Atlantic 10,163,155,0,0.513,0,0,0,0.000,163,155,0,0.513
40,Bucknell,Patriot,153,146,0,0.512,0,0,0,0.000,153,146,0,0.512
41,Brown,Ivy League,146,141,0,0.509,0,0,0,0.000,146,141,0,0.509
42,Hofstra,CAA,170,165,0,0.507,0,0,0,0.000,170,165,0,0.507
43,Yale,Ivy League,139,138,0,0.502,0,0,0,0.000,139,138,0,0.502
44,UC Davis,America East,148,150,0,0.497,0,0,0,0.000,148,150,0,0.497
45,Lock Haven,Atlantic 10,165,167,0,0.497,0,0,0,0.000,165,167,0,0.497
46,Vermont,America East,173,175,0,0.497,0,0,0,0.000,173,175,0,0.497
47,Quinnipiac,Big East,154,159,0,0.492,0,0,0,0.000,154,159,0,0.492
48,Dartmouth,Ivy League,134,140,0,0.489,0,0,0,0.000,134,140,0,0.489
49,Maine,America East,174,182,0,0.489,0,0,0,0.000,174,182,0,0.489
50,Michigan St.,Big Ten,155,162,0,0.489,0,0,0,0.000,155,162,0,0.489
51,Providence,Big East,145,152,0,0.488,0,0,0,0.000,145,152,0,0.488
52,Villanova,Big East,145,153,0,0.487,0,0,0,0.000,145,153,0,0.487
53,La Salle,Atlantic 10,158,167,0,0.486,0,0,0,0.000,158,167,0,0.486
54,Lehigh,Patriot,142,153,0,0.481,0,0,0,0.000,142,153,0,0.481
55,Ohio,MAC,147,161,0,0.477,0,0,0,0.000,147,161,0,0.477
56,UMass Lowell,America East,149,164,0,0.476,0,0,0,0.000,149,164,0,0.476
57,Northeastern,CAA,158,177,0,0.472,0,0,0,0.000,158,177,0,0.472
58,App State,MAC,152,174,0,0.466,0,0,0,0.000,152,174,0,0.466
59,Georgetown,Big East,137,157,0,0.466,0,0,0,0.000,137,157,0,0.466
60,Davidson,Atlantic 10,119,142,0,0.456,0,0,0,0.000,119,142,0,0.456
61,Queens (NC),DI Independent,118,141,0,0.456,0,0,0,0.000,118,141,0,0.456
62,American,Patriot,155,186,0,0.455,0,0,0,0.000,155,186,0,0.455
63,James Madison,MAC,154,188,0,0.450,0,0,0,0.000,154,188,0,0.450
64,Fairfield,NEC,160,198,0,0.447,0,0,0,0.000,160,198,0,0.447
65,Kent St.,MAC,143,179,0,0.444,0,0,0,0.000,143,179,0,0.444
66,Wagner,NEC,141,181,0,0.438,0,0,0,0.000,141,181,0,0.438
67,Merrimack,NEC,126,168,0,0.429,0,0,0,0.000,126,168,0,0.429
68,Towson,CAA,133,178,0,0.428,0,0,0,0.000,133,178,0,0.428
69,Saint Louis,Atlantic 10,103,139,0,0.426,0,0,0,0.000,103,139,0,0.426
70,Holy Cross,Patriot,122,170,0,0.418,0,0,0,0.000,122,170,0,0.418
71,Longwood,MAC,122,171,0,0.416,0,0,0,0.000,122,171,0,0.416
72,Central Mich.,MAC,121,172,0,0.413,0,0,0,0.000,121,172,0,0.413
73,Colgate,Patriot,117,168,0,0.411,0,0,0,0.000,117,168,0,0.411
74,Bellarmine,MAC,114,170,0,0.401,0,0,0,0.000,114,170,0,0.401
75,Bryant,America East,122,182,0,0.401,0,0,0,0.000,122,182,0,0.401
76,Ball St.,MAC,121,181,0,0.401,0,0,0,0.000,121,181,0,0.401
77,Mercyhurst,NEC,92,140,0,0.397,0,0,0,0.000,92,140,0,0.397
78,Rider,NEC,125,197,0,0.388,0,0,0,0.000,125,197,0,0.388
79,Sacred Heart,NEC,112,188,0,0.373,0,0,0,0.000,112,188,0,0.373
80,LIU,NEC,106,179,0,0.372,0,0,0,0.000,106,179,0,0.372
81,Saint Francis,NEC,107,190,0,0.360,0,0,0,0.000,107,190,0,0.360
82,Stonehill,NEC,107,192,0,0.358,0,0,0,0.000,107,192,0,0.358
