date,team,opponent,home_away,result,team_score,opponent_score,goals,ast,sh_att,so_g,fouls,rc,yc,gc,ggp,ggs,min,ga,sv,sho,g_wins,g_loss,d_sv,corners,ps,psa,defensive_goals,defensive_ast,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_rc,defensive_yc,defensive_gc,defensive_ggp,defensive_ggs,defensive_min,defensive_ga,defensive_sv,defensive_sho,defensive_g_wins,defensive_g_loss,defensive_d_sv,defensive_corners,defensive_ps,defensive_psa
2023-09-08,Virginia Cavaliers,William & Mary,Away,W,6,1,6,8,12,11,0,0,1,1,0,0,NA,1,4,0,0,NA,NA,5,NA,NA,1,1,7,5,0,0,0,1,0,0,NA,6,5,0,0,NA,NA,5,NA,NA
2023-09-10,Virginia Cavaliers,Harvard,Home,W,1,0,1,1,6,2,0,0,0,2,0,0,NA,0,4,1,0,NA,NA,5,NA,NA,0,0,10,4,0,0,0,1,0,0,NA,1,1,0,0,NA,NA,6,NA,NA
2023-08-25,Wagner Seahawks,Lafayette,Away,L,0,5,0,0,4,2,27,0,0,2,0,0,NA,5,6,0,0,NA,NA,1,NA,NA,5,4,15,11,31,0,0,1,0,0,NA,0,2,1,0,NA,NA,5,NA,NA
2023-09-01,Wagner Seahawks,Hofstra,Away,L,0,2,0,0,5,1,38,0,0,2,0,0,NA,2,2,0,0,NA,NA,4,NA,NA,2,4,5,4,28,0,0,0,0,0,NA,0,1,1,0,NA,NA,5,NA,NA
2023-09-08,Wagner Seahawks,Holy Cross,Home,L,1,2,1,0,26,13,0,0,0,1,0,0,NA,2,4,0,0,NA,NA,16,NA,NA,2,1,8,6,0,0,0,1,0,0,NA,1,12,0,0,NA,NA,4,NA,NA
2023-08-25,Wake Forest Demon Deacons,Iowa ,Away,L,0,4,0,0,4,1,0,0,2,0,0,0,NA,4,6,0,0,NA,NA,2,NA,NA,4,2,11,10,0,0,3,1,0,0,NA,0,1,1,0,NA,NA,3,NA,NA
2023-08-27,Wake Forest Demon Deacons,"Michigan Chapel Hill, N.C.",Away,W,1,0,1,0,17,9,0,0,2,0,0,0,NA,0,6,1,0,NA,NA,4,1,1,0,0,12,6,0,0,2,1,0,0,NA,1,8,0,0,NA,NA,8,NA,NA
2023-09-01,Wake Forest Demon Deacons,William & Mary,Home,L,1,2,1,0,12,5,0,0,0,0,0,0,NA,2,1,0,0,NA,NA,7,NA,NA,2,2,5,3,0,0,0,0,0,0,NA,1,4,0,0,NA,NA,3,NA,NA
2023-09-03,Wake Forest Demon Deacons,James Madison,Home,W,1,0,1,1,17,7,0,0,0,0,0,0,NA,0,3,1,0,NA,NA,7,NA,NA,0,0,3,3,0,0,1,4,0,0,NA,1,6,0,0,NA,NA,NA,NA,NA
2023-08-25,William & Mary Tribe,James Madison,Home,L,2,4,2,1,24,18,0,0,1,0,0,0,NA,4,3,0,0,NA,1,11,NA,NA,4,5,10,7,0,0,1,1,0,0,NA,2,16,0,0,NA,NA,3,NA,NA
2023-09-01,William & Mary Tribe,Wake Forest,Away,W,2,1,2,2,5,3,0,0,0,0,0,0,NA,1,4,0,0,NA,NA,3,NA,NA,1,0,12,5,0,0,0,0,0,0,NA,2,1,0,0,NA,NA,7,NA,NA
2023-09-08,William & Mary Tribe,Virginia,Home,L,1,6,1,1,7,5,0,0,0,1,0,0,NA,6,5,0,0,NA,NA,5,NA,NA,6,8,12,11,0,0,1,1,0,0,NA,1,4,0,0,NA,NA,5,NA,NA
2023-09-01,Yale Bulldogs,Temple,Away,W,1,0,1,2,3,2,28,0,0,1,0,0,NA,0,8,1,0,NA,NA,2,NA,NA,0,0,16,8,39,0,0,1,0,0,NA,1,1,0,0,NA,NA,13,NA,NA
2023-09-03,Yale Bulldogs,Saint Joseph's,Away,L,1,6,1,2,4,3,0,0,2,1,0,0,NA,6,13,0,0,NA,2,4,NA,NA,6,6,31,19,0,0,0,1,0,0,NA,1,2,0,0,NA,NA,17,NA,NA
2023-09-09,Yale Bulldogs,American ,Away,L,0,4,0,0,7,3,0,0,1,1,0,0,NA,4,8,0,0,NA,NA,6,NA,NA,4,4,16,12,0,0,2,3,0,0,NA,0,3,1,0,NA,NA,6,NA,NA
2023-09-10,Yale Bulldogs,Maryland,Away,L,1,3,1,0,13,4,0,0,0,0,0,0,NA,3,8,0,0,NA,NA,6,NA,NA,3,3,18,11,0,0,0,0,0,0,NA,1,3,0,0,NA,NA,10,NA,NA
