date,team,opponent,home_away,result,team_score,opponent_score,goals,ast,sh_att,so_g,fouls,rc,yc,gc,ggp,ggs,min,ga,sv,sho,g_wins,g_loss,d_sv,corners,ps,psa,defensive_goals,defensive_ast,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_rc,defensive_yc,defensive_gc,defensive_ggp,defensive_ggs,defensive_min,defensive_ga,defensive_sv,defensive_sho,defensive_g_wins,defensive_g_loss,defensive_d_sv,defensive_corners,defensive_ps,defensive_psa
2023-09-08,Hofstra Pride,UAlbany,Away,L,0,3,0,0,7,3,0,0,0,0,0,0,NA,3,11,0,0,NA,NA,5,NA,NA,3,3,18,14,0,0,0,2,0,0,NA,0,3,1,0,NA,NA,7,NA,NA
2023-09-10,Hofstra Pride,Stonehill,Home,W,4,1,4,5,20,13,32,0,0,1,0,0,NA,1,4,0,0,NA,NA,11,NA,NA,1,0,6,5,34,0,1,0,0,0,NA,4,9,0,0,NA,NA,3,NA,NA
2023-08-25,Holy Cross Crusaders,Stonehill,Home,W,1,0,1,1,14,10,0,0,0,2,0,0,NA,0,11,1,0,NA,1,7,NA,NA,0,0,12,11,0,0,0,1,0,0,NA,1,9,0,0,NA,NA,7,NA,1
2023-09-01,Holy Cross Crusaders,Northeastern,Away,L,2,8,2,3,9,6,8,0,0,0,0,0,NA,8,12,0,0,NA,1,4,NA,NA,8,12,26,20,11,0,1,0,0,0,NA,2,4,0,0,NA,NA,11,NA,NA
2023-09-03,Holy Cross Crusaders,Brown,Away,L,1,2,1,1,9,3,35,0,1,1,0,0,NA,2,18,0,0,NA,NA,8,NA,NA,2,0,37,20,22,0,0,0,0,0,NA,1,2,0,0,NA,NA,15,1,1
2023-09-08,Holy Cross Crusaders,Wagner,Away,W,2,1,2,1,8,6,0,0,0,1,0,0,NA,1,12,0,0,NA,NA,4,NA,NA,1,0,26,13,0,0,0,1,0,0,NA,2,4,0,0,NA,NA,16,NA,NA
2023-09-10,Holy Cross Crusaders,LIU ,Away,L,2,3,2,0,12,9,0,0,3,2,0,0,NA,3,5,0,0,NA,NA,2,1,1,3,2,15,8,0,0,0,1,0,0,NA,2,7,0,0,NA,NA,4,NA,NA
2023-08-25,Indiana Hoosiers,Duke,Away,L,2,3,2,2,8,3,0,0,1,0,0,0,NA,3,8,0,0,NA,NA,5,NA,1,3,5,15,11,0,0,1,1,0,0,NA,2,1,0,0,NA,NA,6,NA,NA
2023-08-27,Indiana Hoosiers,Liberty,Away,L,1,2,1,1,9,4,0,0,2,2,0,0,NA,2,8,0,0,NA,NA,5,NA,NA,2,1,18,10,0,0,0,0,0,0,NA,1,3,0,0,NA,NA,6,1,1
2023-09-03,Indiana Hoosiers,Saint Francis (PA) ,Away,W,3,1,3,2,6,5,0,0,0,1,0,0,NA,1,3,0,0,NA,NA,3,NA,NA,1,1,10,4,0,0,0,2,0,0,NA,3,2,0,0,NA,NA,4,NA,NA
2023-09-04,Indiana Hoosiers,Miami (OH),Away,W,2,0,2,2,6,6,0,0,0,2,0,0,NA,0,6,1,0,NA,1,1,1,2,0,0,11,6,0,0,0,2,0,0,NA,2,4,0,0,NA,NA,9,NA,NA
2023-09-10,Indiana Hoosiers,Ohio,Away,L,2,3,2,1,21,17,13,0,0,1,0,0,NA,3,0,0,0,NA,NA,12,NA,NA,3,3,6,3,6,0,0,0,0,0,NA,2,14,0,0,NA,1,1,NA,NA
2023-08-25,Iowa Hawkeyes,Wake Forest ,Away,W,4,0,4,2,11,10,0,0,3,1,0,0,NA,0,1,1,0,NA,NA,3,NA,NA,0,0,4,1,0,0,2,0,0,0,NA,4,6,0,0,NA,NA,2,NA,NA
2023-08-27,Iowa Hawkeyes,North Carolina,Away,W,3,2,3,1,13,8,0,0,0,1,0,0,NA,2,6,0,0,NA,NA,6,NA,NA,2,2,18,8,0,0,0,3,0,0,NA,3,5,0,0,NA,NA,6,NA,NA
2023-09-01,Iowa Hawkeyes,"Fairfield Albany, N.Y.",Away,W,3,0,3,1,20,10,0,0,0,0,0,0,NA,0,0,1,0,NA,NA,15,NA,NA,0,0,2,0,0,0,0,1,0,0,NA,3,7,0,0,NA,NA,2,NA,NA
2023-09-03,Iowa Hawkeyes,UAlbany,Away,W,3,0,3,2,9,7,0,0,0,2,0,0,NA,0,3,1,0,NA,NA,2,1,2,0,0,7,3,0,0,0,1,0,0,NA,3,4,0,0,NA,1,5,NA,NA
2023-09-08,Iowa Hawkeyes,Central Mich.,Home,W,8,0,8,5,27,16,0,0,0,0,0,0,NA,0,0,1,0,NA,NA,9,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,8,8,0,0,NA,1,NA,NA,NA
2023-09-10,Iowa Hawkeyes,UMass Lowell,Home,W,5,1,5,4,19,13,0,0,0,2,0,0,NA,1,4,0,0,NA,NA,10,NA,NA,1,2,8,5,0,0,0,0,0,0,NA,5,8,0,0,NA,NA,6,NA,NA
2023-08-25,James Madison Dukes,William & Mary,Away,W,4,2,4,5,10,7,0,0,1,1,0,0,NA,2,16,0,0,NA,NA,3,NA,NA,2,1,24,18,0,0,1,0,0,0,NA,4,3,0,0,NA,1,11,NA,NA
2023-08-27,James Madison Dukes,Richmond,Away,L,0,3,0,0,7,5,6,0,0,3,0,0,NA,3,2,0,0,NA,NA,2,NA,NA,3,4,7,5,3,0,1,2,0,0,NA,0,5,1,0,NA,NA,2,NA,NA
2023-09-01,James Madison Dukes,Columbia,Home,W,3,2,3,3,22,10,37,0,0,1,0,0,NA,2,1,0,0,NA,NA,6,NA,NA,2,2,10,3,33,0,0,0,0,0,NA,3,7,0,0,NA,NA,9,NA,NA
2023-09-03,James Madison Dukes,Wake Forest,Away,L,0,1,0,0,3,3,0,0,1,4,0,0,NA,1,6,0,0,NA,NA,NA,NA,NA,1,1,17,7,0,0,0,0,0,0,NA,0,3,1,0,NA,NA,7,NA,NA
2023-09-08,James Madison Dukes,App State,Home,L,1,2,1,0,8,4,35,0,0,0,0,0,NA,2,2,0,0,NA,NA,1,NA,NA,2,1,8,4,28,0,0,1,0,0,NA,1,3,0,0,NA,NA,1,NA,NA
2023-09-10,James Madison Dukes,Temple,Home,L,1,2,1,1,8,4,34,0,0,0,0,0,NA,2,4,0,0,NA,NA,5,NA,NA,2,3,11,6,28,0,0,1,0,0,NA,1,3,0,0,NA,NA,7,NA,NA
2023-08-25,Kent St. Golden Flashes,Liberty,Away,L,0,2,0,0,8,5,0,0,0,2,0,0,NA,2,6,0,0,NA,NA,7,NA,NA,2,3,12,8,0,0,0,1,0,0,NA,0,5,1,0,NA,2,10,NA,1
2023-08-27,Kent St. Golden Flashes,VCU,Away,L,0,1,0,0,8,4,32,0,0,1,0,0,NA,1,5,0,0,NA,NA,7,NA,NA,1,1,7,6,32,0,0,0,0,0,NA,0,4,1,0,NA,NA,3,NA,NA
2023-09-01,Kent St. Golden Flashes,Michigan St.,Home,W,1,0,1,0,8,4,0,0,0,0,0,0,NA,0,4,1,0,NA,NA,10,NA,NA,0,0,5,4,0,0,0,0,0,0,NA,1,3,0,0,NA,NA,1,NA,NA
2023-09-03,Kent St. Golden Flashes,UC Davis,Home,L,4,5,4,4,25,17,0,0,0,1,0,0,NA,5,8,0,0,NA,1,8,NA,NA,5,3,23,13,0,0,0,2,0,0,NA,4,13,0,0,NA,NA,9,1,2
2023-09-08,Kent St. Golden Flashes,Penn St.,Away,L,0,5,0,0,2,2,0,0,0,0,0,0,NA,5,6,0,0,NA,NA,1,NA,NA,5,4,17,11,0,0,0,0,0,0,NA,0,2,1,0,NA,NA,4,NA,NA
2023-09-10,Kent St. Golden Flashes,Bucknell,Away,L,1,2,1,1,7,5,0,0,2,2,0,0,NA,2,10,0,0,NA,1,4,NA,NA,2,2,17,12,0,0,1,1,0,0,NA,1,4,0,0,NA,NA,13,NA,NA
2023-08-25,LIU Sharks,UMass Lowell,Away,L,1,5,1,1,5,3,0,0,0,0,0,0,NA,5,10,0,0,NA,NA,3,NA,NA,5,4,31,15,0,0,0,1,0,0,NA,1,2,0,0,NA,NA,13,NA,NA
2023-09-01,LIU Sharks,Brown,Away,L,0,3,0,0,3,2,19,0,0,1,0,0,NA,3,10,0,0,NA,NA,1,NA,NA,3,2,20,13,28,0,0,0,0,0,NA,0,2,1,0,NA,NA,4,NA,NA
2023-09-03,LIU Sharks,Providence,Away,L,0,1,0,0,4,2,0,0,0,0,0,0,NA,1,3,0,0,NA,NA,NA,NA,NA,1,0,8,4,0,0,0,1,0,0,NA,0,2,1,0,NA,NA,6,NA,NA
2023-09-07,LIU Sharks,Temple,Away,L,0,1,0,0,6,4,36,0,0,1,0,0,NA,1,7,0,0,NA,NA,3,NA,NA,1,1,18,8,40,0,0,1,0,0,NA,0,4,1,0,NA,NA,15,NA,NA
2023-09-08,LIU Sharks,California,Home,L,1,2,1,1,8,4,20,0,0,0,0,0,NA,2,4,0,0,NA,NA,5,NA,1,2,2,13,6,30,0,0,1,0,0,NA,1,3,0,0,NA,NA,11,NA,NA
2023-09-10,LIU Sharks,Holy Cross ,Away,W,3,2,3,2,15,8,0,0,0,1,0,0,NA,2,7,0,0,NA,NA,4,NA,NA,2,0,12,9,0,0,3,2,0,0,NA,3,5,0,0,NA,NA,2,1,1
2023-08-25,La Salle Explorers,Temple,Away,L,1,2,1,1,9,6,26,0,0,3,0,0,NA,2,4,0,0,NA,NA,4,NA,1,2,3,12,6,33,0,0,2,0,0,NA,1,5,0,0,NA,1,8,NA,NA
2023-08-27,La Salle Explorers,Drexel,Away,W,2,1,2,0,7,5,43,0,0,0,0,0,NA,1,6,0,0,NA,1,1,NA,NA,1,1,10,7,20,0,0,1,0,0,NA,2,3,0,0,NA,NA,11,NA,NA
2023-09-01,La Salle Explorers,Longwood,Home,W,4,2,4,2,15,13,33,0,2,0,0,0,NA,2,0,0,0,NA,NA,10,1,1,2,1,4,2,30,0,0,0,0,0,NA,4,9,0,0,NA,NA,3,1,1
2023-09-03,La Salle Explorers,Rider,Home,W,3,0,3,0,17,8,15,0,1,0,0,0,NA,0,3,1,0,NA,NA,4,NA,NA,0,0,12,3,22,0,0,2,0,0,NA,3,5,0,0,NA,NA,9,NA,1
2023-09-08,La Salle Explorers,Fairfield,Home,L,1,2,1,1,6,4,36,0,1,0,0,0,NA,2,1,0,0,NA,NA,3,NA,NA,2,0,10,3,27,0,0,2,0,0,NA,1,3,0,0,NA,NA,3,NA,NA
2023-09-10,La Salle Explorers,Villanova,Away,W,4,3,4,1,18,10,31,0,2,1,0,0,NA,3,9,0,0,NA,NA,4,1,2,3,4,23,12,25,0,0,1,0,0,NA,4,6,0,0,NA,NA,16,NA,NA
2023-08-25,Lafayette Leopards,Wagner,Home,W,5,0,5,4,15,11,31,0,0,1,0,0,NA,0,2,1,0,NA,NA,5,NA,NA,0,0,4,2,27,0,0,2,0,0,NA,5,6,0,0,NA,NA,1,NA,NA
2023-08-27,Lafayette Leopards,Ohio St.,Home,L,1,4,1,0,8,6,28,0,0,2,0,0,NA,4,5,0,0,NA,NA,2,NA,NA,4,1,16,9,22,0,0,1,0,0,NA,1,5,0,0,NA,NA,7,NA,NA
2023-09-01,Lafayette Leopards,Vermont,Away,L,2,3,2,4,11,5,40,0,0,1,0,0,NA,3,4,0,0,NA,NA,7,NA,NA,3,3,13,7,34,0,0,1,0,0,NA,2,3,0,0,NA,NA,8,NA,NA
2023-09-03,Lafayette Leopards,Massachusetts,Away,L,0,1,0,0,7,4,0,0,0,1,0,0,NA,1,2,0,0,NA,NA,5,NA,NA,1,1,8,3,0,0,0,1,0,0,NA,0,4,1,0,NA,NA,3,NA,NA
2023-09-10,Lafayette Leopards,Columbia,Away,L,2,3,2,4,21,11,31,0,0,1,0,0,NA,3,4,0,0,NA,NA,8,NA,NA,3,3,9,7,19,0,1,2,0,0,NA,2,9,0,0,NA,NA,3,NA,NA
2023-08-25,Lehigh Mountain Hawks,Ohio St.,Home,L,2,5,2,0,10,7,0,0,0,0,0,0,NA,5,7,0,0,NA,2,9,NA,1,5,4,18,12,0,0,1,2,0,0,NA,2,5,0,0,NA,NA,9,NA,NA
2023-08-27,Lehigh Mountain Hawks,Ball St.,Home,W,4,3,4,3,23,15,0,0,0,1,0,0,NA,3,3,0,0,NA,NA,11,1,1,3,4,12,6,0,0,0,0,0,0,NA,4,11,0,0,NA,NA,7,NA,NA
2023-09-01,Lehigh Mountain Hawks,Lock Haven,Away,W,2,1,2,1,10,8,0,0,0,0,0,0,NA,1,2,0,0,NA,1,7,1,1,1,0,6,3,0,0,0,3,0,0,NA,2,6,0,0,NA,1,1,NA,NA
2023-09-03,Lehigh Mountain Hawks,Hofstra,Away,W,3,1,3,3,15,11,24,0,0,0,0,0,NA,1,3,0,0,NA,NA,9,NA,NA,1,0,6,4,30,0,1,1,0,0,NA,3,8,0,0,NA,NA,2,NA,NA
2023-09-10,Lehigh Mountain Hawks,Sacred Heart,Home,W,5,2,5,4,23,14,0,0,0,0,0,0,NA,2,1,0,0,NA,1,13,NA,NA,2,1,5,3,0,0,0,0,0,0,NA,5,9,0,0,NA,2,1,NA,NA
2023-08-25,Liberty Lady Flames,Kent St.,Home,W,2,0,2,3,12,8,0,0,0,1,0,0,NA,0,5,1,0,NA,2,10,NA,1,0,0,8,5,0,0,0,2,0,0,NA,2,6,0,0,NA,NA,7,NA,NA
2023-08-27,Liberty Lady Flames,Indiana,Home,W,2,1,2,1,18,10,0,0,0,0,0,0,NA,1,3,0,0,NA,NA,6,1,1,1,1,9,4,0,0,2,2,0,0,NA,2,8,0,0,NA,NA,5,NA,NA
2023-08-29,Liberty Lady Flames,Virginia,Away,W,3,1,3,3,9,6,0,0,0,2,0,0,NA,1,6,0,0,NA,1,8,NA,NA,1,0,13,7,0,0,0,2,0,0,NA,3,3,0,0,NA,NA,4,NA,NA
2023-09-03,Liberty Lady Flames,American,Home,W,1,0,0,0,17,5,0,0,0,1,0,0,NA,0,2,1,0,NA,NA,6,NA,1,0,0,8,2,0,0,0,0,0,0,NA,0,5,1,0,NA,NA,6,NA,NA
2023-09-08,Liberty Lady Flames,Harvard,Home,W,2,1,2,2,17,9,0,0,1,1,0,0,NA,1,3,0,0,NA,NA,9,NA,NA,1,1,9,4,0,0,0,3,0,0,NA,2,7,0,0,NA,NA,7,NA,NA
2023-09-10,Liberty Lady Flames,Duke,Away,L,1,2,1,1,7,5,0,0,0,0,0,0,NA,2,7,0,0,NA,NA,4,NA,NA,2,0,15,9,0,0,0,0,0,0,NA,1,4,0,0,NA,NA,7,NA,NA
2023-08-26,Lindenwood Lions,Bryant,Home,L,1,3,1,1,13,7,0,0,2,2,0,0,NA,3,8,0,0,NA,1,6,NA,NA,3,2,14,11,0,0,1,2,0,0,NA,1,6,0,0,NA,NA,4,1,1
2023-09-04,Lindenwood Lions,Saint Louis,Away,L,1,2,1,1,9,6,0,0,0,0,0,0,NA,2,8,0,0,NA,NA,3,NA,NA,2,3,24,10,0,0,0,1,0,0,NA,1,5,0,0,NA,NA,18,NA,NA
2023-09-08,Lindenwood Lions,Colgate,Home,L,1,2,1,1,7,5,0,0,0,1,0,0,NA,2,6,0,0,NA,NA,4,NA,NA,2,0,16,8,0,0,0,2,0,0,NA,1,4,0,0,NA,NA,8,NA,NA
2023-08-27,Lock Haven Bald Eagles,Queens (NC),Home,W,7,0,7,6,20,14,0,0,2,0,0,0,NA,0,1,1,0,NA,NA,8,NA,NA,0,0,3,1,0,0,1,1,0,0,NA,7,7,0,0,NA,NA,3,NA,NA
2023-09-01,Lock Haven Bald Eagles,Lehigh,Home,L,1,2,1,0,6,3,0,0,0,3,0,0,NA,2,6,0,0,NA,1,1,NA,NA,2,1,10,8,0,0,0,0,0,0,NA,1,2,0,0,NA,1,7,1,1
2023-09-03,Lock Haven Bald Eagles,Colgate,Away,W,2,1,2,2,7,6,32,0,0,2,0,0,NA,1,5,0,0,NA,NA,7,NA,NA,1,1,9,6,34,0,0,0,0,0,NA,2,4,0,0,NA,1,4,NA,NA
2023-09-06,Lock Haven Bald Eagles,Saint Francis (PA),Away,L,1,2,1,1,4,2,44,0,1,1,0,0,NA,2,7,0,0,NA,NA,3,NA,NA,2,1,13,9,30,0,1,1,0,0,NA,1,1,0,0,NA,NA,5,NA,NA
2023-09-10,Lock Haven Bald Eagles,Ball St.,Home,L,1,2,1,0,8,5,0,0,0,4,0,0,NA,1,9,0,0,NA,NA,4,1,1,1,1,18,10,0,0,0,2,0,0,NA,1,4,0,0,NA,1,9,NA,NA
2023-08-25,Longwood Lancers,Richmond,Away,W,2,1,2,2,10,6,4,0,0,1,0,0,NA,1,5,0,0,NA,1,5,NA,NA,1,0,13,6,8,0,1,2,0,0,NA,2,4,0,0,NA,NA,6,NA,NA
2023-08-27,Longwood Lancers,Saint Francis (PA),Home,L,0,1,0,0,5,4,30,0,2,1,0,0,NA,1,3,0,0,NA,NA,1,NA,NA,1,1,8,4,31,0,1,2,0,0,NA,0,4,1,0,NA,NA,3,NA,NA
2023-09-01,Longwood Lancers,La Salle,Away,L,2,4,2,1,4,2,30,0,0,0,0,0,NA,4,9,0,0,NA,NA,3,1,1,4,2,15,13,33,0,2,0,0,0,NA,2,0,0,0,NA,NA,10,1,1
2023-09-03,Longwood Lancers,Villanova,Away,L,0,7,0,0,7,5,19,0,0,0,0,0,NA,7,9,0,0,NA,NA,2,NA,NA,7,6,22,16,24,0,0,1,0,0,NA,0,5,1,0,NA,NA,5,NA,NA
2023-09-08,Longwood Lancers,Duke,Away,L,0,9,0,0,4,2,0,0,0,0,0,0,NA,9,18,0,0,NA,1,3,NA,NA,9,8,39,27,0,0,0,0,0,0,NA,0,2,1,0,NA,NA,15,NA,1
2023-09-10,Longwood Lancers,Queens (NC),Home,W,5,1,5,4,18,15,32,0,0,0,0,0,NA,1,4,0,0,NA,NA,8,NA,1,1,0,8,5,21,0,0,0,0,0,NA,5,10,0,0,NA,NA,4,NA,NA
2023-08-26,Louisville Cardinals,Northeastern,Home,W,3,1,3,5,21,11,0,0,0,0,0,0,NA,1,2,0,0,NA,NA,12,NA,NA,1,0,4,3,0,0,0,0,0,0,NA,3,8,0,0,NA,NA,1,NA,NA
2023-08-27,Louisville Cardinals,Northwestern,Away,W,1,0,1,2,3,1,0,0,0,2,0,0,NA,0,10,1,0,NA,1,2,NA,NA,0,0,21,10,0,0,0,0,0,0,NA,1,0,0,0,NA,NA,8,NA,NA
2023-09-01,Louisville Cardinals,"Princeton Philadelphia, Pa.",Away,W,2,1,2,2,13,6,0,0,1,1,0,0,NA,1,3,0,0,NA,NA,6,NA,NA,1,1,7,4,0,0,2,2,0,0,NA,2,4,0,0,NA,NA,2,NA,NA
2023-09-03,Louisville Cardinals,Penn,Away,W,2,1,2,1,15,7,0,0,0,2,0,0,NA,1,1,0,0,NA,NA,12,NA,NA,1,0,3,2,0,0,0,1,0,0,NA,2,5,0,0,NA,NA,NA,NA,NA
2023-09-08,Louisville Cardinals,Ohio St.,Home,W,2,1,2,1,3,2,0,0,0,1,0,0,NA,1,6,0,0,NA,1,NA,1,1,1,1,15,7,0,0,1,3,0,0,NA,2,0,0,0,NA,NA,10,NA,NA
2023-09-10,Louisville Cardinals,VCU,Home,W,2,1,2,3,12,6,0,0,0,0,0,0,NA,1,0,0,0,NA,NA,7,NA,NA,1,1,1,1,0,0,0,1,0,0,NA,2,4,0,0,NA,NA,1,NA,NA
2023-08-25,Maine Black Bears,Boston College,Home,L,1,3,1,1,4,3,23,0,0,1,0,0,NA,3,3,0,0,NA,1,3,NA,NA,3,4,12,6,30,0,0,0,0,0,NA,1,2,0,0,NA,NA,8,NA,NA
2023-08-27,Maine Black Bears,Providence,Home,W,2,0,2,1,14,9,40,0,1,2,0,0,NA,0,2,1,0,NA,NA,13,1,1,0,0,4,2,44,0,2,3,0,0,NA,2,7,0,0,NA,NA,9,NA,1
2023-09-01,Maine Black Bears,Boston U.,Home,L,2,3,2,2,11,8,39,0,0,1,0,0,NA,3,1,0,0,NA,NA,4,NA,NA,3,3,8,4,45,0,1,0,0,0,NA,2,6,0,0,NA,NA,4,NA,NA
2023-09-03,Maine Black Bears,Ohio,Home,W,5,3,5,4,12,7,39,0,0,0,0,0,NA,3,2,0,0,NA,1,7,NA,NA,3,4,9,5,41,0,2,0,0,0,NA,5,2,0,0,NA,NA,4,NA,NA
2023-09-08,Maine Black Bears,Northwestern,Home,L,0,3,0,0,5,2,26,0,0,0,0,0,NA,3,15,0,0,NA,NA,4,NA,NA,3,2,26,18,36,0,0,0,0,0,NA,0,2,1,0,NA,NA,11,NA,1
2023-09-10,Maine Black Bears,Massachusetts,Home,L,2,3,2,2,6,5,21,0,0,1,0,0,NA,3,2,0,0,NA,NA,4,1,2,3,2,7,5,37,0,1,2,0,0,NA,2,3,0,0,NA,NA,1,NA,1
2023-08-25,"Maryland Terrapins, Terps",Stanford,Away,W,4,0,4,4,12,8,0,0,0,0,0,0,NA,0,2,1,0,NA,NA,7,NA,NA,0,0,4,2,0,0,0,1,0,0,NA,4,4,0,0,NA,NA,1,NA,NA
2023-08-27,"Maryland Terrapins, Terps",California,Away,W,4,1,4,3,13,9,0,0,0,2,0,0,NA,1,3,0,0,NA,NA,7,NA,NA,1,1,9,4,0,0,0,2,0,0,NA,4,5,0,0,NA,NA,5,NA,NA
2023-08-28,"Maryland Terrapins, Terps",UC Davis,Away,W,6,0,6,4,19,13,0,0,0,1,0,0,NA,0,4,1,0,NA,NA,6,NA,NA,0,0,8,4,0,0,0,2,0,0,NA,6,7,0,0,NA,NA,4,NA,NA
2023-09-01,"Maryland Terrapins, Terps",Duke,Home,L,1,2,1,1,6,4,0,0,0,2,0,0,NA,2,6,0,0,NA,NA,6,NA,NA,2,0,11,8,0,0,0,2,0,0,NA,1,3,0,0,NA,NA,5,NA,NA
2023-09-03,"Maryland Terrapins, Terps",Boston College,Home,W,1,0,1,1,13,9,0,0,0,2,0,0,NA,0,3,1,0,NA,NA,3,NA,NA,0,0,8,3,0,0,0,3,0,0,NA,1,8,0,0,NA,1,3,NA,NA
2023-09-08,"Maryland Terrapins, Terps",Miami (OH),Home,W,3,1,3,2,20,13,0,0,0,1,0,0,NA,1,1,0,0,NA,NA,5,1,1,1,0,4,2,0,0,1,1,0,0,NA,3,10,0,0,NA,1,3,NA,1
2023-09-10,"Maryland Terrapins, Terps",Yale,Home,W,3,1,3,3,18,11,0,0,0,0,0,0,NA,1,3,0,0,NA,NA,10,NA,NA,1,0,13,4,0,0,0,0,0,0,NA,3,8,0,0,NA,NA,6,NA,NA
2023-08-25,Massachusetts Minutewomen,UAlbany,Away,W,3,2,3,0,12,7,0,0,0,1,0,0,NA,2,2,0,0,NA,NA,2,NA,NA,2,2,9,4,0,0,1,1,0,0,NA,3,4,0,0,NA,NA,5,NA,NA
2023-08-27,Massachusetts Minutewomen,Quinnipiac,Away,W,2,1,2,2,16,9,31,0,0,1,0,0,NA,1,2,0,0,NA,NA,9,1,1,1,2,5,3,22,0,0,0,0,0,NA,2,7,0,0,NA,NA,5,NA,NA
2023-09-01,Massachusetts Minutewomen,Harvard,Home,L,1,2,1,1,2,1,0,0,0,1,0,0,NA,2,4,0,0,NA,NA,2,NA,NA,2,1,10,6,0,0,0,2,0,0,NA,1,0,0,0,NA,NA,2,NA,NA
2023-09-03,Massachusetts Minutewomen,Lafayette,Home,W,1,0,1,1,8,3,0,0,0,1,0,0,NA,0,4,1,0,NA,NA,3,NA,NA,0,0,7,4,0,0,0,1,0,0,NA,1,2,0,0,NA,NA,5,NA,NA
2023-09-09,Massachusetts Minutewomen,Northwestern ,Away,L,0,3,0,0,5,4,21,0,0,1,0,0,NA,3,9,0,0,NA,NA,5,NA,NA,3,2,19,12,32,0,0,3,0,0,NA,0,4,1,0,NA,NA,6,2,2
2023-09-10,Massachusetts Minutewomen,Maine,Away,W,3,2,3,2,7,5,37,0,1,2,0,0,NA,2,3,0,0,NA,NA,1,NA,1,2,2,6,5,21,0,0,1,0,0,NA,3,2,0,0,NA,NA,4,1,2
2023-08-26,Merrimack Warriors,Hofstra,Away,L,0,8,0,0,6,4,21,0,0,0,0,0,NA,8,2,0,0,NA,NA,2,NA,NA,8,9,19,10,26,0,0,1,0,0,NA,0,4,1,0,NA,NA,12,NA,NA
2023-09-01,Merrimack Warriors,UMass Lowell,Away,L,0,9,0,0,0,0,0,0,0,0,0,0,NA,9,17,0,0,NA,NA,1,NA,NA,9,4,43,26,0,0,0,1,0,0,NA,0,0,1,0,NA,NA,20,NA,NA
2023-09-03,Merrimack Warriors,Northeastern,Away,L,1,5,1,1,7,4,26,0,0,0,0,0,NA,5,7,0,0,NA,NA,3,NA,NA,5,8,27,12,28,0,0,1,0,0,NA,1,3,0,0,NA,NA,11,NA,NA
2023-09-08,Merrimack Warriors,Bryant,Away,L,1,3,1,1,7,4,4,0,2,0,0,0,NA,3,8,0,0,NA,NA,5,NA,NA,3,2,20,11,4,0,0,1,0,0,NA,1,3,0,0,NA,NA,14,NA,NA
2023-09-10,Merrimack Warriors,Dartmouth,Away,L,3,4,3,2,8,7,0,0,0,1,0,0,NA,4,30,0,0,NA,1,6,NA,NA,4,5,55,34,0,0,0,0,0,0,NA,3,4,0,0,NA,1,21,NA,2
2023-08-25,Miami (OH) RedHawks,California,Away,W,2,0,2,1,3,3,0,0,1,2,0,0,NA,0,6,1,0,NA,NA,NA,NA,NA,0,0,11,6,0,0,0,0,0,0,NA,2,1,0,0,NA,NA,11,NA,NA
2023-08-26,Miami (OH) RedHawks,UC Davis,Away,W,2,1,2,1,13,8,0,0,0,1,0,0,NA,1,1,0,0,NA,NA,10,NA,NA,1,1,5,2,0,0,0,2,0,0,NA,2,6,0,0,NA,NA,1,NA,NA
2023-09-02,Miami (OH) RedHawks,Saint Francis (PA),Home,W,3,1,3,4,12,9,0,0,0,0,0,0,NA,1,1,0,0,NA,NA,10,NA,NA,1,1,3,2,0,0,0,1,0,0,NA,3,6,0,0,NA,1,4,NA,NA
2023-09-04,Miami (OH) RedHawks,Indiana,Home,L,0,2,0,0,11,6,0,0,0,2,0,0,NA,2,4,0,0,NA,NA,9,NA,NA,2,2,6,6,0,0,0,2,0,0,NA,0,6,1,0,NA,1,1,1,2
2023-09-08,Miami (OH) RedHawks,Maryland,Away,L,1,3,1,0,4,2,0,0,1,1,0,0,NA,3,10,0,0,NA,1,3,NA,1,3,2,20,13,0,0,0,1,0,0,NA,1,1,0,0,NA,NA,5,1,1
2023-09-10,Miami (OH) RedHawks,American ,Away,W,2,1,2,1,9,5,0,0,1,1,0,0,NA,1,6,0,0,NA,NA,11,NA,NA,1,0,10,7,0,0,1,2,0,0,NA,2,3,0,0,NA,NA,4,1,1
2023-08-25,Michigan Wolverines,North Carolina,Away,L,2,3,2,3,6,4,0,0,0,0,0,0,NA,3,8,0,0,NA,NA,3,NA,NA,3,3,12,11,0,0,0,2,0,0,NA,2,2,0,0,NA,NA,9,NA,NA
2023-08-27,Michigan Wolverines,"Wake Forest Chapel Hill, N.C.",Away,L,0,1,0,0,12,6,0,0,2,1,0,0,NA,1,8,0,0,NA,NA,8,NA,NA,1,0,17,9,0,0,2,0,0,0,NA,0,6,1,0,NA,NA,4,1,1
2023-09-01,Michigan Wolverines,UC Davis,Home,W,5,1,5,3,31,16,0,0,0,0,0,0,NA,1,1,0,0,NA,NA,10,NA,NA,1,0,4,2,0,0,0,1,0,0,NA,5,11,0,0,NA,NA,1,NA,NA
2023-09-03,Michigan Wolverines,Old Dominion,Home,W,1,0,1,1,12,8,0,0,0,1,0,0,NA,0,2,1,0,NA,NA,5,NA,NA,0,0,3,2,0,0,0,0,0,0,NA,1,7,0,0,NA,NA,2,NA,NA
