ncaa_id,team,season,jersey,full_name,roster_name,last_name,first_name,yr,pos,feet,inches,gp,gs,goals,fouls,rc,yc,gc,player_ncaa_id,ast,pts,shatt,dsv
129,Central Mich.,2025,7,Shannon Dwyer,Shannon Dwyer,Dwyer,Shannon,Sr,F,,,19.0,17.0,,,,,1.0,,1.0,1.0,2.0,3.0
129,Central Mich.,2025,1,Amelia Lane,Amelia Lane,Lane,Amelia,Sr,M,,,19.0,7.0,1.0,,,,1.0,,3.0,5.0,8.0,
129,Central Mich.,2025,9,Carolena Ryon,Carolena Ryon,Ryon,Carolena,So,F,,,17.0,16.0,10.0,,,,1.0,,1.0,21.0,39.0,
129,Central Mich.,2025,29,Mallory Camryn,Mallory Camryn,Camryn,Mallory,Sr,F,,,19.0,18.0,18.0,,,,5.0,,6.0,42.0,85.0,1.0
129,Central Mich.,2025,6,Sophia Havrilla,Sophia Havrilla,Havrilla,Sophia,Jr,F,,,13.0,1.0,,,,,,,,0.0,4.0,
129,Central Mich.,2025,2,Brianna Eckenroth,Brianna Eckenroth,Eckenroth,Brianna,Fr,,,,16.0,0.0,1.0,,,1.0,,,,2.0,6.0,
129,Central Mich.,2025,3,Pleun van Gent,Pleun van Gent,Gent,Pleun,Fr,B,,,19.0,19.0,,,,,,,,0.0,2.0,6.0
129,Central Mich.,2025,12,Teah Savignano,Teah Savignano,Savignano,Teah,Fr,M,,,19.0,19.0,,,,1.0,2.0,,3.0,3.0,8.0,
129,Central Mich.,2025,13,Grace Shepherd,Grace Shepherd,Shepherd,Grace,Fr,F,,,18.0,4.0,,,,,1.0,,,0.0,2.0,
129,Central Mich.,2025,23,Lola Pardo,Lola Pardo,Pardo,Lola,Fr,B,,,16.0,1.0,1.0,,,,,,,2.0,4.0,
129,Central Mich.,2025,14,Mora Elizabeth Rulli,Mora Elizabeth Rulli,Rulli,Mora,Fr,M,,,19.0,19.0,4.0,,,1.0,3.0,,9.0,17.0,29.0,
153,Colgate,2025,27,Kyleigh Welusz,Kyleigh Welusz,Welusz,Kyleigh,So,B,,,17.0,17.0,,9.0,,,,,2.0,2.0,,
153,Colgate,2025,6,Maddie Rohlfing,Maddie Rohlfing,Rohlfing,Maddie,Jr,M,,,17.0,0.0,1.0,6.0,,,,,1.0,3.0,5.0,
153,Colgate,2025,26,Alison Lemmon,Alison Lemmon,Lemmon,Alison,Sr,M,,,15.0,1.0,,,,,,,,0.0,,1.0
153,Colgate,2025,3,Tyler Argilagos,Tyler Argilagos,Argilagos,Tyler,Sr,F,,,17.0,2.0,1.0,3.0,,,,,1.0,3.0,11.0,
153,Colgate,2025,18,Dani Palmer,Dani Palmer,Palmer,Dani,Sr,F,,,17.0,17.0,5.0,17.0,,,,,3.0,13.0,23.0,
153,Colgate,2025,10,Annie Lake,Annie Lake,Lake,Annie,Jr,B,,,17.0,17.0,,12.0,,,3.0,,2.0,2.0,1.0,3.0
153,Colgate,2025,15,Lauren Widdowson,Lauren Widdowson,Widdowson,Lauren,Jr,M,,,16.0,15.0,2.0,8.0,,,3.0,,5.0,9.0,9.0,
153,Colgate,2025,28,Abby Williams,Abby Williams,Williams,Abby,Jr,B,,,2.0,2.0,1.0,,,,,,,2.0,2.0,
153,Colgate,2025,23,Grace Schmelzinger,Grace Schmelzinger,Schmelzinger,Grace,Sr,M,,,17.0,17.0,1.0,13.0,,1.0,,,1.0,3.0,36.0,
153,Colgate,2025,17,Ahria Dhillon,Ahria Dhillon,Dhillon,Ahria,Sr,B,,,17.0,17.0,,7.0,,,,,3.0,3.0,26.0,
153,Colgate,2025,24,Hannah Marcotrigiano,Hannah Marcotrigiano,Marcotrigiano,Hannah,Sr,F,,,17.0,17.0,1.0,7.0,,,1.0,,,2.0,4.0,
153,Colgate,2025,19,Kate Rose,Kate Rose,Rose,Kate,So,M,,,15.0,0.0,,2.0,,,,,,0.0,5.0,
153,Colgate,2025,5,Katie Convey,Katie Convey,Convey,Katie,Sr,F,,,12.0,1.0,,1.0,,,,,,0.0,1.0,
153,Colgate,2025,7,Alli Troth,Alli Troth,Troth,Alli,Jr,F,,,16.0,0.0,,1.0,,,,,,0.0,4.0,
153,Colgate,2025,4,Anna Lochhead,Anna Lochhead,Lochhead,Anna,Sr,M,,,17.0,17.0,1.0,10.0,,,1.0,,2.0,4.0,4.0,1.0
153,Colgate,2025,8,Morgan Willis,Morgan Willis,Willis,Morgan,Jr,F,,,17.0,16.0,10.0,13.0,,,,,1.0,21.0,32.0,
153,Colgate,2025,20,Elicia Bikhazi-Green,Elicia Bikhazi-Green,Bikhazi-Green,Elicia,Fr,M,,,16.0,0.0,1.0,3.0,,,,,,2.0,3.0,
153,Colgate,2025,25,Elizabeth Rogers,Elizabeth Rogers,Rogers,Elizabeth,Fr,M,,,17.0,14.0,,11.0,,,,,,0.0,3.0,
153,Colgate,2025,29,Ava Poliafico,Ava Poliafico,Poliafico,Ava,Fr,M,,,12.0,0.0,,2.0,,,,,,0.0,1.0,
153,Colgate,2025,9,Minah Cho,Minah Cho,Cho,Minah,Fr,F,,,11.0,0.0,1.0,1.0,,,,,,2.0,1.0,
158,Columbia,2025,20,Ashley Kim,Ashley Kim,Kim,Ashley,So,F,,,15.0,4.0,3.0,,,,,,1.0,7.0,8.0,
158,Columbia,2025,2,Madison Kim,Madison Kim,Kim,Madison,Jr,M,,,11.0,10.0,,,,,,,,0.0,1.0,
158,Columbia,2025,11,Delfina Gonzalez Lobo,Delfina Gonzalez Lobo,Lobo,Delfina,Jr,M,,,15.0,15.0,3.0,,,,,,2.0,8.0,4.0,
158,Columbia,2025,7,Lizzie Adams,Lizzie Adams,Adams,Lizzie,So,F,,,15.0,14.0,5.0,,,,,,,10.0,16.0,6.0
158,Columbia,2025,17,Mckenzie Bloom,Mckenzie Bloom,Bloom,Mckenzie,Jr,F,,,15.0,15.0,1.0,,,,5.0,,4.0,6.0,10.0,
158,Columbia,2025,8,Jacinta Solari Etcheberry,Jacinta Solari Etcheberry,Etcheberry,Jacinta,So,F,,,15.0,15.0,6.0,,,,,,5.0,17.0,36.0,
158,Columbia,2025,15,Nicole Campolattaro,Nicole Campolattaro,Campolattaro,Nicole,So,F,,,15.0,5.0,1.0,,,,,,2.0,4.0,12.0,
158,Columbia,2025,12,Sophia Abate,Sophia Abate,Abate,Sophia,Sr,F,,,15.0,14.0,3.0,,,1.0,1.0,,5.0,11.0,14.0,
158,Columbia,2025,5,Samantha Petrucco,Samantha Petrucco,Petrucco,Samantha,Sr,M,,,15.0,15.0,,,,1.0,1.0,,1.0,1.0,3.0,
158,Columbia,2025,3,Emma Reilly,Emma Reilly,Reilly,Emma,Jr,M,,,12.0,12.0,,,,,1.0,,,0.0,,
158,Columbia,2025,6,Augustina Solari Etcheberry,Augustina Solari Etcheberry,Etcheberry,Augustina,Fr,B,,,11.0,10.0,1.0,,,,,,,2.0,13.0,1.0
158,Columbia,2025,14,Izzy Kaczor,Izzy Kaczor,Kaczor,Izzy,Fr,F,,,15.0,13.0,5.0,,,1.0,4.0,,,10.0,12.0,
158,Columbia,2025,22,Maya Raphael,Maya Raphael,Raphael,Maya,Fr,B,,,15.0,6.0,1.0,,,,,,,2.0,1.0,
158,Columbia,2025,4,Sophie Green,Sophie Green,Green,Sophie,Fr,F,,,2.0,0.0,,,,,1.0,,,0.0,,
167,Cornell,2025,7,Grace Leahy,Grace Leahy,Leahy,Grace,Sr,M,,,15.0,15.0,2.0,,,2.0,3.0,,,4.0,17.0,
167,Cornell,2025,17,Jenna Villeneuve,Jenna Villeneuve,Villeneuve,Jenna,Sr,M,,,14.0,1.0,1.0,,,,,,1.0,3.0,4.0,
167,Cornell,2025,5,Georgia Kelly,Georgia Kelly,Kelly,Georgia,Sr,M,,,15.0,12.0,,,,1.0,,,1.0,1.0,25.0,
167,Cornell,2025,27,Sarah Burns,Sarah Burns,Burns,Sarah,Jr,B,,,4.0,0.0,,,,,1.0,,,0.0,,
167,Cornell,2025,2,Olivia Weir,Olivia Weir,Weir,Olivia,Jr,M,,,14.0,1.0,1.0,,,,,,,2.0,14.0,
167,Cornell,2025,28,Uma Kading,Uma Kading,Kading,Uma,So,F,,,14.0,13.0,11.0,,,1.0,4.0,,5.0,27.0,67.0,
167,Cornell,2025,3,Emma Poplyk,Emma Poplyk,Poplyk,Emma,Jr,M,,,15.0,4.0,1.0,,,1.0,,,6.0,8.0,10.0,
167,Cornell,2025,23,Blake Wilks,Blake Wilks,Wilks,Blake,So,F,,,12.0,8.0,3.0,,,,1.0,,,6.0,10.0,
167,Cornell,2025,20,Julia Ramsey,Julia Ramsey,Ramsey,Julia,Jr,M,,,15.0,15.0,5.0,,,,,,14.0,24.0,21.0,
167,Cornell,2025,19,Delaney Keegan,Delaney Keegan,Keegan,Delaney,So,M,,,6.0,0.0,1.0,,,,,,,2.0,2.0,
167,Cornell,2025,12,Annabel Cheveley,Annabel Cheveley,Cheveley,Annabel,Jr,M,,,15.0,6.0,5.0,,,,,,3.0,13.0,31.0,
167,Cornell,2025,15,Vivienne Mueller,Vivienne Mueller,Mueller,Vivienne,Sr,B,,,15.0,9.0,4.0,,,,1.0,,3.0,11.0,19.0,
167,Cornell,2025,8,Ashley Plzak,Ashley Plzak,Plzak,Ashley,Jr,F,,,11.0,4.0,2.0,,,,,,2.0,6.0,14.0,
167,Cornell,2025,24,Chloe West,Chloe West,West,Chloe,Fr,B,,,15.0,14.0,2.0,,,,,,1.0,5.0,15.0,
167,Cornell,2025,9,Colomba Infante,Colomba Infante,Infante,Colomba,Fr,M,,,15.0,14.0,,,,,,,2.0,2.0,21.0,
167,Cornell,2025,21,Sophia Grimm,Sophia Grimm,Grimm,Sophia,Fr,B,,,15.0,13.0,,,,,,,,0.0,2.0,
167,Cornell,2025,4,Shea Larkee,Shea Larkee,Larkee,Shea,Fr,M,,,3.0,0.0,,,,,,,,0.0,2.0,
167,Cornell,2025,26,Stella Thibeault,Stella Thibeault,Thibeault,Stella,Fr,M,,,8.0,1.0,1.0,,,,,,,2.0,3.0,
167,Cornell,2025,6,Rease Coleman,Rease Coleman,Coleman,Rease,Jr,B,,,15.0,14.0,,,,2.0,3.0,,6.0,6.0,9.0,
167,Cornell,2025,16,Emmy Horner,Emmy Horner,Horner,Emmy,Fr,M,,,15.0,6.0,1.0,,,,4.0,,1.0,3.0,4.0,
167,Cornell,2025,11,Ella Kaplan,Ella Kaplan,Kaplan,Ella,Fr,F,,,11.0,0.0,1.0,,,,1.0,,,2.0,5.0,
172,Dartmouth,2025,5,Ally Brosie,Ally Brosie,Brosie,Ally,So,F,,,16.0,4.0,1.0,5.0,,,,,,2.0,3.0,
172,Dartmouth,2025,11,Katherina Cohen,Katherina Cohen,Cohen,Katherina,So,B,,,14.0,3.0,1.0,4.0,,,1.0,,,2.0,1.0,2.0
172,Dartmouth,2025,2,Raina Johns,Raina Johns,Johns,Raina,Jr,M,,,16.0,16.0,,8.0,,,2.0,,,0.0,1.0,
172,Dartmouth,2025,17,Lucia Campaño,Lucia Campaño,Campaño,Lucia,Jr,M,,,14.0,14.0,5.0,,,2.0,,,1.0,11.0,16.0,1.0
172,Dartmouth,2025,8,Amelie Luessmann,Amelie Luessmann,Luessmann,Amelie,So,F,,,16.0,14.0,5.0,4.0,,1.0,1.0,,1.0,11.0,18.0,
172,Dartmouth,2025,21,Zoe Schaffer,Zoe Schaffer,Schaffer,Zoe,Sr,F,,,14.0,12.0,1.0,4.0,,,,,2.0,4.0,10.0,
172,Dartmouth,2025,12,Olivia Galiotos,Olivia Galiotos,Galiotos,Olivia,Sr,B,,,16.0,16.0,3.0,5.0,,,2.0,,3.0,9.0,20.0,
172,Dartmouth,2025,7,Riley Dumigan,Riley Dumigan,Dumigan,Riley,Jr,F,,,16.0,16.0,1.0,1.0,,,1.0,,3.0,5.0,12.0,
172,Dartmouth,2025,28,Florentina Terra,Florentina Terra,Terra,Florentina,Sr,M,,,16.0,14.0,,3.0,,,1.0,,1.0,1.0,,1.0
172,Dartmouth,2025,20,Ruby Walsh,Ruby Walsh,Walsh,Ruby,So,B,,,16.0,16.0,1.0,1.0,,,,,,2.0,9.0,7.0
172,Dartmouth,2025,14,Ella Bowman,Ella Bowman,Bowman,Ella,Jr,B,,,16.0,15.0,5.0,4.0,,,2.0,,4.0,14.0,35.0,1.0
172,Dartmouth,2025,4,Gemma Franco,Gemma Franco,Franco,Gemma,Fr,F,,,16.0,5.0,1.0,5.0,,,2.0,,,2.0,8.0,
172,Dartmouth,2025,6,Lilly Venezia,Lilly Venezia,Venezia,Lilly,Fr,F,,,13.0,0.0,,2.0,,,,,,0.0,1.0,
172,Dartmouth,2025,9,Georgia Thornton,Georgia Thornton,Thornton,Georgia,Fr,M,,,15.0,0.0,,3.0,,1.0,1.0,,2.0,2.0,8.0,
172,Dartmouth,2025,18,Madeline Windsor,Madeline Windsor,Windsor,Madeline,Fr,M,,,15.0,0.0,,,,,,,,0.0,1.0,
172,Dartmouth,2025,23,Ava Russo,Ava Russo,Russo,Ava,Fr,B,,,11.0,11.0,,,,,,,,0.0,1.0,
173,Davidson,2025,22,Hallie Slidell,Hallie Slidell,Slidell,Hallie,So,M,,,19.0,2.0,1.0,,,,,,2.0,4.0,5.0,
173,Davidson,2025,8,Sib Naaktgeboren,Sib Naaktgeboren,Naaktgeboren,Sib,Sr,M,,,19.0,19.0,21.0,,,,1.0,,6.0,48.0,100.0,
173,Davidson,2025,13,Emily Najarian,Emily Najarian,Najarian,Emily,So,F,,,15.0,0.0,,,,,,,,0.0,3.0,
173,Davidson,2025,1,Ava Mickel,Ava Mickel,Mickel,Ava,Jr,F,,,19.0,19.0,3.0,,,,,,2.0,8.0,24.0,
173,Davidson,2025,30,Matilda Collins,Matilda Collins,Collins,Matilda,Jr,B,,,19.0,19.0,5.0,,,,3.0,,,10.0,44.0,2.0
173,Davidson,2025,10,Brennan Bazant,Brennan Bazant,Bazant,Brennan,Sr,B,,,10.0,1.0,,,,,,,,0.0,1.0,
173,Davidson,2025,15,Hannah Merritt,Hannah Merritt,Merritt,Hannah,Sr,M,,,15.0,13.0,4.0,,,,,,2.0,10.0,26.0,
173,Davidson,2025,11,Celie Constantine,Celie Constantine,Constantine,Celie,Sr,M,,,19.0,19.0,2.0,,,,5.0,,9.0,13.0,17.0,
173,Davidson,2025,19,Sarah Grace Clifton,Sarah Grace Clifton,Clifton,Sarah,Sr,M,,,19.0,12.0,,,,2.0,1.0,,1.0,1.0,5.0,
173,Davidson,2025,16,Liv Goeke,Liv Goeke,Goeke,Liv,Jr,M,,,19.0,19.0,,,,,,,1.0,1.0,4.0,3.0
173,Davidson,2025,25,Emma Datch,Emma Datch,Datch,Emma,So,M,,,19.0,11.0,,,,,,,,0.0,2.0,
173,Davidson,2025,12,Emelia Little,Emelia Little,Little,Emelia,Sr,F,,,19.0,19.0,2.0,,,,2.0,,1.0,5.0,8.0,
173,Davidson,2025,9,Eva van der Kooi,Eva van der Kooi,Kooi,Eva,So,M,,,19.0,16.0,4.0,,,,1.0,,4.0,12.0,16.0,
173,Davidson,2025,2,Eliza Agan,Eliza Agan,Agan,Eliza,Fr,M,,,15.0,0.0,,,,,1.0,,,0.0,2.0,
173,Davidson,2025,20,Lourdes Greta Dorothea Wolf,Lourdes Greta Dorothea Wolf,Wolf,Lourdes,Fr,F,,,19.0,18.0,5.0,,,2.0,5.0,,2.0,12.0,29.0,
173,Davidson,2025,5,Emilia Ostos,Emilia Ostos,Ostos,Emilia,Fr,F,,,18.0,1.0,2.0,,,,2.0,,,4.0,11.0,
180,Delaware,2025,22,Noelle Sabbagh,Noelle Sabbagh,Sabbagh,Noelle,Sr,F,,,18.0,18.0,2.0,,,1.0,,,2.0,6.0,24.0,
180,Delaware,2025,17,Kate Fiest,Kate Fiest,Fiest,Kate,Jr,M,,,18.0,18.0,5.0,,,1.0,,,8.0,18.0,18.0,
180,Delaware,2025,3,Rachael Whitehead,Rachael Whitehead,Whitehead,Rachael,Jr,M,,,18.0,18.0,3.0,,,,1.0,,3.0,9.0,14.0,
180,Delaware,2025,15,Sarah Rigual,Sarah Rigual,Rigual,Sarah,Jr,M,,,18.0,18.0,3.0,,,,,,7.0,13.0,15.0,
180,Delaware,2025,6,Tetje Williamson,Tetje Williamson,Williamson,Tetje,Jr,B,,,16.0,2.0,,,,,,,,0.0,,2.0
180,Delaware,2025,1,Lily Cosner,Lily Cosner,Cosner,Lily,So,M,,,18.0,8.0,1.0,,,,,,1.0,3.0,2.0,3.0
180,Delaware,2025,8,Iris Bekker,Iris Bekker,Bekker,Iris,Jr,B,,,18.0,18.0,8.0,,,,1.0,,4.0,20.0,53.0,1.0
180,Delaware,2025,2,Emma Miller,Emma Miller,Miller,Emma,Sr,M,,,18.0,14.0,3.0,,,1.0,,,1.0,7.0,21.0,
180,Delaware,2025,24,Kathryn Clarke,Kathryn Clarke,Clarke,Kathryn,Fr,M,,,18.0,10.0,,,,1.0,1.0,,2.0,2.0,7.0,
180,Delaware,2025,10,Ella Cellini,Ella Cellini,Cellini,Ella,Fr,M,,,18.0,0.0,,,,,,,1.0,1.0,5.0,
180,Delaware,2025,5,Amanda Rattay,Amanda Rattay,Rattay,Amanda,Fr,F,,,18.0,4.0,2.0,,,,,,,4.0,6.0,
180,Delaware,2025,7,Linde van Leeuwen,Linde van Leeuwen,Leeuwen,Linde,So,B,,,18.0,17.0,2.0,,,,,,2.0,6.0,16.0,1.0
180,Delaware,2025,18,Livia van 't Hek,Livia van 't Hek,Hek,Livia,Fr,F,,,17.0,2.0,5.0,,,,,,1.0,11.0,18.0,
180,Delaware,2025,14,Brynn String,Brynn String,String,Brynn,Fr,M,,,16.0,0.0,,,,,,,,0.0,1.0,
180,Delaware,2025,21,Alexa Michielsen,Alexa Michielsen,Michielsen,Alexa,Sr,F,,,18.0,17.0,6.0,,,2.0,1.0,,2.0,14.0,29.0,
191,Drexel,2025,2,Maya Williams,Maya Williams,Williams,Maya,So,F,,,8.0,0.0,1.0,1.0,,,,,,2.0,1.0,
191,Drexel,2025,11,Marti Sanabria,Marti Sanabria,Sanabria,Marti,Sr,F,,,21.0,21.0,1.0,2.0,,,1.0,,4.0,6.0,13.0,
191,Drexel,2025,30,Sadie Schultz,Sadie Schultz,Schultz,Sadie,So,M,,,21.0,13.0,2.0,1.0,,,,,,4.0,10.0,
191,Drexel,2025,33,Lily Haag,Lily Haag,Haag,Lily,Jr,M,,,20.0,2.0,2.0,,,,2.0,,,4.0,11.0,
191,Drexel,2025,13,Natali Foster,Natali Foster,Foster,Natali,Sr,F,,,21.0,21.0,7.0,3.0,,1.0,1.0,,4.0,18.0,39.0,
191,Drexel,2025,5,Paige Hoyer,Paige Hoyer,Hoyer,Paige,Jr,F,,,14.0,3.0,,,,,,,,0.0,2.0,
191,Drexel,2025,3,Val Van Hellemont,Val Van Hellemont,Hellemont,Val,Jr,M,,,21.0,21.0,8.0,5.0,,1.0,1.0,,12.0,28.0,37.0,
191,Drexel,2025,1,Ryan Hickey,Ryan Hickey,Hickey,Ryan,Sr,M,,,19.0,4.0,2.0,1.0,,,,,,4.0,16.0,
191,Drexel,2025,14,Phebe Herlocher,Phebe Herlocher,Herlocher,Phebe,Sr,B,,,4.0,1.0,,,,,,,,0.0,1.0,
191,Drexel,2025,21,Anna Castaldo,Anna Castaldo,Castaldo,Anna,Sr,M,,,21.0,21.0,6.0,1.0,,1.0,7.0,,1.0,13.0,45.0,
191,Drexel,2025,8,Lauren Kushma,Lauren Kushma,Kushma,Lauren,Fr,M,,,15.0,0.0,,1.0,,,,,1.0,1.0,3.0,
191,Drexel,2025,15,Nicole Enslin,Nicole Enslin,Enslin,Nicole,Jr,B,,,19.0,13.0,1.0,1.0,,,,,,2.0,1.0,
191,Drexel,2025,24,Pili Lemoine,Pili Lemoine,Lemoine,Pili,So,M,,,21.0,21.0,8.0,2.0,,,,,10.0,26.0,44.0,
191,Drexel,2025,29,Anna Getty,Anna Getty,Getty,Anna,Sr,B,,,21.0,21.0,1.0,1.0,,,,,1.0,3.0,2.0,
191,Drexel,2025,6,Florienne Bosdijk,Florienne Bosdijk,Bosdijk,Florienne,Fr,M,,,21.0,18.0,1.0,1.0,,1.0,1.0,,,2.0,4.0,
191,Drexel,2025,20,Kylah Kelly,Kylah Kelly,Kelly,Kylah,Fr,B,,,11.0,7.0,,,,1.0,,,,0.0,,
191,Drexel,2025,10,Fleur Hamers,Fleur Hamers,Hamers,Fleur,Fr,F,,,21.0,21.0,4.0,1.0,,2.0,3.0,,5.0,13.0,67.0,
193,Duke,2025,3,Juliette Schulten,Juliette Schulten,Schulten,Juliette,Fr,B,,,21.0,21.0,1.0,,,,4.0,,1.0,3.0,10.0,1.0
193,Duke,2025,8,Juliette Gatsonides,Juliette Gatsonides,Gatsonides,Juliette,Fr,M,,,9.0,0.0,,,,,,,,0.0,1.0,
193,Duke,2025,11,Lily Soldan,Lily Soldan,Soldan,Lily,Fr,F,,,7.0,0.0,1.0,,,,,,,2.0,1.0,
193,Duke,2025,10,Shae Wozniak,Shae Wozniak,Wozniak,Shae,Fr,M,,,14.0,7.0,4.0,,,,1.0,,1.0,9.0,11.0,
193,Duke,2025,33,Ava Cickavage,Ava Cickavage,Cickavage,Ava,Sr,M,,,21.0,21.0,,,,,1.0,,,0.0,3.0,
193,Duke,2025,9,Sofia Fidalgo Schioppa,Sofia Fidalgo Schioppa,Schioppa,Sofia,Fr,M,,,21.0,18.0,2.0,,,,,,,4.0,5.0,
193,Duke,2025,24,Issy Carey,Issy Carey,Carey,Issy,Sr,F,,,16.0,0.0,1.0,,,,2.0,,,2.0,5.0,
193,Duke,2025,7,Kyle Massey,Kyle Massey,Massey,Kyle,Jr,F,,,21.0,0.0,1.0,,,,1.0,,1.0,3.0,12.0,
193,Duke,2025,13,Ashley Stockdale,Ashley Stockdale,Stockdale,Ashley,So,M,,,21.0,21.0,4.0,,,2.0,3.0,,1.0,9.0,13.0,
193,Duke,2025,27,Sophia Miller,Sophia Miller,Miller,Sophia,Jr,M,,,20.0,1.0,,,,,1.0,,,0.0,,1.0
193,Duke,2025,4,Reagan Ciabattoni,Reagan Ciabattoni,Ciabattoni,Reagan,Sr,M,,,6.0,0.0,1.0,,,,,,,2.0,1.0,
193,Duke,2025,6,Macy Szukics,Macy Szukics,Szukics,Macy,Sr,M,,,21.0,21.0,3.0,,,,,,6.0,12.0,35.0,
193,Duke,2025,34,Brynn Crouse,Brynn Crouse,Crouse,Brynn,Sr,F,,,21.0,0.0,,,,,,,1.0,1.0,9.0,
193,Duke,2025,14,Alaina McVeigh,Alaina McVeigh,McVeigh,Alaina,Sr,F,,,21.0,21.0,15.0,,,,,,9.0,39.0,68.0,
193,Duke,2025,21,Paige Bitting,Paige Bitting,Bitting,Paige,Sr,M,,,21.0,21.0,,,,,1.0,,2.0,2.0,2.0,
193,Duke,2025,18,Julia Boehringer,Julia Boehringer,Boehringer,Julia,So,F,,,21.0,21.0,10.0,,,,4.0,,5.0,25.0,38.0,
193,Duke,2025,2,Madison Beach,Madison Beach,Beach,Madison,So,F,,,21.0,21.0,3.0,,,1.0,4.0,,12.0,18.0,20.0,
193,Duke,2025,12,Maggie Kondrath,Maggie Kondrath,Kondrath,Maggie,Jr,F,,,20.0,13.0,4.0,,,,1.0,,3.0,11.0,13.0,
220,Fairfield,2025,3,Rory Saxon,Rory Saxon,Saxon,Rory,Fr,F,,,3.0,0.0,,1.0,,,,,,0.0,1.0,
220,Fairfield,2025,11,Alyse Wanchisen,Alyse Wanchisen,Wanchisen,Alyse,Fr,M,,,18.0,0.0,,2.0,,,,,2.0,2.0,8.0,
220,Fairfield,2025,9,Margaret Dowd,Margaret Dowd,Dowd,Margaret,Fr,M,,,5.0,1.0,,1.0,,,,,,0.0,,
220,Fairfield,2025,4,Alex Jordon,Alex Jordon,Jordon,Alex,Fr,B,,,16.0,0.0,2.0,,,,,,1.0,5.0,4.0,
220,Fairfield,2025,2,Amanda Dressel,Amanda Dressel,Dressel,Amanda,So,F,,,18.0,0.0,3.0,4.0,,,2.0,,,6.0,10.0,
220,Fairfield,2025,18,Kaelyn Fogelson,Kaelyn Fogelson,Fogelson,Kaelyn,Fr,F,,,22.0,17.0,8.0,6.0,,,2.0,,3.0,19.0,20.0,
220,Fairfield,2025,21,Alice Pifferi,Alice Pifferi,Pifferi,Alice,Sr,M,,,22.0,22.0,2.0,3.0,,,,,10.0,14.0,5.0,
220,Fairfield,2025,24,Courtland Schumacher,Courtland Schumacher,Schumacher,Courtland,Jr,F,,,22.0,21.0,2.0,2.0,,,2.0,,5.0,9.0,11.0,
220,Fairfield,2025,1,Alex Senior,Alex Senior,Senior,Alex,Sr,F,,,22.0,21.0,10.0,2.0,,,2.0,,5.0,25.0,60.0,
220,Fairfield,2025,22,Beatrice Loevenich,Beatrice Loevenich,Loevenich,Beatrice,So,F,,,12.0,0.0,,2.0,,,,,,0.0,1.0,
220,Fairfield,2025,14,Catherine Fitzgerald,Catherine Fitzgerald,Fitzgerald,Catherine,Jr,B,,,20.0,20.0,2.0,,,1.0,,,,4.0,20.0,
220,Fairfield,2025,19,Pilar Mengotti,Pilar Mengotti,Mengotti,Pilar,Sr,B,,,22.0,21.0,10.0,4.0,,1.0,2.0,,6.0,26.0,73.0,3.0
220,Fairfield,2025,6,Autumn BARTUSH,Autumn BARTUSH,BARTUSH,Autumn,Sr,M,,,22.0,8.0,3.0,1.0,,,,,,6.0,22.0,
220,Fairfield,2025,8,Grace CAMERA,Grace CAMERA,CAMERA,Grace,So,F,,,2.0,0.0,,,,,,,,0.0,1.0,
220,Fairfield,2025,10,Camille PERLOV,Camille PERLOV,PERLOV,Camille,So,F,,,22.0,22.0,8.0,7.0,,1.0,2.0,,3.0,19.0,41.0,
220,Fairfield,2025,13,Kylie CORCORAN,Kylie CORCORAN,CORCORAN,Kylie,So,M,,,22.0,2.0,2.0,5.0,,1.0,3.0,,1.0,5.0,17.0,
220,Fairfield,2025,17,Konni Hofmann,Konni Hofmann,Hofmann,Konni,Sr,F,,,22.0,16.0,12.0,7.0,,,1.0,,5.0,29.0,65.0,
220,Fairfield,2025,16,Catalina Ness,Catalina Ness,Ness,Catalina,Jr,F,,,21.0,17.0,1.0,3.0,,,1.0,,6.0,8.0,33.0,
220,Fairfield,2025,5,Rylee LaLoup,Rylee LaLoup,LaLoup,Rylee,Sr,F,,,22.0,4.0,9.0,6.0,,,3.0,,3.0,21.0,31.0,
220,Fairfield,2025,12,Noor Hellemans,Noor Hellemans,Hellemans,Noor,Jr,M,,,21.0,21.0,2.0,2.0,,,1.0,,7.0,11.0,17.0,
251,Georgetown,2025,21,Kate McManaman,Kate McManaman,McManaman,Kate,So,M,,,9.0,0.0,,,,,,,,0.0,1.0,
251,Georgetown,2025,9,Julia Hall,Julia Hall,Hall,Julia,Sr,F,,,17.0,0.0,,,,,,,,0.0,1.0,
251,Georgetown,2025,15,Caroline Suko,Caroline Suko,Suko,Caroline,Jr,M,,,15.0,0.0,2.0,,,,,,,4.0,4.0,
251,Georgetown,2025,20,Izzy Lee,Izzy Lee,Lee,Izzy,Jr,M,,,15.0,15.0,3.0,,,,1.0,,1.0,7.0,5.0,
251,Georgetown,2025,6,Riley Fitzgerald,Riley Fitzgerald,Fitzgerald,Riley,So,F,,,17.0,17.0,4.0,,,2.0,7.0,,1.0,9.0,23.0,
251,Georgetown,2025,7,Elena Perez Alejandro,Elena Perez Alejandro,Alejandro,Elena,Jr,M,,,17.0,17.0,1.0,,,1.0,3.0,,4.0,6.0,22.0,
251,Georgetown,2025,5,Colleen Maloney,Colleen Maloney,Maloney,Colleen,So,M,,,17.0,9.0,,,,,1.0,,1.0,1.0,,
