ncaa_id,team,season,jersey,full_name,roster_name,last_name,first_name,yr,pos,feet,inches,gp,gs,goals,fouls,rc,yc,gc,player_ncaa_id,ast,pts,shatt,dsv
23,American,2025,1,Jordan Reicher,Jordan Reicher,Reicher,Jordan,Jr,F,,,18.0,18.0,13.0,,,,4.0,,1.0,27.0,51.0,
23,American,2025,26,Emma Guydish,Emma Guydish,Guydish,Emma,Jr,F,,,15.0,0.0,,,,,,,,0.0,6.0,
23,American,2025,4,Sophie Willemse,Sophie Willemse,Willemse,Sophie,Jr,B,,,18.0,18.0,5.0,,,2.0,4.0,,6.0,16.0,26.0,
23,American,2025,12,Kylie Briggs,Kylie Briggs,Briggs,Kylie,So,M,,,16.0,0.0,,,,1.0,,,,0.0,3.0,
27,App State,2025,20,Samantha Connors,Samantha Connors,Connors,Samantha,Sr,M,,,20.0,20.0,2.0,,,,,,2.0,6.0,12.0,2.0
27,App State,2025,8,Frederique Grimbergen,Frederique Grimbergen,Grimbergen,Frederique,So,M,,,20.0,20.0,8.0,,,,,,3.0,19.0,19.0,
27,App State,2025,24,Sophia Baxter,Sophia Baxter,Baxter,Sophia,Jr,M,,,20.0,20.0,14.0,,,,,,2.0,30.0,47.0,3.0
27,App State,2025,11,Henriette Stegen,Henriette Stegen,Stegen,Henriette,Sr,F,,,18.0,5.0,3.0,,,,2.0,,4.0,10.0,22.0,
27,App State,2025,7,Sarah Callery,Sarah Callery,Callery,Sarah,Sr,B,,,15.0,3.0,3.0,,,,,,1.0,7.0,8.0,
27,App State,2025,4,Baylie Phillips,Baylie Phillips,Phillips,Baylie,So,M,,,20.0,1.0,4.0,,,,,,,8.0,9.0,
27,App State,2025,33,Lise Boekaar,Lise Boekaar,Boekaar,Lise,Sr,M,,,20.0,20.0,13.0,,,,1.0,,19.0,45.0,75.0,
27,App State,2025,16,Kassie Paul,Kassie Paul,Paul,Kassie,Jr,M,,,20.0,19.0,2.0,,,,,,2.0,6.0,17.0,
27,App State,2025,22,Hadley Kuzmicky,Hadley Kuzmicky,Kuzmicky,Hadley,Sr,F,,,19.0,15.0,10.0,,,,2.0,,5.0,25.0,32.0,
27,App State,2025,1,Bridget Donovan,Bridget Donovan,Donovan,Bridget,Sr,F,,,19.0,19.0,1.0,,,,,,5.0,7.0,11.0,
27,App State,2025,34,Calista Schwartz,Calista Schwartz,Schwartz,Calista,Jr,B,,,20.0,18.0,,,,1.0,,,3.0,3.0,10.0,
27,App State,2025,2,Emma Livingston,Emma Livingston,Livingston,Emma,Fr,M,,,8.0,0.0,,,,,,,,0.0,1.0,
27,App State,2025,5,Kate Richardson,Kate Richardson,Richardson,Kate,Sr,F,,,20.0,20.0,8.0,,,,1.0,,3.0,19.0,30.0,
27,App State,2025,12,Carlotta Fabian,Carlotta Fabian,Fabian,Carlotta,Fr,F,,,18.0,0.0,,,,,,,1.0,1.0,11.0,
27,App State,2025,10,Sarah Perkins,Sarah Perkins,Perkins,Sarah,Sr,M,,,20.0,20.0,1.0,,,,2.0,,3.0,5.0,10.0,1.0
27,App State,2025,44,Claire Grenis,Claire Grenis,Grenis,Claire,Sr,GK,,,20.0,20.0,,,,,,,,0.0,1.0,
47,Ball St.,2025,14,Lois van Wijk,Lois van Wijk,Wijk,Lois,Fr,,,,16.0,10.0,,,,,,,,0.0,2.0,
47,Ball St.,2025,20,Braiden Scheffler,Braiden Scheffler,Scheffler,Braiden,Fr,,,,19.0,0.0,,,,,,,1.0,1.0,3.0,
47,Ball St.,2025,3,Riley Hannick,Riley Hannick,Hannick,Riley,Fr,,,,17.0,0.0,,,,,,,,0.0,4.0,
47,Ball St.,2025,5,Jade Vandevoorde,Jade Vandevoorde,Vandevoorde,Jade,Fr,,,,19.0,19.0,3.0,,,,,,4.0,10.0,22.0,
47,Ball St.,2025,4,Emily Kate Covert,Emily Kate Covert,Covert,Emily,So,,,,19.0,15.0,,,,,,,3.0,3.0,18.0,
47,Ball St.,2025,19,Jemimah Kriechelberg,Jemimah Kriechelberg,Kriechelberg,Jemimah,Jr,,,,19.0,1.0,,,,,,,,0.0,5.0,
47,Ball St.,2025,13,Lauren LEWIS,Lauren LEWIS,LEWIS,Lauren,So,B,,,19.0,18.0,,,,,1.0,,,0.0,,
47,Ball St.,2025,7,Emma van Hal,Emma van Hal,Hal,Emma,Sr,,,,19.0,19.0,1.0,,,,2.0,,2.0,4.0,45.0,1.0
47,Ball St.,2025,11,Julia VERRATTI,Julia VERRATTI,VERRATTI,Julia,Jr,,,,19.0,18.0,7.0,,,,1.0,,2.0,16.0,17.0,
47,Ball St.,2025,8,Grace CLOKIE,Grace CLOKIE,CLOKIE,Grace,Sr,,,,19.0,18.0,2.0,,,1.0,1.0,,,4.0,18.0,
47,Ball St.,2025,16,Ellie FRANCOIS,Ellie FRANCOIS,FRANCOIS,Ellie,Jr,,,,19.0,10.0,2.0,,,,1.0,,2.0,6.0,7.0,
47,Ball St.,2025,15,Reagan KUNKLE,Reagan KUNKLE,KUNKLE,Reagan,Jr,,,,16.0,0.0,1.0,,,,,,1.0,3.0,8.0,
47,Ball St.,2025,10,Emalene HARTER,Emalene HARTER,HARTER,Emalene,So,,,,19.0,0.0,,,,,,,,0.0,3.0,
47,Ball St.,2025,2,Maddie Summit,Maddie Summit,Summit,Maddie,Sr,,,,19.0,2.0,1.0,,,,,,,2.0,6.0,
47,Ball St.,2025,18,Jessica ROCHAT,Jessica ROCHAT,ROCHAT,Jessica,Sr,B,,,19.0,19.0,2.0,,,,2.0,,2.0,6.0,21.0,1.0
47,Ball St.,2025,9,Caity MCGOUGH,Caity MCGOUGH,MCGOUGH,Caity,Jr,,,,19.0,19.0,,,,,1.0,,,0.0,1.0,1.0
47,Ball St.,2025,26,Christine DITIZIO,Christine DITIZIO,DITIZIO,Christine,Sr,,,,19.0,19.0,,,,1.0,2.0,,,0.0,17.0,
47,Ball St.,2025,6,Caroline MASSEY,Caroline MASSEY,MASSEY,Caroline,Fr,,,,19.0,0.0,,,,,,,,0.0,1.0,
52,Bellarmine,2025,12,Mira Alcorn,Mira Alcorn,Alcorn,Mira,Fr,M,,,18.0,3.0,,,,1.0,,,,0.0,2.0,
52,Bellarmine,2025,6,Anne McCarthy,Anne McCarthy,McCarthy,Anne,Fr,F,,,18.0,11.0,,,,,,,,0.0,2.0,
52,Bellarmine,2025,15,Madison Patton,Madison Patton,Patton,Madison,Fr,F,,,18.0,17.0,2.0,,,,1.0,,,4.0,9.0,
52,Bellarmine,2025,21,Cami Paris,Cami Paris,Paris,Cami,Fr,M,,,17.0,17.0,1.0,,,,1.0,,,2.0,12.0,
52,Bellarmine,2025,10,Lilli Vera,Lilli Vera,Vera,Lilli,Fr,F,,,15.0,0.0,,,,,1.0,,,0.0,2.0,
52,Bellarmine,2025,25,Emily Williams,Emily Williams,Williams,Emily,Sr,F,,,6.0,1.0,,,,,,,,0.0,1.0,
52,Bellarmine,2025,3,Maria Bonwell,Maria Bonwell,Bonwell,Maria,Sr,B,,,17.0,14.0,,,,,,,,0.0,,1.0
52,Bellarmine,2025,7,Dominique Hudson,Dominique Hudson,Hudson,Dominique,So,B,,,18.0,18.0,1.0,,,,,,,2.0,1.0,
52,Bellarmine,2025,8,Luna Tuncay,Luna Tuncay,Tuncay,Luna,So,M,,,18.0,17.0,2.0,,,,1.0,,,4.0,21.0,
52,Bellarmine,2025,27,Alicia Hudson,Alicia Hudson,Hudson,Alicia,Sr,M,,,16.0,16.0,1.0,,,,1.0,,3.0,5.0,16.0,
52,Bellarmine,2025,2,Reilly Casey,Reilly Casey,Casey,Reilly,Jr,B,,,16.0,10.0,,,,,1.0,,,0.0,,
52,Bellarmine,2025,24,Skylar Sokal,Skylar Sokal,Sokal,Skylar,So,B,,,8.0,3.0,,,,,,,,0.0,2.0,1.0
52,Bellarmine,2025,22,Annie Malloy,Annie Malloy,Malloy,Annie,So,B,,,15.0,5.0,,,,,,,,0.0,,1.0
52,Bellarmine,2025,11,Eve Gladys,Eve Gladys,Gladys,Eve,So,F,,,18.0,0.0,,,,,,,,0.0,2.0,
52,Bellarmine,2025,4,Brooke Buchanan,Brooke Buchanan,Buchanan,Brooke,Jr,M,,,17.0,10.0,,,,,,,4.0,4.0,3.0,
52,Bellarmine,2025,1,Mia Booth,Mia Booth,Booth,Mia,Jr,F,,,14.0,0.0,,,,,,,,0.0,1.0,
52,Bellarmine,2025,5,Anouk Richters,Anouk Richters,Richters,Anouk,So,F,,,18.0,18.0,2.0,,,1.0,1.0,,3.0,7.0,9.0,
67,Boston College,2025,23,Eva Kluskens,Eva Kluskens,Kluskens,Eva,Sr,M,,,16.0,16.0,1.0,,,1.0,2.0,,4.0,6.0,15.0,
67,Boston College,2025,5,Martina Giacchino,Martina Giacchino,Giacchino,Martina,Sr,M,,,16.0,16.0,,,,3.0,1.0,,4.0,4.0,12.0,2.0
67,Boston College,2025,2,Klara Mueffelmann,Klara Mueffelmann,Mueffelmann,Klara,Jr,F,,,16.0,15.0,1.0,,,2.0,1.0,,2.0,4.0,21.0,
67,Boston College,2025,4,Laila Rosenquest,Laila Rosenquest,Rosenquest,Laila,Jr,M,,,16.0,16.0,1.0,,,,1.0,,1.0,3.0,19.0,3.0
67,Boston College,2025,6,Madeline Leigh,Madeline Leigh,Leigh,Madeline,Jr,M,,,16.0,16.0,2.0,,,,,,3.0,7.0,27.0,
67,Boston College,2025,15,Maeve Seeger,Maeve Seeger,Seeger,Maeve,So,F,,,16.0,16.0,1.0,,,1.0,,,1.0,3.0,5.0,1.0
67,Boston College,2025,8,Maisy Ricciardelli,Maisy Ricciardelli,Ricciardelli,Maisy,So,F,,,16.0,0.0,,,,,1.0,,,0.0,3.0,
67,Boston College,2025,12,Mia Garber,Mia Garber,Garber,Mia,Sr,F,,,16.0,16.0,2.0,,,2.0,6.0,,,4.0,24.0,
67,Boston College,2025,16,Madelieve Drion,Madelieve Drion,Drion,Madelieve,Jr,M,,,16.0,16.0,5.0,,,1.0,3.0,,1.0,11.0,19.0,
67,Boston College,2025,1,Sophia Sisco,Sophia Sisco,Sisco,Sophia,Fr,M,,,16.0,4.0,1.0,,,,1.0,,,2.0,4.0,
67,Boston College,2025,3,Alexandra De Cain,Alexandra De Cain,Cain,Alexandra,Fr,M,,,16.0,16.0,4.0,,,,1.0,,2.0,10.0,23.0,
67,Boston College,2025,9,Caroline Chisholm,Caroline Chisholm,Chisholm,Caroline,Fr,F,,,16.0,11.0,2.0,,,1.0,3.0,,1.0,5.0,23.0,1.0
67,Boston College,2025,10,Lillian Pergola,Lillian Pergola,Pergola,Lillian,Fr,F,,,6.0,0.0,,,,,,,,0.0,2.0,
67,Boston College,2025,11,Kathryn Bock,Kathryn Bock,Bock,Kathryn,Fr,F,,,11.0,0.0,1.0,,,,,,,2.0,1.0,
67,Boston College,2025,7,Melea Weber,Melea Weber,Weber,Melea,So,F,,,16.0,1.0,4.0,,,,1.0,,,8.0,18.0,
67,Boston College,2025,18,Ava Meehan,Ava Meehan,Meehan,Ava,So,F,,,16.0,0.0,,,,1.0,,,,0.0,6.0,
68,Boston U.,2025,15,Molly Driscoll,Molly Driscoll,Driscoll,Molly,Fr,F,,,19.0,16.0,5.0,5.0,,1.0,,,4.0,14.0,18.0,
68,Boston U.,2025,7,Lucy Johnson,Lucy Johnson,Johnson,Lucy,Fr,F,,,19.0,2.0,,2.0,,1.0,,,,0.0,6.0,
68,Boston U.,2025,17,Delfi Coulo,Delfi Coulo,Coulo,Delfi,Fr,F,,,18.0,14.0,1.0,8.0,,1.0,3.0,,4.0,6.0,25.0,
68,Boston U.,2025,24,Rachel Turer,Rachel Turer,Turer,Rachel,Fr,B,,,18.0,17.0,1.0,3.0,,,,,1.0,3.0,12.0,2.0
68,Boston U.,2025,4,Olivia Hammer,Olivia Hammer,Hammer,Olivia,Jr,F,,,19.0,0.0,,3.0,,,1.0,,,0.0,3.0,
68,Boston U.,2025,20,Caroline O'Brien,Caroline O'Brien,O'Brien,Caroline,Sr,F,,,19.0,18.0,15.0,9.0,,,2.0,,7.0,37.0,64.0,2.0
68,Boston U.,2025,13,Kaitlyn Williams,Kaitlyn Williams,Williams,Kaitlyn,So,F,,,17.0,1.0,,,,,,,,0.0,4.0,
68,Boston U.,2025,9,Natalie Epperson,Natalie Epperson,Epperson,Natalie,Sr,F,,,17.0,1.0,1.0,3.0,,,3.0,,,2.0,8.0,
68,Boston U.,2025,18,Caitlin Wong,Caitlin Wong,Wong,Caitlin,So,M,,,18.0,0.0,,,,,,,,0.0,1.0,
68,Boston U.,2025,5,Megan Wetzel,Megan Wetzel,Wetzel,Megan,Sr,M,,,19.0,19.0,,4.0,,,1.0,,4.0,4.0,5.0,
68,Boston U.,2025,3,Bella Bergner,Bella Bergner,Bergner,Bella,Jr,M,,,19.0,3.0,1.0,6.0,,,2.0,,2.0,4.0,11.0,
68,Boston U.,2025,22,Alex Purcell,Alex Purcell,Purcell,Alex,Jr,B,,,17.0,16.0,,2.0,,,4.0,,2.0,2.0,20.0,
68,Boston U.,2025,6,Nicole Lauro,Nicole Lauro,Lauro,Nicole,Jr,M,,,19.0,18.0,6.0,5.0,,1.0,5.0,,,12.0,29.0,
68,Boston U.,2025,14,Maggie Driscoll,Maggie Driscoll,Driscoll,Maggie,Jr,M,,,19.0,19.0,2.0,6.0,,1.0,3.0,,4.0,8.0,15.0,5.0
68,Boston U.,2025,2,Mallory Hudson,Mallory Hudson,Hudson,Mallory,Fr,M,,,19.0,0.0,,2.0,,,,,,0.0,3.0,
68,Boston U.,2025,8,Celia Nocivelli,Celia Nocivelli,Nocivelli,Celia,Sr,B,,,14.0,2.0,,3.0,,,,,,0.0,,1.0
68,Boston U.,2025,10,Shea Freda,Shea Freda,Freda,Shea,So,B,,,19.0,19.0,,6.0,,,,,1.0,1.0,,1.0
68,Boston U.,2025,19,Martu Coulo,Martu Coulo,Coulo,Martu,Sr,F,,,19.0,19.0,1.0,6.0,,,1.0,,,2.0,20.0,
80,Brown,2025,18,Lizzie Loftus,Lizzie Loftus,Loftus,Lizzie,Jr,B,,,16.0,16.0,1.0,,,1.0,,,6.0,8.0,16.0,
80,Brown,2025,10,Kate Siedem,Kate Siedem,Siedem,Kate,Jr,B,,,16.0,16.0,3.0,,,,,,2.0,8.0,17.0,2.0
80,Brown,2025,14,Juliette Meijaard,Juliette Meijaard,Meijaard,Juliette,Jr,F,,,16.0,16.0,2.0,,,3.0,1.0,,7.0,11.0,7.0,
80,Brown,2025,11,Zita Cohen,Zita Cohen,Cohen,Zita,Sr,M,,,3.0,0.0,1.0,,,,,,,2.0,2.0,
80,Brown,2025,3,Zoe Lawrence,Zoe Lawrence,Lawrence,Zoe,Jr,F,,,12.0,1.0,,,,,3.0,,,0.0,5.0,
80,Brown,2025,12,Estelle Ballet,Estelle Ballet,Ballet,Estelle,Jr,M,,,13.0,0.0,1.0,,,,,,1.0,3.0,1.0,
80,Brown,2025,2,Kiersten Smith,Kiersten Smith,Smith,Kiersten,So,F,,,16.0,16.0,5.0,,,,,,2.0,12.0,31.0,
80,Brown,2025,21,Sadie Schultz,Sadie Schultz,Schultz,Sadie,So,M,,,14.0,0.0,4.0,,,,,,,8.0,11.0,
80,Brown,2025,8,Lexi Pellegrino,Lexi Pellegrino,Pellegrino,Lexi,Sr,F,,,16.0,16.0,10.0,,,,,,4.0,24.0,69.0,
80,Brown,2025,1,Mia Karine Myklebust,Mia Karine Myklebust,Myklebust,Mia,Sr,F,,,16.0,16.0,8.0,,,1.0,1.0,,8.0,24.0,25.0,
80,Brown,2025,17,Frances Moriniere,Frances Moriniere,Moriniere,Frances,Jr,F,,,15.0,0.0,2.0,,,1.0,,,3.0,7.0,7.0,
80,Brown,2025,22,Gretchen Scott,Gretchen Scott,Scott,Gretchen,So,M,,,3.0,0.0,,,,,,,,0.0,2.0,
80,Brown,2025,20,Lucy Adams,Lucy Adams,Adams,Lucy,Sr,M,,,16.0,16.0,4.0,,,,5.0,,11.0,19.0,38.0,
80,Brown,2025,13,Alexandra Madrid,Alexandra Madrid,Madrid,Alexandra,So,M,,,16.0,12.0,,,,1.0,3.0,,4.0,4.0,2.0,
80,Brown,2025,7,Sophia Clark,Sophia Clark,Clark,Sophia,Fr,F,,,16.0,16.0,5.0,,,2.0,1.0,,1.0,11.0,27.0,
80,Brown,2025,9,Elizabeth Burger,Elizabeth Burger,Burger,Elizabeth,Fr,F,,,2.0,0.0,,,,,,,,0.0,1.0,
80,Brown,2025,16,Emily Jury,Emily Jury,Jury,Emily,Fr,M,,,16.0,16.0,1.0,,,,1.0,,,2.0,5.0,
80,Brown,2025,4,Grace Almeida,Grace Almeida,Almeida,Grace,Fr,F,,,15.0,0.0,1.0,,,,,,,2.0,6.0,
81,Bryant,2025,25,Claire Joss,Claire Joss,Joss,Claire,Jr,B,,,18.0,18.0,2.0,1.0,,,,,3.0,7.0,20.0,1.0
81,Bryant,2025,8,Kerin Birch,Kerin Birch,Birch,Kerin,So,M,,,18.0,17.0,,2.0,,,1.0,,,0.0,5.0,
81,Bryant,2025,20,Callie Caito,Callie Caito,Caito,Callie,Jr,M,,,17.0,17.0,6.0,2.0,,1.0,4.0,,1.0,13.0,25.0,
81,Bryant,2025,24,Alexa Sedicino,Alexa Sedicino,Sedicino,Alexa,Jr,F,,,18.0,17.0,2.0,3.0,,,1.0,,3.0,7.0,14.0,
81,Bryant,2025,27,Gabrielle Dwyer,Gabrielle Dwyer,Dwyer,Gabrielle,Jr,B,,,18.0,16.0,,1.0,,,,,3.0,3.0,1.0,4.0
81,Bryant,2025,4,Natalie Griffin,Natalie Griffin,Griffin,Natalie,Sr,M,,,18.0,18.0,3.0,2.0,,,6.0,,1.0,7.0,6.0,
81,Bryant,2025,2,Laura Rothwell,Laura Rothwell,Rothwell,Laura,Sr,M,,,18.0,8.0,,1.0,,,1.0,,2.0,2.0,6.0,
81,Bryant,2025,21,Julie Diderich,Julie Diderich,Diderich,Julie,Jr,B,,,18.0,0.0,1.0,3.0,,,1.0,,2.0,4.0,3.0,
81,Bryant,2025,1,Megan Smith,Megan Smith,Smith,Megan,So,F,,,17.0,11.0,5.0,1.0,,1.0,,,1.0,11.0,13.0,1.0
81,Bryant,2025,5,Zoe Bates,Zoe Bates,Bates,Zoe,Sr,M,,,18.0,6.0,,,,,,,,0.0,4.0,
81,Bryant,2025,7,Emerson Johnson,Emerson Johnson,Johnson,Emerson,Fr,,,,18.0,14.0,1.0,1.0,,1.0,2.0,,,2.0,7.0,
81,Bryant,2025,3,Elsa Bishop,Elsa Bishop,Bishop,Elsa,Fr,,,,18.0,7.0,,,,,,,,0.0,1.0,
81,Bryant,2025,10,Maddy DeFilippo,Maddy DeFilippo,DeFilippo,Maddy,Fr,,,,16.0,0.0,2.0,,,,,,,4.0,7.0,
81,Bryant,2025,9,India Hayes,India Hayes,Hayes,India,Jr,F,,,18.0,1.0,,2.0,,,,,1.0,1.0,3.0,
81,Bryant,2025,11,Ellie Picard,Ellie Picard,Picard,Ellie,Fr,,,,16.0,0.0,,,,,,,1.0,1.0,4.0,
81,Bryant,2025,12,Elyse Bouchard,Elyse Bouchard,Bouchard,Elyse,Fr,,,,18.0,17.0,1.0,1.0,,,,,4.0,6.0,6.0,
83,Bucknell,2025,5,Ameerah Kothari,Ameerah Kothari,Kothari,Ameerah,Fr,M,,,17.0,17.0,3.0,,,,3.0,,1.0,7.0,15.0,
83,Bucknell,2025,8,Mary Sylvester,Mary Sylvester,Sylvester,Mary,Fr,F,,,16.0,10.0,,,,,1.0,,,0.0,1.0,
83,Bucknell,2025,23,Saskia de Koster,Saskia de Koster,Koster,Saskia,Fr,F,,,15.0,2.0,,,,,,,1.0,1.0,1.0,
83,Bucknell,2025,19,Brooke Parker,Brooke Parker,Parker,Brooke,Fr,B,,,14.0,9.0,,,,,,,,0.0,,1.0
83,Bucknell,2025,22,Jip Zwaard,Jip Zwaard,Zwaard,Jip,Fr,B,,,17.0,16.0,,,,,,,1.0,1.0,12.0,1.0
83,Bucknell,2025,9,Bella Notaro,Bella Notaro,Notaro,Bella,So,M,,,17.0,11.0,1.0,,,,2.0,,4.0,6.0,29.0,
83,Bucknell,2025,17,Kira Leclercq,Kira Leclercq,Leclercq,Kira,Sr,M,,,17.0,17.0,13.0,,,,,,6.0,32.0,67.0,6.0
83,Bucknell,2025,1,Ryane Fisahn,Ryane Fisahn,Fisahn,Ryane,Jr,F,,,17.0,14.0,5.0,,,1.0,1.0,,,10.0,16.0,
83,Bucknell,2025,21,Katie Lintz,Katie Lintz,Lintz,Katie,Jr,F,,,17.0,5.0,3.0,,,,,,,6.0,11.0,
83,Bucknell,2025,2,Sally Hunter,Sally Hunter,Hunter,Sally,So,B,,,15.0,15.0,2.0,,,,,,6.0,10.0,6.0,
83,Bucknell,2025,7,Julia Corropolese,Julia Corropolese,Corropolese,Julia,Jr,B,,,4.0,0.0,,,,,,,,0.0,1.0,
83,Bucknell,2025,6,Reese Czajkowski,Reese Czajkowski,Czajkowski,Reese,So,M,,,17.0,17.0,10.0,,,,4.0,,2.0,22.0,61.0,
83,Bucknell,2025,10,Nicky Punt,Nicky Punt,Punt,Nicky,Sr,M,,,17.0,17.0,2.0,,,1.0,1.0,,12.0,16.0,14.0,
83,Bucknell,2025,28,Alexandra Shizas,Alexandra Shizas,Shizas,Alexandra,Sr,B,,,16.0,2.0,1.0,,,,,,,2.0,4.0,
83,Bucknell,2025,4,Lauren Sanford,Lauren Sanford,Sanford,Lauren,Jr,B,,,2.0,0.0,,,,,,,,0.0,1.0,
83,Bucknell,2025,3,Gianna Puorro,Gianna Puorro,Puorro,Gianna,Sr,M,,,13.0,13.0,3.0,,,,1.0,,2.0,8.0,12.0,
107,California,2025,11,Agustina Daud,Agustina Daud,Daud,Agustina,Fr,M,,,16.0,16.0,1.0,,,,2.0,,3.0,5.0,7.0,
107,California,2025,31,Emma Becker,Emma Becker,Becker,Emma,Fr,B,,,16.0,16.0,,,,,,,1.0,1.0,,
107,California,2025,3,Cassidy Puleo,Cassidy Puleo,Puleo,Cassidy,Sr,B,,,15.0,7.0,,,,1.0,1.0,,,0.0,,
107,California,2025,7,Josefina Moyano,Josefina Moyano,Moyano,Josefina,Fr,M,,,16.0,6.0,2.0,,,1.0,2.0,,4.0,8.0,13.0,
107,California,2025,18,Zara Schmitz,Zara Schmitz,Schmitz,Zara,Sr,F,,,16.0,12.0,3.0,,,,,,4.0,10.0,14.0,
107,California,2025,17,Victoria Beiro,Victoria Beiro,Beiro,Victoria,Jr,B,,,11.0,2.0,1.0,,,,,,2.0,4.0,8.0,
107,California,2025,13,Lieve Schalk,Lieve Schalk,Schalk,Lieve,Sr,M,,,16.0,16.0,,,,,,,6.0,6.0,3.0,
107,California,2025,28,Hannah Ward,Hannah Ward,Ward,Hannah,So,F,,,3.0,0.0,1.0,,,,,,,2.0,1.0,
107,California,2025,6,Holly Pears,Holly Pears,Pears,Holly,Jr,F,,,16.0,14.0,4.0,,,,,,3.0,11.0,21.0,
107,California,2025,9,Maya Hoepfner,Maya Hoepfner,Hoepfner,Maya,So,M,,,14.0,14.0,3.0,,,1.0,1.0,,2.0,8.0,19.0,2.0
107,California,2025,5,Morgan Kallman,Morgan Kallman,Kallman,Morgan,Sr,F,,,15.0,2.0,1.0,,,,,,1.0,3.0,8.0,
107,California,2025,23,Is Panikowski,Is Panikowski,Panikowski,Is,Jr,F,,,6.0,0.0,,,,,,,1.0,1.0,1.0,
107,California,2025,21,Jessica Lewis,Jessica Lewis,Lewis,Jessica,So,M,,,15.0,13.0,,,,,,,,0.0,2.0,
107,California,2025,4,Liz Klompmaker,Liz Klompmaker,Klompmaker,Liz,So,F,,,16.0,16.0,16.0,,,1.0,2.0,,2.0,34.0,77.0,
107,California,2025,24,Adya Kadam,Adya Kadam,Kadam,Adya,Fr,M,,,10.0,1.0,,,,,,,1.0,1.0,,
107,California,2025,10,Olivia Sharratt,Olivia Sharratt,Sharratt,Olivia,Sr,F,,,16.0,15.0,6.0,,,,3.0,,2.0,14.0,10.0,
107,California,2025,19,Mia DiGiulio,Mia DiGiulio,DiGiulio,Mia,So,M,,,15.0,9.0,,,,,,,,0.0,3.0,
129,Central Mich.,2025,5,Hailey Bainer,Hailey Bainer,Bainer,Hailey,Jr,M,,,19.0,19.0,3.0,,,1.0,,,4.0,10.0,25.0,
129,Central Mich.,2025,10,Violet Barton,Violet Barton,Barton,Violet,So,M,,,19.0,19.0,,,,,,,,0.0,2.0,1.0
129,Central Mich.,2025,11,Annabelle Cotroneo,Annabelle Cotroneo,Cotroneo,Annabelle,Jr,F,,,19.0,19.0,1.0,,,,2.0,,2.0,4.0,7.0,
129,Central Mich.,2025,28,Cameron Pluciennik,Cameron Pluciennik,Pluciennik,Cameron,Jr,F,,,19.0,10.0,6.0,,,1.0,,,2.0,14.0,24.0,
129,Central Mich.,2025,4,Rosa Maria Ruiz Hellin,Rosa Maria Ruiz Hellin,Hellin,Rosa,Sr,F,,,11.0,0.0,,,,,1.0,,,0.0,,
129,Central Mich.,2025,22,Peyton Pallman,Peyton Pallman,Pallman,Peyton,So,M,,,14.0,0.0,2.0,,,,1.0,,1.0,5.0,3.0,
