rank,institution,conference,past_wins,past_losses,past_ties,past_pct,future_wins,future_losses,future_ties,future_pct,cumulative_wins,cumulative_losses,cumulative_ties,cumulative_pct
48,Providence,Big East,142,149,0,0.488,0,0,0,0.000,142,149,0,0.488
49,UMass Lowell,America East,148,156,0,0.487,0,0,0,0.000,148,156,0,0.487
50,Vermont,America East,159,168,0,0.486,0,0,0,0.000,159,168,0,0.486
51,VCU,Atlantic 10,155,166,0,0.483,0,0,0,0.000,155,166,0,0.483
52,Lafayette,Patriot,154,166,0,0.481,0,0,0,0.000,154,166,0,0.481
53,Georgetown,Big East,142,153,0,0.481,0,0,0,0.000,142,153,0,0.481
54,American,Patriot,144,165,0,0.466,0,0,0,0.000,144,165,0,0.466
55,Quinnipiac,Big East,142,165,0,0.463,0,0,0,0.000,142,165,0,0.463
56,UAlbany,America East,146,173,0,0.458,0,0,0,0.000,146,173,0,0.458
57,Maine,America East,144,171,0,0.457,0,0,0,0.000,144,171,0,0.457
58,Hofstra,CAA,138,164,0,0.457,0,0,0,0.000,138,164,0,0.457
59,Ball St.,MAC,148,176,0,0.457,0,0,0,0.000,148,176,0,0.457
60,Wagner,NEC,156,186,0,0.456,0,0,0,0.000,156,186,0,0.456
61,Fairfield,NEC,169,207,0,0.449,0,0,0,0.000,169,207,0,0.449
62,Bucknell,Patriot,129,158,0,0.449,0,0,0,0.000,129,158,0,0.449
63,Kent St.,MAC,118,147,0,0.445,0,0,0,0.000,118,147,0,0.445
64,Lock Haven,Atlantic 10,136,173,0,0.440,0,0,0,0.000,136,173,0,0.440
65,Ohio,MAC,134,171,0,0.439,0,0,0,0.000,134,171,0,0.439
66,Bellarmine,MAC,135,173,0,0.438,0,0,0,0.000,135,173,0,0.438
67,Colgate,Patriot,121,164,0,0.425,0,0,0,0.000,121,164,0,0.425
68,Saint Louis,Atlantic 10,109,150,0,0.421,0,0,0,0.000,109,150,0,0.421
69,Queens (NC),DI Independent,122,169,0,0.419,0,0,0,0.000,122,169,0,0.419
70,Central Mich.,MAC,135,191,0,0.414,0,0,0,0.000,135,191,0,0.414
71,Davidson,Atlantic 10,132,190,0,0.410,0,0,0,0.000,132,190,0,0.410
72,LIU,NEC,122,176,0,0.409,0,0,0,0.000,122,176,0,0.409
73,Bryant,America East,119,177,0,0.402,0,0,0,0.000,119,177,0,0.402
74,Holy Cross,Patriot,107,161,0,0.399,0,0,0,0.000,107,161,0,0.399
75,Stonehill,NEC,122,184,0,0.399,0,0,0,0.000,122,184,0,0.399
76,Rider,NEC,123,186,0,0.398,0,0,0,0.000,123,186,0,0.398
77,Sacred Heart,NEC,115,184,0,0.385,0,0,0,0.000,115,184,0,0.385
78,UC Davis,MPSFMWP,102,163,0,0.385,0,0,0,0.000,102,163,0,0.385
79,Merrimack,NEC,111,180,0,0.381,0,0,0,0.000,111,180,0,0.381
80,New Haven,NEC,98,164,0,0.374,0,0,0,0.000,98,164,0,0.374
81,La Salle,Atlantic 10,113,191,0,0.372,0,0,0,0.000,113,191,0,0.372
82,Saint Francis,NEC,115,209,0,0.355,0,0,0,0.000,115,209,0,0.355
83,Mercyhurst,NEC,96,184,0,0.343,0,0,0,0.000,96,184,0,0.343
