ncaa_id,date,team,opponent,home_away,result,team_score,opponent_score,goals,ast,shatt,sog,fouls,rc,yc,gc,defensive_goals,defensive_ast,defensive_shatt,defensive_sog,defensive_fouls,defensive_rc,defensive_yc,defensive_gc
27,2021-04-11,App State,Bellarmine,Home,,6,1.0,6.0,4.0,35.0,21.0,,,,,1.0,2.0,3.0,1.0,,,,
27,2021-04-16,App State,Miami (OH),Away,,1,5.0,1.0,1.0,7.0,5.0,,,,2.0,5.0,2.0,28.0,17.0,,,,1.0
27,2021-04-17,App State,Miami (OH),Away,,0,7.0,,,,,,,,,7.0,7.0,16.0,14.0,,,,1.0
47,2021-03-02,Ball St.,Miami (OH),Away,,1,2.0,1.0,2.0,3.0,2.0,,,1.0,,2.0,1.0,25.0,16.0,,,,
47,2021-03-07,Ball St.,Louisville,Home,,0,5.0,,,5.0,5.0,,,,,5.0,6.0,18.0,13.0,,,,
47,2021-03-12,Ball St.,App State,Away,,2,1.0,2.0,,8.0,5.0,,,3.0,1.0,1.0,,11.0,7.0,,,,3.0
47,2021-03-13,Ball St.,App State,Away,,0,1.0,,,3.0,2.0,,,,2.0,1.0,1.0,7.0,5.0,,,,2.0
47,2021-03-19,Ball St.,Ohio,Home,,2,1.0,2.0,3.0,7.0,5.0,,,,,1.0,1.0,9.0,9.0,,,,
47,2021-03-20,Ball St.,Ohio,Home,,1,,1.0,,9.0,3.0,,,2.0,3.0,2.0,2.0,8.0,6.0,,,,1.0
47,2021-03-26,Ball St.,Longwood,Home,,0,3.0,,,1.0,1.0,,,1.0,,3.0,4.0,17.0,14.0,,,,4.0
47,2021-03-27,Ball St.,Longwood,Home,,1,0.0,1.0,1.0,5.0,3.0,,,,1.0,,,8.0,5.0,,,,1.0
47,2021-04-02,Ball St.,Bellarmine,Home,,2,,2.0,1.0,24.0,15.0,,,,,1.0,,7.0,3.0,,,,1.0
47,2021-04-03,Ball St.,Bellarmine,Home,,3,1.0,3.0,3.0,34.0,19.0,,,1.0,1.0,1.0,,5.0,5.0,,,,1.0
47,2021-04-09,Ball St.,Kent St.,Away,,0,1.0,,,5.0,2.0,,,,,1.0,2.0,9.0,4.0,,,,
47,2021-04-10,Ball St.,Kent St.,Away,,0,2.0,,,7.0,3.0,,,,1.0,2.0,2.0,16.0,6.0,,,,2.0
47,2021-04-17,Ball St.,Central Mich.,Away,,0,1.0,,,9.0,4.0,,,,,1.0,,7.0,3.0,,,,1.0
47,2021-04-18,Ball St.,Central Mich.,Away,,2,0.0,2.0,1.0,14.0,9.0,,,,1.0,,,3.0,1.0,,,,1.0
47,2021-04-23,Ball St.,Miami (OH),Home,,0,5.0,,,2.0,,,,3.0,3.0,5.0,2.0,27.0,15.0,,,,3.0
47,2021-04-24,Ball St.,Miami (OH),Home,,0,3.0,,,2.0,1.0,,,1.0,1.0,3.0,2.0,20.0,13.0,,,,4.0
52,2021-02-27,Bellarmine,Saint Louis,Away,,0,2.0,,,4.0,3.0,,,,,2.0,1.0,19.0,8.0,,,,
52,2021-02-28,Bellarmine,Saint Louis,Away,,0,5.0,,,4.0,1.0,,,,1.0,5.0,5.0,16.0,10.0,,,,1.0
52,2021-03-12,Bellarmine,Central Mich.,Home,,3,4.0,3.0,3.0,13.0,10.0,,,,,4.0,5.0,17.0,13.0,,,,
52,2021-03-13,Bellarmine,Central Mich.,Home,,2,5.0,2.0,2.0,7.0,4.0,,,,1.0,5.0,3.0,20.0,10.0,,,1.0,
52,2021-03-19,Bellarmine,Kent St.,Home,,0,8.0,,,7.0,2.0,,,,,8.0,4.0,19.0,13.0,,,,
52,2021-03-20,Bellarmine,Kent St.,Home,,0,7.0,,,3.0,2.0,,,,2.0,7.0,7.0,38.0,26.0,,,1.0,
52,2021-04-02,Bellarmine,Ball St.,Away,,1,,1.0,,7.0,3.0,,,,1.0,2.0,1.0,24.0,15.0,,,,
52,2021-04-03,Bellarmine,Ball St.,Away,,1,3.0,1.0,,5.0,5.0,,,,1.0,3.0,3.0,34.0,19.0,,,1.0,1.0
52,2021-04-10,Bellarmine,App State,Away,,2,7.0,2.0,2.0,2.0,2.0,,,,2.0,7.0,6.0,27.0,20.0,,,,
52,2021-04-11,Bellarmine,App State,Away,,1,6.0,1.0,2.0,3.0,1.0,,,,,6.0,4.0,35.0,21.0,,,,
52,2021-04-17,Bellarmine,Longwood,Away,,1,8.0,1.0,,3.0,2.0,19.0,,,,8.0,9.0,20.0,10.0,10.0,,,
52,2021-04-24,Bellarmine,Ohio,Away,,0,2.0,,,3.0,1.0,,,,2.0,2.0,2.0,26.0,16.0,,,,1.0
52,2021-04-25,Bellarmine,Ohio,Away,,1,5.0,1.0,1.0,3.0,3.0,,,,,5.0,4.0,22.0,19.0,,,,
67,2020-10-04,Boston College,Louisville,Away,,1,2.0,1.0,,4.0,2.0,,,2.0,1.0,2.0,1.0,19.0,12.0,,,2.0,1.0
67,2020-11-01,Boston College,Wake Forest,Home,,2,6.0,2.0,2.0,14.0,8.0,,,,,6.0,5.0,19.0,13.0,,,,
67,2020-11-05,Boston College,North Carolina,Away,,0,4.0,,,13.0,9.0,,,,2.0,4.0,,26.0,15.0,,,,
67,2021-02-28,Boston College,Maine,Home,,5,3.0,5.0,3.0,19.0,16.0,2.0,,,,3.0,,12.0,9.0,2.0,,,
67,2021-03-06,Boston College,Wake Forest,Away,,0,3.0,,,13.0,6.0,,,1.0,1.0,3.0,3.0,20.0,13.0,,,,3.0
67,2021-03-12,Boston College,New Hampshire,Home,,2,0.0,2.0,1.0,26.0,12.0,,,,,,,9.0,7.0,,,,
67,2021-03-13,Boston College,Vermont,Home,,3,0.0,3.0,3.0,10.0,7.0,,,,,,,8.0,5.0,,,,
67,2021-03-24,Boston College,Northeastern,Home,,7,3.0,7.0,4.0,23.0,15.0,,,1.0,1.0,3.0,2.0,7.0,5.0,,,1.0,1.0
67,2021-03-27,Boston College,Louisville,Home,,1,0.0,1.0,,13.0,7.0,,,,,,,14.0,5.0,,,,2.0
67,2021-04-02,Boston College,Virginia,Away,,0,1.0,,,4.0,1.0,,,1.0,1.0,1.0,,8.0,4.0,,,,
67,2021-04-07,Boston College,Massachusetts,Away,,5,0.0,5.0,1.0,15.0,11.0,,,,,,,5.0,,,,1.0,2.0
67,2021-04-10,Boston College,Syracuse,Home,,2,,2.0,1.0,7.0,2.0,,,1.0,2.0,1.0,,38.0,23.0,,,,1.0
67,2021-04-14,Boston College,Providence,Away,,2,0.0,2.0,1.0,20.0,19.0,,,,,,,3.0,2.0,,,,1.0
67,2021-04-17,Boston College,Duke,Home,,2,1.0,2.0,1.0,11.0,7.0,5.0,,,1.0,1.0,1.0,13.0,4.0,6.0,,,3.0
68,2021-03-07,Boston U.,Holy Cross,Away,,2,1.0,2.0,1.0,13.0,8.0,19.0,,,,1.0,1.0,11.0,5.0,20.0,,,
68,2021-03-21,Boston U.,Lafayette,Away,,2,,2.0,1.0,6.0,2.0,24.0,,,2.0,1.0,,3.0,3.0,24.0,,,1.0
68,2021-03-27,Boston U.,Colgate,Home,,2,1.0,2.0,2.0,7.0,3.0,31.0,,,2.0,1.0,,7.0,4.0,37.0,,,
68,2021-04-18,Boston U.,Lehigh,Home,,5,2.0,5.0,5.0,14.0,11.0,,,,1.0,2.0,2.0,13.0,7.0,,,,
68,2021-04-22,Boston U.,Holy Cross,Home,,5,1.0,5.0,3.0,27.0,12.0,,,,1.0,1.0,1.0,9.0,4.0,,,,2.0
68,2021-04-24,Boston U.,Bucknell,Home,,1,,1.0,1.0,6.0,3.0,,,,2.0,2.0,3.0,15.0,5.0,,,,
81,2021-03-04,Bryant,UMass Lowell,Away,,0,3.0,,,1.0,1.0,,,,,3.0,3.0,44.0,28.0,,,,
81,2021-03-07,Bryant,Northeastern,Away,,1,3.0,1.0,,7.0,5.0,,,,,3.0,2.0,35.0,14.0,,,,
81,2021-03-29,Bryant,Merrimack,Home,,4,3.0,4.0,1.0,16.0,13.0,3.0,,,,3.0,2.0,7.0,5.0,2.0,,,1.0
81,2021-04-03,Bryant,Fairfield,Away,,0,3.0,,,1.0,1.0,14.0,,,,3.0,3.0,25.0,12.0,30.0,,,
81,2021-04-05,Bryant,Wagner,Away,,0,1.0,,,3.0,2.0,,,,1.0,1.0,,24.0,12.0,,,,1.0
81,2021-04-08,Bryant,Sacred Heart,Home,,0,3.0,,,5.0,2.0,,,,,3.0,1.0,8.0,6.0,,,,1.0
81,2021-04-12,Bryant,Rider,Home,,1,3.0,1.0,,7.0,2.0,,,,1.0,3.0,3.0,15.0,9.0,,,,1.0
81,2021-04-15,Bryant,LIU,Away,,0,2.0,,,4.0,1.0,32.0,,1.0,2.0,2.0,2.0,6.0,3.0,37.0,,,1.0
83,2021-03-07,Bucknell,Colgate,Home,,1,2.0,1.0,1.0,15.0,12.0,,,,1.0,2.0,2.0,3.0,3.0,,,,2.0
83,2021-03-14,Bucknell,American,Away,,0,4.0,,,2.0,1.0,1.0,,,2.0,4.0,2.0,14.0,10.0,,,,1.0
83,2021-03-21,Bucknell,Lehigh,Away,,0,4.0,,,18.0,9.0,,,,,4.0,2.0,18.0,9.0,,,,2.0
83,2021-03-28,Bucknell,American,Home,,2,,2.0,2.0,9.0,6.0,,,,3.0,1.0,1.0,23.0,13.0,,,1.0,1.0
83,2021-04-04,Bucknell,Colgate,Away,,1,0.0,1.0,1.0,7.0,3.0,34.0,,,,,,10.0,5.0,39.0,,,1.0
83,2021-04-11,Bucknell,Lafayette,Home,,3,2.0,3.0,3.0,10.0,9.0,,,,1.0,2.0,1.0,10.0,9.0,,,,
83,2021-04-22,Bucknell,American,Home,,2,,1.0,1.0,15.0,5.0,,,,1.0,1.0,,18.0,9.0,,,,1.0
83,2021-04-24,Bucknell,Boston U.,Away,,2,,2.0,3.0,15.0,5.0,,,,,1.0,1.0,6.0,3.0,,,,2.0
83,2021-04-30,Bucknell,VCU,Home,,2,,2.0,3.0,7.0,6.0,,,,2.0,1.0,2.0,17.0,9.0,,,,2.0
83,2021-05-02,Bucknell,Michigan,Home,,0,2.0,,,4.0,1.0,,,,3.0,2.0,,10.0,6.0,,,,2.0
107,2021-03-12,California,UC Davis,Home,,2,0.0,2.0,1.0,13.0,6.0,28.0,,,1.0,,,7.0,3.0,36.0,,,1.0
107,2021-03-20,California,Maine,Home,,0,1.0,,,6.0,1.0,,,,,1.0,2.0,9.0,6.0,,,1.0,1.0
107,2021-03-21,California,UMass Lowell,Away,,0,1.0,,,12.0,5.0,,,1.0,1.0,1.0,1.0,6.0,5.0,,,,2.0
107,2021-03-24,California,Monmouth,Away,,0,3.0,,,5.0,,,,,1.0,3.0,2.0,12.0,8.0,,,,
107,2021-04-03,California,UC Davis,Home,,3,,3.0,2.0,22.0,11.0,32.0,,,,2.0,,10.0,5.0,34.0,,,
107,2021-04-06,California,Stanford,Home,,1,5.0,1.0,,2.0,1.0,21.0,,,,5.0,3.0,17.0,13.0,33.0,,,1.0
107,2021-04-11,California,Stanford,Away,,0,3.0,,,11.0,5.0,,,,,3.0,1.0,16.0,15.0,,,,2.0
107,2021-04-15,California,UAlbany,Away,,3,1.0,3.0,4.0,5.0,4.0,34.0,,,,1.0,2.0,21.0,10.0,36.0,,,1.0
107,2021-04-17,California,New Hampshire,Away,,5,1.0,5.0,3.0,19.0,12.0,44.0,,,1.0,1.0,1.0,11.0,7.0,33.0,,,
107,2021-04-18,California,Vermont,Away,,1,0.0,1.0,,8.0,4.0,37.0,,,,,,12.0,5.0,39.0,,,1.0
129,2021-03-12,Central Mich.,Bellarmine,Away,,4,3.0,4.0,5.0,17.0,13.0,,,,,3.0,3.0,13.0,10.0,,,,
129,2021-03-13,Central Mich.,Bellarmine,Away,,5,2.0,5.0,3.0,20.0,10.0,,,1.0,,2.0,2.0,7.0,4.0,,,,1.0
129,2021-03-18,Central Mich.,Davidson,Away,,1,4.0,1.0,,5.0,2.0,,,,1.0,4.0,3.0,12.0,6.0,,,,
129,2021-03-20,Central Mich.,App State,Away,,3,,3.0,3.0,7.0,4.0,,,,,2.0,1.0,31.0,13.0,,,,
129,2021-03-21,Central Mich.,App State,Away,,1,6.0,1.0,1.0,1.0,1.0,,,,,6.0,2.0,17.0,13.0,,,,
129,2021-03-26,Central Mich.,Ohio,Away,,1,3.0,1.0,,7.0,5.0,,,,,3.0,2.0,20.0,14.0,,,,
129,2021-03-27,Central Mich.,Ohio,Away,,2,1.0,2.0,1.0,3.0,3.0,,,,,1.0,,14.0,11.0,,,,1.0
129,2021-04-17,Central Mich.,Ball St.,Home,,1,0.0,1.0,,7.0,3.0,,,,1.0,,,9.0,4.0,,,,
129,2021-04-18,Central Mich.,Ball St.,Home,,0,2.0,,,3.0,1.0,,,,1.0,2.0,1.0,14.0,9.0,,,,1.0
129,2021-04-20,Central Mich.,Longwood,Home,,1,2.0,1.0,1.0,6.0,3.0,,,,,2.0,3.0,19.0,13.0,,,,1.0
129,2021-04-23,Central Mich.,Kent St.,Away,,2,8.0,2.0,3.0,5.0,3.0,,,,,8.0,8.0,32.0,22.0,,,,
129,2021-04-24,Central Mich.,Kent St.,Away,,0,6.0,,,5.0,2.0,,,,,6.0,5.0,22.0,15.0,,,,
153,2021-03-07,Colgate,Bucknell,Away,,2,1.0,2.0,2.0,3.0,3.0,,,,2.0,1.0,1.0,15.0,12.0,,,,1.0
153,2021-03-21,Colgate,Holy Cross,Home,,1,0.0,1.0,2.0,16.0,10.0,33.0,,,,,,14.0,8.0,21.0,,,2.0
153,2021-03-27,Colgate,Boston U.,Away,,1,2.0,1.0,,7.0,4.0,37.0,,,,2.0,2.0,7.0,3.0,31.0,,,2.0
153,2021-04-04,Colgate,Bucknell,Home,,0,1.0,,,10.0,5.0,39.0,,,1.0,1.0,1.0,7.0,3.0,34.0,,,
153,2021-04-18,Colgate,Holy Cross,Away,,1,2.0,1.0,,19.0,9.0,38.0,,,1.0,2.0,2.0,23.0,12.0,29.0,,,1.0
173,2021-02-14,Davidson,Liberty,Home,,1,3.0,1.0,,4.0,2.0,,,,,3.0,1.0,18.0,7.0,,,,
173,2021-02-27,Davidson,App State,Home,,4,2.0,4.0,3.0,7.0,5.0,,,,2.0,2.0,1.0,10.0,5.0,,,1.0,1.0
173,2021-03-06,Davidson,Longwood,Home,,1,2.0,1.0,,4.0,2.0,,,1.0,2.0,2.0,2.0,7.0,7.0,,,,1.0
173,2021-03-13,Davidson,Saint Louis,Home,,3,1.0,3.0,2.0,14.0,8.0,,,,,1.0,1.0,5.0,2.0,,,,
173,2021-03-18,Davidson,Central Mich.,Home,,4,1.0,4.0,3.0,12.0,6.0,,,,,1.0,,5.0,2.0,,,,1.0
173,2021-03-20,Davidson,Richmond,Home,,0,1.0,,,10.0,5.0,,,2.0,,1.0,,9.0,3.0,,,,3.0
173,2021-03-26,Davidson,VCU,Away,,0,3.0,,,4.0,2.0,45.0,,1.0,1.0,3.0,1.0,18.0,9.0,23.0,,,
173,2021-04-03,Davidson,Saint Louis,Away,,4,0.0,4.0,4.0,13.0,7.0,,,,,,,8.0,1.0,,,,1.0
173,2021-04-10,Davidson,VCU,Home,,1,2.0,1.0,1.0,6.0,3.0,,,,2.0,2.0,3.0,13.0,11.0,,,,1.0
173,2021-04-11,Davidson,Liberty,Away,,0,9.0,,,13.0,5.0,,,,,9.0,7.0,30.0,18.0,,,,
173,2021-04-18,Davidson,Richmond,Away,,1,2.0,1.0,1.0,4.0,3.0,,,,3.0,2.0,2.0,14.0,8.0,,,,1.0
180,2021-03-14,Delaware,Saint Joseph's,Home,,2,,2.0,4.0,9.0,3.0,1.0,,1.0,,3.0,1.0,16.0,11.0,1.0,,1.0,
180,2021-03-19,Delaware,Towson,Away,,4,0.0,4.0,5.0,17.0,8.0,,,,,,,5.0,1.0,,,,3.0
180,2021-03-21,Delaware,Temple,Home,,4,0.0,4.0,3.0,16.0,7.0,,,2.0,2.0,,,2.0,1.0,,,1.0,1.0
180,2021-04-11,Delaware,William & Mary,Away,,0,2.0,,,11.0,2.0,,,,1.0,2.0,,15.0,9.0,,,1.0,2.0
180,2021-04-13,Delaware,James Madison,Away,,1,2.0,1.0,2.0,5.0,3.0,42.0,,,,2.0,2.0,5.0,4.0,43.0,,,
180,2021-04-16,Delaware,Drexel,Home,,5,1.0,5.0,2.0,24.0,12.0,,,,2.0,1.0,1.0,8.0,7.0,,,,1.0
180,2021-04-18,Delaware,Hofstra,Home,,4,2.0,4.0,3.0,15.0,7.0,,,,,2.0,3.0,5.0,3.0,,,,
180,2021-04-22,Delaware,William & Mary,Home,,1,0.0,1.0,2.0,14.0,11.0,,,,,,,8.0,4.0,,,1.0,3.0
180,2021-04-24,Delaware,James Madison,Home,,3,,3.0,4.0,13.0,9.0,,,,1.0,2.0,2.0,5.0,4.0,,,,2.0
180,2021-04-30,Delaware,Northwestern,Home,,1,4.0,1.0,1.0,10.0,7.0,,,,,4.0,4.0,14.0,8.0,,,1.0,2.0
191,2021-03-05,Drexel,La Salle,Home,,2,0.0,2.0,1.0,6.0,4.0,,,,3.0,,,5.0,2.0,,,,1.0
191,2021-03-14,Drexel,Temple,Away,,0,1.0,,,8.0,3.0,,,,,1.0,,15.0,7.0,,,,1.0
191,2021-03-21,Drexel,Hofstra,Home,,2,1.0,2.0,2.0,10.0,2.0,,,,1.0,1.0,2.0,5.0,3.0,,,,1.0
191,2021-03-25,Drexel,William & Mary,Away,,1,2.0,1.0,1.0,7.0,4.0,,,,1.0,2.0,2.0,19.0,10.0,,,1.0,2.0
191,2021-03-27,Drexel,Villanova,Away,,3,2.0,3.0,3.0,9.0,7.0,28.0,,1.0,1.0,2.0,1.0,12.0,9.0,26.0,,,1.0
191,2021-04-02,Drexel,James Madison,Home,,1,2.0,1.0,,3.0,2.0,,,,,2.0,2.0,11.0,7.0,,,,
191,2021-04-07,Drexel,Hofstra,Away,,2,5.0,2.0,1.0,12.0,8.0,35.0,,1.0,,5.0,2.0,12.0,9.0,18.0,,1.0,
191,2021-04-09,Drexel,Northeastern,Home,,5,2.0,5.0,5.0,16.0,10.0,,,,3.0,2.0,2.0,10.0,6.0,,,,2.0
191,2021-04-16,Drexel,Delaware,Away,,1,5.0,1.0,1.0,8.0,7.0,,,,1.0,5.0,2.0,24.0,12.0,,,,2.0
191,2021-04-18,Drexel,Towson,Away,,1,0.0,1.0,1.0,22.0,14.0,,,1.0,1.0,,,10.0,6.0,,,1.0,1.0
191,2021-04-22,Drexel,James Madison,Home,,3,,3.0,3.0,4.0,3.0,,,,,4.0,5.0,27.0,18.0,,,,
193,2020-09-26,Duke,Louisville,Away,,0,3.0,,,5.0,3.0,,,,2.0,3.0,3.0,10.0,7.0,,,,2.0
193,2020-09-27,Duke,Louisville,Away,,1,3.0,1.0,1.0,10.0,4.0,,,,1.0,3.0,3.0,16.0,9.0,,,,1.0
193,2020-10-04,Duke,North Carolina,Home,,0,4.0,,,3.0,1.0,,,,,4.0,2.0,17.0,9.0,,,,1.0
193,2020-10-10,Duke,Syracuse,Home,,3,4.0,3.0,2.0,10.0,6.0,,,,2.0,4.0,2.0,18.0,9.0,,,1.0,
193,2020-10-18,Duke,North Carolina,Away,,4,,4.0,3.0,15.0,9.0,,,1.0,2.0,5.0,5.0,18.0,9.0,,,,1.0
193,2020-10-23,Duke,Wake Forest,Away,,1,,1.0,,14.0,3.0,,,,1.0,2.0,2.0,12.0,5.0,,,,1.0
193,2020-10-25,Duke,Wake Forest,Home,,2,0.0,2.0,1.0,8.0,4.0,,,,1.0,,,3.0,1.0,,,,1.0
193,2020-10-31,Duke,Virginia,Home,,2,0.0,2.0,4.0,11.0,3.0,,,,1.0,,,11.0,2.0,,,,1.0
193,2020-11-05,Duke,Syracuse,Home,,2,,2.0,2.0,11.0,11.0,,,1.0,2.0,3.0,2.0,14.0,8.0,,,,1.0
193,2021-03-05,Duke,Virginia,Away,,2,0.0,2.0,3.0,12.0,6.0,,,,1.0,,,13.0,7.0,,,,
193,2021-03-19,Duke,Wake Forest,Home,,1,4.0,1.0,,14.0,8.0,,,,,4.0,5.0,12.0,9.0,,,,
193,2021-03-21,Duke,Liberty,Home,,2,,2.0,2.0,17.0,14.0,,,2.0,1.0,3.0,3.0,11.0,6.0,,,1.0,1.0
193,2021-03-27,Duke,Syracuse,Home,,1,2.0,1.0,1.0,7.0,3.0,,,,1.0,2.0,2.0,9.0,6.0,,,,1.0
193,2021-04-02,Duke,North Carolina,Away,,3,,3.0,2.0,13.0,9.0,,,1.0,1.0,4.0,4.0,32.0,23.0,,,,1.0
193,2021-04-10,Duke,Louisville,Home,,4,,3.0,2.0,6.0,4.0,,,,1.0,3.0,1.0,20.0,11.0,,,,1.0
193,2021-04-17,Duke,Boston College,Away,,1,2.0,1.0,1.0,13.0,4.0,6.0,,,3.0,2.0,1.0,11.0,7.0,5.0,,,1.0
220,2021-03-09,Fairfield,UAlbany,Home,,3,0.0,3.0,1.0,11.0,9.0,15.0,,,2.0,,,9.0,5.0,16.0,,,
220,2021-03-12,Fairfield,Hofstra,Away,,3,2.0,3.0,3.0,9.0,6.0,,,,,2.0,2.0,10.0,4.0,1.0,,,1.0
220,2021-03-18,Fairfield,Sacred Heart,Away,,1,,1.0,1.0,20.0,8.0,54.0,,,3.0,,,5.0,2.0,48.0,,,3.0
220,2021-03-25,Fairfield,LIU,Away,,1,,1.0,1.0,9.0,6.0,,,1.0,,1.0,,8.0,6.0,,,,3.0
220,2021-04-01,Fairfield,Rider,Away,,0,1.0,,,4.0,2.0,52.0,,,2.0,1.0,,9.0,6.0,54.0,,1.0,1.0
220,2021-04-03,Fairfield,Bryant,Home,,3,0.0,3.0,3.0,25.0,12.0,30.0,,,,,,1.0,1.0,14.0,,,
220,2021-04-17,Fairfield,Sacred Heart,Home,,5,0.0,5.0,5.0,21.0,14.0,28.0,,,,,,4.0,1.0,15.0,,,
283,2021-02-12,Hofstra,Temple,Away,,0,1.0,,,1.0,,,,,1.0,1.0,1.0,5.0,3.0,,,,
283,2021-02-13,Hofstra,UConn,Away,,0,5.0,,,2.0,1.0,,,1.0,,5.0,6.0,23.0,15.0,,,1.0,
283,2021-02-28,Hofstra,Monmouth,Home,,1,2.0,1.0,,4.0,2.0,,,1.0,,2.0,2.0,15.0,9.0,,,,2.0
283,2021-03-05,Hofstra,Wagner,Away,,1,,1.0,,18.0,11.0,,,,1.0,,,5.0,1.0,,,,1.0
283,2021-03-07,Hofstra,Sacred Heart,Home,,1,0.0,1.0,1.0,9.0,5.0,,,2.0,2.0,,,2.0,,,,,1.0
283,2021-03-12,Hofstra,Fairfield,Home,,2,3.0,2.0,2.0,10.0,4.0,1.0,,,1.0,3.0,3.0,9.0,6.0,,,,
283,2021-03-14,Hofstra,UAlbany,Home,,0,2.0,,,1.0,,,,,2.0,2.0,2.0,8.0,5.0,,,1.0,
283,2021-03-21,Hofstra,Drexel,Away,,1,2.0,1.0,2.0,5.0,3.0,,,,1.0,2.0,2.0,10.0,2.0,,,,1.0
283,2021-04-07,Hofstra,Drexel,Home,,5,2.0,5.0,2.0,12.0,9.0,18.0,,1.0,,2.0,1.0,12.0,8.0,35.0,,1.0,
283,2021-04-11,Hofstra,Northeastern,Home,,1,3.0,1.0,1.0,6.0,1.0,34.0,,,1.0,3.0,1.0,9.0,6.0,34.0,,1.0,
283,2021-04-16,Hofstra,Towson,Away,,2,,2.0,1.0,7.0,6.0,,,,,1.0,1.0,7.0,3.0,,,,
283,2021-04-18,Hofstra,Delaware,Away,,2,4.0,2.0,3.0,5.0,3.0,,,,,4.0,3.0,15.0,7.0,,,,
285,2021-03-07,Holy Cross,Boston U.,Home,,1,2.0,1.0,1.0,11.0,5.0,20.0,,,,2.0,1.0,13.0,8.0,19.0,,,
285,2021-03-21,Holy Cross,Colgate,Away,,0,1.0,,,14.0,8.0,21.0,,,2.0,1.0,2.0,16.0,10.0,33.0,,,
285,2021-03-28,Holy Cross,Lafayette,Home,,1,,1.0,1.0,7.0,3.0,17.0,,,1.0,2.0,1.0,10.0,4.0,19.0,,,
285,2021-04-04,Holy Cross,Lehigh,Away,,2,1.0,2.0,2.0,12.0,10.0,,,,2.0,1.0,1.0,23.0,10.0,,,,
285,2021-04-18,Holy Cross,Colgate,Home,,2,1.0,2.0,2.0,23.0,12.0,29.0,,,1.0,1.0,,19.0,9.0,38.0,,,1.0
285,2021-04-22,Holy Cross,Boston U.,Away,,1,5.0,1.0,1.0,9.0,4.0,,,,2.0,5.0,3.0,27.0,12.0,,,,1.0
306,2021-02-26,Indiana,Rutgers,Home,,0,3.0,,,3.0,1.0,,,,1.0,3.0,3.0,20.0,12.0,,,,1.0
306,2021-02-27,Indiana,Iowa,Home,,0,1.0,,,,,,,,,1.0,1.0,17.0,8.0,,,,
306,2021-03-05,Indiana,Michigan,Away,,1,2.0,1.0,1.0,4.0,3.0,,,,1.0,2.0,2.0,17.0,9.0,,,,
306,2021-03-07,Indiana,Michigan St.,Away,,0,2.0,,,1.0,,,,,,2.0,1.0,12.0,5.0,,,,
306,2021-03-12,Indiana,Northwestern,Away,,0,5.0,,,2.0,1.0,,,,,5.0,3.0,14.0,10.0,,,,
306,2021-03-14,Indiana,Northwestern,Away,,0,4.0,,,4.0,2.0,,,,,4.0,5.0,29.0,19.0,,,,
