ncaa_id,date,team,opponent,home_away,result,team_score,opponent_score,goals,ast,shatt,sog,fouls,rc,yc,gc,dsv,defensive_goals,defensive_ast,defensive_shatt,defensive_sog,defensive_fouls,defensive_rc,defensive_yc,defensive_gc,defensive_dsv
80,2025-09-28,Brown,UMass Lowell,Home,,4,0.0,4.0,4.0,22.0,14.0,,,,2.0,,,,4.0,2.0,,,1.0,1.0,
80,2025-10-03,Brown,Cornell,Home,,3,1.0,3.0,4.0,15.0,10.0,,,1.0,1.0,,1.0,,12.0,5.0,,,4.0,1.0,
80,2025-10-05,Brown,Maine,Home,,1,0.0,1.0,,21.0,12.0,,,,1.0,,,,5.0,4.0,,,,,
80,2025-10-10,Brown,Penn,Away,,4,1.0,4.0,,20.0,10.0,,,,,,1.0,1.0,9.0,4.0,,,2.0,,
80,2025-10-17,Brown,Harvard,Away,,1,3.0,1.0,1.0,5.0,3.0,23.0,,1.0,1.0,1.0,3.0,1.0,9.0,6.0,23.0,,,1.0,
80,2025-10-19,Brown,Bryant,Home,,8,2.0,8.0,10.0,35.0,21.0,,,,1.0,,2.0,3.0,6.0,4.0,,,,1.0,
80,2025-10-24,Brown,Princeton,Home,,1,2.0,1.0,1.0,3.0,3.0,,,1.0,3.0,1.0,2.0,1.0,28.0,13.0,,,3.0,1.0,
80,2025-10-26,Brown,Providence,Away,,5,1.0,5.0,6.0,18.0,14.0,,,,,,1.0,,3.0,3.0,,,,,
80,2025-11-01,Brown,Dartmouth,Away,,3,,3.0,4.0,20.0,11.0,,,1.0,2.0,,2.0,2.0,5.0,3.0,,,,1.0,2.0
80,2025-11-07,Brown,Harvard,Away,,0,2.0,,,10.0,5.0,,,1.0,,,2.0,1.0,12.0,8.0,,,,,
81,2025-08-29,Bryant,New Haven,Home,,6,0.0,6.0,5.0,16.0,12.0,4.0,,,,,,,,,2.0,,,,1.0
81,2025-08-31,Bryant,Stonehill,Home,,4,0.0,4.0,6.0,13.0,9.0,,,1.0,1.0,,,,7.0,,,,3.0,1.0,
81,2025-09-05,Bryant,Dartmouth,Home,,1,2.0,1.0,,4.0,3.0,,,,1.0,1.0,2.0,2.0,14.0,11.0,,,2.0,1.0,
81,2025-09-07,Bryant,Hofstra,Home,,1,,1.0,1.0,9.0,4.0,,,1.0,,,2.0,,10.0,5.0,,,1.0,1.0,
81,2025-09-12,Bryant,Providence,Away,,0,4.0,,,6.0,3.0,,,,1.0,,4.0,4.0,17.0,11.0,,,,1.0,
81,2025-09-21,Bryant,Boston U.,Away,,0,3.0,,,4.0,1.0,,,,,,3.0,2.0,21.0,15.0,,,,2.0,
81,2025-09-23,Bryant,Holy Cross,Home,,1,2.0,1.0,,8.0,5.0,,,,1.0,,2.0,2.0,10.0,7.0,,,,2.0,
81,2025-09-28,Bryant,La Salle,Away,,1,2.0,1.0,1.0,5.0,2.0,25.0,,1.0,2.0,,2.0,,15.0,6.0,31.0,,,1.0,
81,2025-10-03,Bryant,UMass Lowell,Home,,1,3.0,1.0,,7.0,7.0,,,,2.0,,3.0,,13.0,5.0,,,,,
81,2025-10-05,Bryant,Cornell,Home,,1,4.0,1.0,1.0,2.0,1.0,,,,1.0,2.0,4.0,4.0,19.0,14.0,,,,1.0,
81,2025-10-10,Bryant,UAlbany,Home,,0,3.0,,,6.0,2.0,,,,1.0,,3.0,2.0,10.0,8.0,,,,1.0,
81,2025-10-12,Bryant,Merrimack,Home,,1,0.0,1.0,,10.0,4.0,,,,3.0,,,,3.0,1.0,,,,1.0,
81,2025-10-17,Bryant,Maine,Away,,1,6.0,1.0,2.0,4.0,2.0,20.0,,,,1.0,6.0,3.0,27.0,21.0,26.0,,,,
81,2025-10-19,Bryant,Brown,Away,,2,8.0,2.0,3.0,6.0,4.0,,,,1.0,,8.0,10.0,35.0,21.0,,,,1.0,
81,2025-10-24,Bryant,Vermont,Home,,0,4.0,,,5.0,3.0,,,,1.0,,4.0,2.0,14.0,11.0,,,,2.0,
81,2025-10-26,Bryant,Bellarmine,Home,,2,0.0,2.0,2.0,11.0,7.0,,,,,,,,6.0,1.0,,,,,
81,2025-10-30,Bryant,New Hampshire,Away,,0,6.0,,,4.0,,,,,1.0,1.0,6.0,5.0,22.0,13.0,,,,1.0,
81,2025-11-02,Bryant,UAlbany,Away,,1,6.0,1.0,1.0,5.0,2.0,,,,,1.0,6.0,4.0,21.0,13.0,,,,,1.0
83,2025-08-29,Bucknell,Sacred Heart,Away,,2,1.0,2.0,2.0,14.0,2.0,41.0,,,2.0,,1.0,1.0,9.0,5.0,40.0,,,,
83,2025-08-31,Bucknell,Quinnipiac,Away,,0,2.0,,,10.0,3.0,23.0,,,,,2.0,2.0,12.0,6.0,30.0,,1.0,4.0,1.0
83,2025-09-05,Bucknell,Saint Francis,Home,,3,0.0,3.0,2.0,12.0,7.0,,,,1.0,,,,7.0,4.0,,,,1.0,
83,2025-09-07,Bucknell,Temple,Home,,1,3.0,1.0,2.0,7.0,1.0,,,1.0,1.0,,3.0,1.0,14.0,7.0,,,,1.0,
83,2025-09-12,Bucknell,Penn St.,Away,,1,2.0,1.0,1.0,8.0,3.0,,,,1.0,1.0,2.0,,10.0,6.0,,,,1.0,
83,2025-09-14,Bucknell,Delaware,Away,,1,3.0,1.0,,4.0,1.0,46.0,,,1.0,,3.0,2.0,20.0,13.0,38.0,,,,
83,2025-09-19,Bucknell,Colgate,Home,,5,0.0,5.0,5.0,21.0,12.0,,,,,,,,6.0,4.0,,,,1.0,1.0
83,2025-09-26,Bucknell,Lafayette,Away,,1,,1.0,1.0,10.0,5.0,27.0,,,2.0,,2.0,2.0,12.0,6.0,21.0,,,1.0,
83,2025-09-28,Bucknell,Michigan St.,Home,,4,0.0,4.0,2.0,20.0,14.0,,,,2.0,1.0,,,11.0,5.0,,,,1.0,
83,2025-10-04,Bucknell,Holy Cross,Home,,4,1.0,4.0,5.0,18.0,11.0,,,,,,1.0,,8.0,5.0,,,,,
83,2025-10-11,Bucknell,Boston U.,Away,,4,0.0,4.0,3.0,8.0,6.0,,,,,2.0,,,17.0,8.0,,,,2.0,
83,2025-10-17,Bucknell,American,Away,,2,3.0,2.0,1.0,18.0,10.0,,,,,1.0,3.0,4.0,18.0,13.0,,,,,
83,2025-10-19,Bucknell,Towson,Away,,4,2.0,4.0,3.0,23.0,13.0,,,,1.0,,2.0,1.0,13.0,8.0,,,1.0,2.0,2.0
83,2025-10-22,Bucknell,Lock Haven,Away,,4,0.0,4.0,1.0,31.0,22.0,25.0,,,,,,,7.0,4.0,22.0,,1.0,1.0,2.0
83,2025-10-26,Bucknell,Davidson,Home,,1,0.0,1.0,,17.0,7.0,,,1.0,2.0,3.0,,,15.0,8.0,,,,1.0,1.0
83,2025-11-01,Bucknell,Lehigh,Home,,5,2.0,5.0,7.0,24.0,14.0,,,,,,2.0,2.0,6.0,3.0,,,,,
83,2025-11-06,Bucknell,Lafayette,Home,,1,2.0,1.0,,7.0,2.0,,,,1.0,,2.0,,13.0,11.0,,,,,
107,2025-08-29,California,Monmouth,Away,,2,7.0,2.0,3.0,20.0,8.0,,,,1.0,,7.0,8.0,14.0,12.0,,,,,
107,2025-08-31,California,Delaware,Away,,5,4.0,5.0,5.0,17.0,9.0,39.0,,3.0,1.0,,4.0,4.0,13.0,7.0,41.0,,1.0,,1.0
107,2025-09-05,California,Harvard,Home,,1,,1.0,,6.0,1.0,37.0,,,,,2.0,,12.0,2.0,40.0,,,1.0,
107,2025-09-07,California,Ball St.,Home,,3,0.0,3.0,2.0,23.0,8.0,,,,1.0,,,,1.0,,,,,,2.0
107,2025-09-14,California,Ohio,Home,,9,0.0,9.0,7.0,23.0,13.0,,,,,1.0,,,3.0,2.0,,,,,
107,2025-09-19,California,North Carolina,Away,,1,5.0,1.0,2.0,9.0,4.0,,,1.0,3.0,,5.0,3.0,16.0,8.0,,,,1.0,
107,2025-09-21,California,Duke,Away,,0,2.0,,,3.0,,,,,2.0,,2.0,,11.0,6.0,,,,1.0,
107,2025-09-26,California,Virginia,Home,,2,3.0,2.0,3.0,11.0,3.0,,,,1.0,1.0,3.0,2.0,14.0,7.0,,,,1.0,1.0
107,2025-09-28,California,UC Davis,Home,,4,1.0,4.0,2.0,18.0,8.0,,,,,,1.0,1.0,4.0,1.0,,,,,
107,2025-10-10,California,Boston College,Home,,2,,1.0,1.0,15.0,5.0,,,,,,1.0,1.0,13.0,7.0,,,,1.0,
107,2025-10-12,California,Syracuse,Home,,1,0.0,1.0,,6.0,4.0,,,,,2.0,,,17.0,9.0,,,,,
107,2025-10-17,California,Louisville,Away,,1,3.0,1.0,1.0,5.0,1.0,,,,2.0,,3.0,3.0,11.0,6.0,,,2.0,1.0,
107,2025-10-19,California,Wake Forest,Away,,2,6.0,2.0,2.0,9.0,6.0,,,,,,6.0,7.0,18.0,13.0,,,,,
107,2025-10-24,California,UC Davis,Away,,2,,2.0,2.0,13.0,3.0,,,,,,1.0,1.0,5.0,2.0,,,,,
107,2025-10-30,California,Stanford,Home,,3,1.0,3.0,2.0,9.0,5.0,,,,,,1.0,1.0,7.0,3.0,,,,,1.0
107,2025-11-04,California,Duke,Home,,1,7.0,1.0,,1.0,1.0,,,,,,7.0,5.0,28.0,15.0,,,,1.0,
129,2025-08-29,Central Mich.,Drexel,Away,,1,2.0,1.0,2.0,3.0,1.0,5.0,,,,,2.0,1.0,21.0,13.0,2.0,,1.0,2.0,
129,2025-08-31,Central Mich.,Temple,Away,,3,4.0,3.0,1.0,13.0,10.0,24.0,,,1.0,1.0,4.0,3.0,35.0,23.0,37.0,,,1.0,
129,2025-09-05,Central Mich.,Mercyhurst,Home,,4,0.0,4.0,3.0,32.0,21.0,25.0,,,,,,,1.0,,30.0,,,,1.0
129,2025-09-07,Central Mich.,Mercyhurst,Home,,2,1.0,2.0,,24.0,9.0,42.0,,,1.0,,1.0,1.0,7.0,4.0,29.0,,,,
129,2025-09-12,Central Mich.,Colgate,Away,,2,1.0,2.0,2.0,13.0,9.0,31.0,,,3.0,1.0,1.0,1.0,11.0,6.0,35.0,,,1.0,
129,2025-09-13,Central Mich.,LIU,Home,,9,6.0,9.0,7.0,23.0,15.0,34.0,,1.0,1.0,,6.0,4.0,25.0,18.0,37.0,1.0,,,
129,2025-09-19,Central Mich.,James Madison,Home,,2,5.0,2.0,2.0,11.0,8.0,18.0,,,,,5.0,1.0,17.0,12.0,30.0,,,,
