rank,institution,conference,past_wins,past_losses,past_ties,past_pct,future_wins,future_losses,future_ties,future_pct,cumulative_wins,cumulative_losses,cumulative_ties,cumulative_pct
45,Miami (OH),MAC,198,199,0,0.499,0,0,0,0.000,198,199,0,0.499
46,James Madison,DI Independent,152,155,0,0.495,0,0,0,0.000,152,155,0,0.495
47,Monmouth,CAA,155,159,0,0.494,0,0,0,0.000,155,159,0,0.494
48,Ohio,MAC,142,148,0,0.490,0,0,0,0.000,142,148,0,0.490
49,Lehigh,Patriot,142,150,0,0.486,0,0,0,0.000,142,150,0,0.486
50,Kent St.,MAC,157,168,0,0.483,0,0,0,0.000,157,168,0,0.483
51,Central Mich.,MAC,140,153,0,0.478,0,0,0,0.000,140,153,0,0.478
52,Georgetown,Big East,148,162,0,0.477,0,0,0,0.000,148,162,0,0.477
53,Cornell,Ivy League,133,146,0,0.477,0,0,0,0.000,133,146,0,0.477
54,Wagner,NEC,143,160,0,0.472,0,0,0,0.000,143,160,0,0.472
55,UMass Lowell,America East,143,161,0,0.470,0,0,0,0.000,143,161,0,0.470
56,Towson,CAA,144,164,0,0.468,0,0,0,0.000,144,164,0,0.468
57,Brown,Ivy League,124,141,0,0.468,0,0,0,0.000,124,141,0,0.468
58,Hofstra,CAA,142,166,0,0.461,0,0,0,0.000,142,166,0,0.461
59,Merrimack,NEC,131,154,0,0.460,0,0,0,0.000,131,154,0,0.460
60,Longwood,MAC,143,169,0,0.458,0,0,0,0.000,143,169,0,0.458
61,VCU,Atlantic 10,148,177,0,0.455,0,0,0,0.000,148,177,0,0.455
62,Saint Louis,Atlantic 10,118,144,0,0.450,0,0,0,0.000,118,144,0,0.450
63,Dartmouth,Ivy League,111,140,0,0.442,0,0,0,0.000,111,140,0,0.442
64,Queens (NC),DI Independent,128,162,0,0.441,0,0,0,0.000,128,162,0,0.441
65,New Hampshire,America East,138,177,0,0.438,0,0,0,0.000,138,177,0,0.438
66,Providence,Big East,134,173,0,0.436,0,0,0,0.000,134,173,0,0.436
67,Sacred Heart,NEC,142,184,0,0.436,0,0,0,0.000,142,184,0,0.436
68,LIU,NEC,110,144,0,0.433,0,0,0,0.000,110,144,0,0.433
69,Fairfield,NEC,129,172,0,0.429,0,0,0,0.000,129,172,0,0.429
70,Bryant,America East,119,162,0,0.423,0,0,0,0.000,119,162,0,0.423
71,Davidson,Atlantic 10,125,176,0,0.415,0,0,0,0.000,125,176,0,0.415
72,Richmond,Atlantic 10,125,182,0,0.407,0,0,0,0.000,125,182,0,0.407
73,Lock Haven,Atlantic 10,117,173,0,0.403,0,0,0,0.000,117,173,0,0.403
74,App State,MAC,130,194,0,0.401,0,0,0,0.000,130,194,0,0.401
75,Bellarmine,MAC,115,175,0,0.397,0,0,0,0.000,115,175,0,0.397
76,Colgate,Patriot,109,168,0,0.394,0,0,0,0.000,109,168,0,0.394
77,Stonehill,NEC,113,183,0,0.382,0,0,0,0.000,113,183,0,0.382
78,Holy Cross,Patriot,102,174,0,0.370,0,0,0,0.000,102,174,0,0.370
79,Saint Francis,NEC,114,194,0,0.370,0,0,0,0.000,114,194,0,0.370
80,Ball St.,MAC,110,189,0,0.368,0,0,0,0.000,110,189,0,0.368
81,Rider,NEC,110,191,0,0.365,0,0,0,0.000,110,191,0,0.365
82,Lindenwood,DI Independent,75,149,0,0.335,0,0,0,0.000,75,149,0,0.335
