ncaa_id,date,team,opponent,home_away,result,team_score,opponent_score,goals,ast,shatt,sog,fouls,rc,yc,gc,defensive_goals,defensive_ast,defensive_shatt,defensive_sog,defensive_fouls,defensive_rc,defensive_yc,defensive_gc
23,2021-11-04,American,Lehigh,Home,,1,0.0,1.0,,7.0,5.0,,,,1.0,,,7.0,5.0,,,,2.0
23,2021-11-06,American,Lafayette,Home,,2,1.0,2.0,2.0,11.0,4.0,,,,1.0,1.0,1.0,7.0,3.0,,,,1.0
23,2021-11-12,American,Iowa,Away,,2,3.0,2.0,1.0,3.0,3.0,,,1.0,1.0,3.0,4.0,12.0,8.0,,,,1.0
27,2021-08-28,App State,Georgetown,Home,,2,3.0,2.0,1.0,22.0,14.0,,,1.0,,3.0,5.0,11.0,7.0,,,,
27,2021-08-29,App State,Towson,Away,,3,1.0,3.0,1.0,20.0,16.0,,,,,1.0,2.0,9.0,7.0,,,,2.0
27,2021-09-04,App State,Wake Forest,Away,,1,5.0,1.0,1.0,6.0,3.0,,,,,5.0,3.0,24.0,12.0,,,1.0,
27,2021-09-10,App State,James Madison,Home,,2,0.0,2.0,3.0,5.0,3.0,,,,,,,17.0,8.0,,,,1.0
27,2021-09-12,App State,Ohio St.,Home,,0,2.0,,,5.0,3.0,,,,,2.0,2.0,19.0,13.0,,,,
27,2021-09-17,App State,Miami (OH),Home,,0,1.0,,,6.0,2.0,,,,,1.0,1.0,18.0,8.0,,,,2.0
27,2021-09-19,App State,Davidson,Home,,6,3.0,6.0,3.0,23.0,17.0,,,,,3.0,4.0,10.0,8.0,,,,1.0
27,2021-10-01,App State,Ohio,Home,,2,1.0,2.0,,14.0,7.0,,,,,1.0,1.0,7.0,4.0,,,,2.0
27,2021-10-08,App State,Ball St.,Away,,0,,,,16.0,11.0,,,,1.0,1.0,1.0,16.0,7.0,,,,
27,2021-10-10,App State,Bellarmine,Away,,4,2.0,4.0,4.0,20.0,13.0,,,,2.0,2.0,2.0,13.0,3.0,,,,1.0
27,2021-10-15,App State,Longwood,Away,,0,3.0,,,7.0,3.0,30.0,,,1.0,3.0,3.0,11.0,5.0,39.0,,1.0,2.0
27,2021-10-17,App State,La Salle,Home,,3,1.0,3.0,2.0,11.0,5.0,,,,,1.0,,10.0,7.0,,,,2.0
27,2021-10-22,App State,Kent St.,Home,,1,,1.0,2.0,15.0,7.0,,,,,2.0,2.0,14.0,4.0,,,,1.0
27,2021-10-29,App State,Central Mich.,Away,,3,1.0,3.0,1.0,10.0,7.0,,,,,1.0,,7.0,3.0,,,,
27,2021-10-30,App State,Central Mich.,Away,,1,2.0,1.0,,8.0,6.0,,,,,2.0,2.0,9.0,5.0,,,,1.0
47,2021-08-27,Ball St.,Ohio St.,Home,,0,1.0,,,6.0,3.0,,,,,1.0,,15.0,7.0,,,,2.0
47,2021-08-29,Ball St.,Bellarmine,Away,,1,2.0,1.0,1.0,16.0,10.0,,,,1.0,2.0,3.0,7.0,7.0,,,,
47,2021-09-03,Ball St.,Lock Haven,Away,,1,,1.0,1.0,9.0,7.0,,,,3.0,2.0,2.0,5.0,2.0,,,,
47,2021-09-05,Ball St.,Saint Francis,Away,,2,,2.0,1.0,9.0,7.0,35.0,,,2.0,1.0,,6.0,2.0,54.0,,,1.0
47,2021-09-06,Ball St.,Saint Louis,Home,,1,0.0,1.0,1.0,10.0,5.0,,,,1.0,,,4.0,3.0,,,,2.0
47,2021-09-10,Ball St.,Michigan,Away,,0,12.0,,,,,,,,1.0,12.0,5.0,39.0,33.0,,,,1.0
47,2021-09-12,Ball St.,Michigan St.,Away,,1,7.0,1.0,1.0,6.0,3.0,,,,3.0,7.0,5.0,21.0,16.0,,,,
47,2021-09-17,Ball St.,Central Mich.,Home,,2,1.0,2.0,,7.0,6.0,,,,3.0,1.0,1.0,5.0,4.0,,,,
47,2021-09-24,Ball St.,Ohio,Away,,0,3.0,,,6.0,4.0,,,,,3.0,2.0,18.0,11.0,,,,
47,2021-09-26,Ball St.,Indiana,Home,,0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,18.0,8.0,,,,3.0
47,2021-10-01,Ball St.,Miami (OH),Away,,0,5.0,,,6.0,5.0,,,1.0,2.0,5.0,4.0,16.0,14.0,,,1.0,3.0
47,2021-10-08,Ball St.,App State,Home,,1,,1.0,1.0,16.0,7.0,,,,,,,16.0,11.0,,,,1.0
47,2021-10-10,Ball St.,Northwestern,Home,,1,6.0,1.0,1.0,3.0,2.0,,,,1.0,6.0,6.0,48.0,28.0,,,,1.0
47,2021-10-15,Ball St.,Bellarmine,Home,,1,2.0,1.0,,15.0,9.0,,,1.0,3.0,2.0,1.0,15.0,9.0,,,,4.0
47,2021-10-22,Ball St.,Longwood,Away,,1,5.0,1.0,,5.0,5.0,32.0,,,2.0,5.0,7.0,25.0,17.0,29.0,,,2.0
47,2021-10-24,Ball St.,VCU,Away,,0,4.0,,,3.0,2.0,45.0,,,,4.0,1.0,23.0,16.0,32.0,,,
47,2021-10-30,Ball St.,Kent St.,Home,,1,2.0,1.0,,4.0,2.0,,,,2.0,2.0,2.0,33.0,26.0,,,,
52,2021-08-29,Bellarmine,Ball St.,Home,,2,1.0,2.0,3.0,7.0,7.0,,,,,1.0,1.0,16.0,10.0,,,,1.0
52,2021-09-03,Bellarmine,Rider,Home,,1,5.0,1.0,1.0,9.0,4.0,,,,2.0,5.0,3.0,24.0,14.0,,,,1.0
52,2021-09-06,Bellarmine,Indiana,Away,,0,3.0,,,2.0,1.0,,,,1.0,3.0,2.0,16.0,9.0,,,,1.0
52,2021-09-10,Bellarmine,UC Davis,Home,,1,5.0,1.0,2.0,7.0,2.0,,,,1.0,5.0,2.0,34.0,21.0,,,,
52,2021-09-12,Bellarmine,Davidson,Away,,1,3.0,1.0,,9.0,2.0,,,,1.0,3.0,3.0,17.0,10.0,,,,1.0
52,2021-09-18,Bellarmine,Longwood,Away,,0,6.0,,,2.0,,29.0,,,1.0,6.0,5.0,26.0,19.0,24.0,,,1.0
52,2021-09-19,Bellarmine,VCU,Away,,1,6.0,1.0,,5.0,3.0,31.0,,,,6.0,7.0,23.0,11.0,36.0,,,1.0
52,2021-09-25,Bellarmine,Lock Haven,Home,,2,6.0,2.0,2.0,14.0,9.0,,,,3.0,6.0,3.0,20.0,14.0,,,,
52,2021-09-26,Bellarmine,Saint Louis,Away,,2,3.0,2.0,2.0,10.0,4.0,,,,4.0,3.0,3.0,18.0,11.0,,,1.0,2.0
52,2021-10-02,Bellarmine,Kent St.,Home,,0,5.0,,,9.0,5.0,,,1.0,1.0,5.0,6.0,24.0,14.0,,,1.0,2.0
52,2021-10-08,Bellarmine,Ohio,Away,,4,,4.0,3.0,7.0,6.0,,,,1.0,5.0,5.0,24.0,16.0,,,,
52,2021-10-10,Bellarmine,App State,Home,,2,4.0,2.0,2.0,13.0,3.0,,,,1.0,4.0,4.0,20.0,13.0,,,,2.0
52,2021-10-15,Bellarmine,Ball St.,Away,,2,1.0,2.0,1.0,15.0,9.0,,,,4.0,1.0,,15.0,9.0,,,1.0,3.0
52,2021-10-22,Bellarmine,Central Mich.,Home,,3,0.0,3.0,2.0,5.0,4.0,,,,,,,13.0,8.0,,,,
52,2021-10-29,Bellarmine,Miami (OH),Away,,0,5.0,,,2.0,2.0,,,,2.0,5.0,4.0,29.0,17.0,,,,1.0
52,2021-10-31,Bellarmine,Saint Francis,Home,,6,2.0,6.0,3.0,15.0,8.0,,,2.0,3.0,2.0,1.0,30.0,15.0,,,,1.0
67,2021-08-27,Boston College,Quinnipiac,Home,,3,0.0,3.0,1.0,19.0,10.0,,,,,,,6.0,4.0,,,,
67,2021-08-28,Boston College,Maine,Home,,3,,3.0,2.0,25.0,11.0,11.0,,,,2.0,2.0,9.0,6.0,11.0,,,1.0
67,2021-09-03,Boston College,Maryland,Home,,3,2.0,3.0,2.0,14.0,7.0,,,,,2.0,3.0,13.0,7.0,,,,
67,2021-09-05,Boston College,Northwestern,Home,,2,1.0,2.0,1.0,8.0,4.0,,,,1.0,1.0,1.0,13.0,5.0,,,,
67,2021-09-10,Boston College,UConn,Home,,2,1.0,2.0,1.0,16.0,11.0,,,,2.0,1.0,,9.0,4.0,,,,2.0
67,2021-09-12,Boston College,Boston U.,Home,,3,2.0,3.0,3.0,28.0,19.0,1.0,,,1.0,2.0,1.0,6.0,3.0,2.0,,,1.0
67,2021-09-17,Boston College,Syracuse,Home,,1,3.0,1.0,,7.0,5.0,,,,,3.0,2.0,15.0,8.0,,,,
67,2021-09-19,Boston College,New Hampshire,Away,,4,,4.0,2.0,29.0,12.0,,,,,3.0,3.0,10.0,5.0,,,,2.0
67,2021-09-24,Boston College,North Carolina,Away,,1,6.0,1.0,2.0,7.0,3.0,,,,1.0,6.0,5.0,18.0,13.0,,,,1.0
67,2021-10-03,Boston College,Massachusetts,Home,,2,,2.0,2.0,15.0,10.0,,,,2.0,2.0,,15.0,9.0,,,,1.0
67,2021-10-09,Boston College,Virginia,Away,,1,,1.0,1.0,7.0,7.0,,,,,,,12.0,5.0,,,,
67,2021-10-10,Boston College,Richmond,Away,,3,0.0,3.0,1.0,15.0,12.0,,,,,,,9.0,4.0,,,,
67,2021-10-15,Boston College,Louisville,Home,,2,,2.0,,8.0,7.0,,,1.0,,3.0,2.0,8.0,5.0,,,,1.0
67,2021-10-17,Boston College,Saint Joseph's,Home,,0,2.0,,,7.0,3.0,,,,1.0,2.0,,14.0,10.0,,,,2.0
67,2021-10-22,Boston College,Duke,Home,,3,1.0,3.0,3.0,16.0,9.0,,,,,1.0,2.0,13.0,5.0,,,,1.0
67,2021-10-24,Boston College,Northeastern,Away,,2,1.0,2.0,,14.0,13.0,,,,1.0,1.0,1.0,10.0,2.0,,,1.0,3.0
67,2021-10-29,Boston College,Wake Forest,Away,,2,1.0,2.0,2.0,7.0,6.0,,,,1.0,1.0,,4.0,2.0,,,,1.0
67,2021-11-04,Boston College,Virginia,Home,,0,2.0,,,8.0,3.0,,,,2.0,2.0,1.0,8.0,7.0,,,,
68,2021-08-27,Boston U.,Monmouth,Home,,2,1.0,2.0,2.0,9.0,3.0,,,,,1.0,2.0,13.0,8.0,,,,1.0
68,2021-08-29,Boston U.,Providence,Away,,1,2.0,1.0,2.0,16.0,13.0,,,,1.0,2.0,2.0,5.0,4.0,,,,1.0
68,2021-09-03,Boston U.,New Hampshire,Home,,3,1.0,3.0,3.0,7.0,4.0,,,,1.0,1.0,,5.0,3.0,,,,
68,2021-09-05,Boston U.,Iowa,Home,,0,4.0,,,3.0,1.0,,,,2.0,4.0,4.0,19.0,14.0,,,,1.0
68,2021-09-10,Boston U.,UMass Lowell,Home,,0,4.0,,,6.0,3.0,,,,2.0,4.0,2.0,10.0,6.0,,,,1.0
68,2021-09-12,Boston U.,Boston College,Away,,2,3.0,2.0,1.0,6.0,3.0,2.0,,,1.0,3.0,3.0,28.0,19.0,1.0,,,1.0
68,2021-09-17,Boston U.,Lehigh,Away,,1,2.0,1.0,2.0,9.0,5.0,,,,,2.0,2.0,11.0,8.0,,,,
68,2021-09-19,Boston U.,Princeton,Away,,0,7.0,,,4.0,2.0,31.0,,,1.0,7.0,5.0,18.0,11.0,23.0,,,1.0
68,2021-09-25,Boston U.,Bucknell,Home,,1,,1.0,1.0,11.0,7.0,,,,2.0,2.0,2.0,13.0,10.0,,,,1.0
68,2021-09-26,Boston U.,Northeastern,Away,,1,2.0,1.0,2.0,6.0,3.0,,,1.0,3.0,2.0,2.0,17.0,14.0,,,1.0,1.0
68,2021-10-03,Boston U.,Maine,Home,,2,3.0,2.0,1.0,10.0,7.0,,,,,3.0,2.0,16.0,11.0,,,,1.0
68,2021-10-09,Boston U.,Lafayette,Home,,1,3.0,1.0,,12.0,7.0,,,,1.0,3.0,3.0,9.0,7.0,,,,3.0
68,2021-10-10,Boston U.,UConn,Away,,0,8.0,,,10.0,4.0,15.0,,,1.0,8.0,10.0,32.0,18.0,15.0,,,
68,2021-10-16,Boston U.,Colgate,Away,,3,1.0,3.0,4.0,11.0,9.0,9.0,,1.0,2.0,1.0,2.0,12.0,8.0,5.0,,,1.0
68,2021-10-18,Boston U.,Harvard,Home,,0,1.0,,,6.0,2.0,,,,,1.0,,8.0,6.0,,,,
68,2021-10-23,Boston U.,American,Home,,1,3.0,1.0,1.0,11.0,9.0,,,,,3.0,1.0,16.0,10.0,,,,1.0
68,2021-10-24,Boston U.,Duke,Home,,0,3.0,,,3.0,2.0,,,1.0,1.0,3.0,2.0,19.0,15.0,,,,1.0
68,2021-10-29,Boston U.,Holy Cross,Away,,6,1.0,6.0,3.0,26.0,18.0,13.0,,,,1.0,1.0,6.0,4.0,6.0,,,1.0
80,2021-09-03,Brown,Saint Francis,Home,,2,0.0,2.0,2.0,16.0,9.0,40.0,,1.0,1.0,,,7.0,5.0,36.0,,,
80,2021-09-05,Brown,Merrimack,Home,,2,1.0,2.0,2.0,23.0,18.0,30.0,,,1.0,1.0,1.0,2.0,2.0,42.0,,1.0,
80,2021-09-10,Brown,Bryant,Home,,5,1.0,5.0,2.0,25.0,21.0,23.0,,,1.0,1.0,,7.0,3.0,14.0,,1.0,
80,2021-09-12,Brown,Vermont,Away,,0,2.0,,,7.0,2.0,48.0,,,3.0,2.0,4.0,16.0,10.0,38.0,,1.0,1.0
80,2021-09-17,Brown,California,Away,,1,2.0,1.0,2.0,6.0,3.0,,,,,2.0,,13.0,6.0,,,,
80,2021-09-19,Brown,UC Davis,Away,,1,2.0,1.0,,21.0,7.0,,,,1.0,2.0,2.0,12.0,7.0,,,,2.0
80,2021-09-25,Brown,Yale,Away,,1,2.0,1.0,,7.0,5.0,,,1.0,2.0,2.0,2.0,10.0,8.0,,,,
80,2021-09-26,Brown,Georgetown,Home,,1,,1.0,2.0,13.0,6.0,,,2.0,2.0,1.0,1.0,24.0,10.0,,,1.0,4.0
80,2021-10-02,Brown,Dartmouth,Home,,3,0.0,3.0,3.0,17.0,9.0,,,,,,,7.0,5.0,,,,
80,2021-10-05,Brown,Holy Cross,Away,,4,0.0,4.0,3.0,17.0,11.0,20.0,,,1.0,,,9.0,2.0,15.0,,1.0,2.0
80,2021-10-09,Brown,Columbia,Away,,1,0.0,1.0,,3.0,3.0,24.0,,,,,,12.0,7.0,27.0,,,
80,2021-10-10,Brown,Lafayette,Home,,1,,1.0,1.0,13.0,5.0,21.0,,,1.0,2.0,1.0,9.0,5.0,34.0,,1.0,2.0
80,2021-10-16,Brown,Penn,Home,,2,3.0,2.0,1.0,18.0,11.0,,,,1.0,3.0,3.0,15.0,10.0,,,,3.0
80,2021-10-17,Brown,Providence,Away,,0,2.0,,,13.0,6.0,,,1.0,3.0,2.0,2.0,10.0,6.0,,,,
80,2021-10-23,Brown,Cornell,Away,,3,,3.0,3.0,11.0,8.0,,,,1.0,4.0,5.0,19.0,12.0,,,,2.0
80,2021-10-30,Brown,Princeton,Home,,0,3.0,,,5.0,3.0,,,,2.0,3.0,2.0,11.0,7.0,,,,1.0
80,2021-11-06,Brown,Harvard,Away,,0,4.0,,,4.0,3.0,,,,1.0,4.0,4.0,18.0,16.0,,,1.0,
81,2021-08-27,Bryant,Providence,Away,,0,4.0,,,,,,,1.0,2.0,4.0,4.0,23.0,18.0,,,,
81,2021-08-29,Bryant,UMass Lowell,Away,,0,5.0,,,4.0,3.0,,,,,5.0,3.0,24.0,16.0,,,,1.0
81,2021-09-03,Bryant,La Salle,Away,,2,4.0,2.0,1.0,14.0,7.0,37.0,,,,4.0,4.0,22.0,13.0,29.0,,,4.0
81,2021-09-05,Bryant,Lehigh,Away,,1,3.0,1.0,1.0,5.0,3.0,,,,,3.0,2.0,32.0,19.0,,,,
81,2021-09-10,Bryant,Brown,Away,,1,5.0,1.0,,7.0,3.0,14.0,,1.0,,5.0,2.0,25.0,21.0,23.0,,,1.0
81,2021-09-12,Bryant,Dartmouth,Away,,1,2.0,1.0,,4.0,3.0,,,,,2.0,2.0,13.0,7.0,,,,
81,2021-09-17,Bryant,New Hampshire,Home,,1,,1.0,,4.0,4.0,20.0,,,,2.0,2.0,34.0,25.0,22.0,,,
81,2021-09-19,Bryant,Vermont,Home,,2,4.0,2.0,1.0,10.0,7.0,,,,1.0,4.0,3.0,19.0,9.0,,,,1.0
81,2021-09-21,Bryant,Holy Cross,Away,,0,2.0,,,9.0,5.0,18.0,,,,2.0,2.0,22.0,12.0,21.0,,,
81,2021-10-01,Bryant,Sacred Heart,Away,,3,,3.0,,10.0,6.0,50.0,,1.0,1.0,4.0,,16.0,13.0,32.0,,,1.0
81,2021-10-08,Bryant,Saint Francis,Home,,0,5.0,,,8.0,3.0,,,,,5.0,3.0,26.0,18.0,,,,
81,2021-10-10,Bryant,Wagner,Home,,1,,1.0,,12.0,5.0,,,,,2.0,2.0,31.0,20.0,,,,
81,2021-10-15,Bryant,Rider,Away,,1,5.0,1.0,,4.0,4.0,55.0,,,1.0,5.0,5.0,24.0,19.0,65.0,,,1.0
81,2021-10-17,Bryant,Maine,Home,,0,4.0,,,3.0,,,,,,4.0,3.0,25.0,18.0,,,,
81,2021-10-22,Bryant,Merrimack,Away,,3,0.0,3.0,1.0,17.0,10.0,39.0,,,1.0,,,14.0,5.0,35.0,,,
81,2021-10-24,Bryant,LIU,Home,,1,0.0,1.0,1.0,7.0,4.0,,,,,,,10.0,6.0,,,,2.0
81,2021-10-29,Bryant,Fairfield,Home,,1,2.0,1.0,2.0,3.0,2.0,,,,3.0,2.0,1.0,17.0,14.0,,,,
81,2021-10-31,Bryant,Northeastern,Away,,1,4.0,1.0,,5.0,4.0,,,,1.0,4.0,3.0,31.0,20.0,,,,
83,2021-08-27,Bucknell,James Madison,Home,,0,3.0,,,7.0,1.0,,,,1.0,3.0,3.0,14.0,9.0,,,,2.0
83,2021-08-29,Bucknell,LIU,Home,,2,,2.0,4.0,17.0,10.0,,,1.0,1.0,1.0,2.0,4.0,3.0,,,2.0,4.0
83,2021-09-03,Bucknell,Villanova,Away,,1,3.0,1.0,2.0,10.0,6.0,31.0,,,3.0,3.0,4.0,11.0,6.0,24.0,,1.0,2.0
83,2021-09-05,Bucknell,Temple,Away,,2,1.0,2.0,3.0,8.0,4.0,,,,1.0,1.0,,5.0,3.0,,,,2.0
83,2021-09-12,Bucknell,Lock Haven,Away,,2,0.0,2.0,2.0,12.0,9.0,,,,,,,3.0,2.0,,,,
83,2021-09-18,Bucknell,Holy Cross,Home,,7,2.0,7.0,8.0,28.0,17.0,,,,1.0,2.0,2.0,6.0,5.0,,,1.0,2.0
83,2021-09-19,Bucknell,Sacred Heart,Home,,4,2.0,4.0,4.0,19.0,7.0,,,,,2.0,2.0,6.0,3.0,,,,1.0
83,2021-09-25,Bucknell,Boston U.,Away,,2,,2.0,2.0,13.0,10.0,,,,1.0,1.0,1.0,11.0,7.0,,,,2.0
83,2021-09-26,Bucknell,Harvard,Away,,1,4.0,1.0,1.0,9.0,4.0,,,,1.0,4.0,2.0,15.0,10.0,,,,1.0
83,2021-10-02,Bucknell,American,Away,,2,3.0,2.0,2.0,9.0,6.0,,,,3.0,3.0,2.0,12.0,8.0,,,,3.0
83,2021-10-09,Bucknell,Penn St.,Away,,1,4.0,1.0,2.0,4.0,3.0,,,,2.0,4.0,1.0,25.0,17.0,,,,
83,2021-10-10,Bucknell,Cornell,Home,,2,4.0,2.0,1.0,16.0,11.0,,,,2.0,4.0,6.0,7.0,6.0,,,1.0,3.0
83,2021-10-16,Bucknell,Lehigh,Home,,6,1.0,6.0,9.0,13.0,11.0,,,,1.0,1.0,1.0,12.0,6.0,,,,1.0
83,2021-10-17,Bucknell,Kent St.,Home,,1,2.0,1.0,,10.0,6.0,,,1.0,,2.0,2.0,4.0,3.0,,,,1.0
83,2021-10-22,Bucknell,Colgate,Home,,4,2.0,4.0,2.0,15.0,7.0,,,,2.0,2.0,3.0,9.0,5.0,,,,1.0
83,2021-10-30,Bucknell,Lafayette,Away,,2,,2.0,3.0,13.0,10.0,,,,,3.0,2.0,21.0,13.0,,,,
83,2021-10-31,Bucknell,Drexel,Away,,1,2.0,1.0,,11.0,6.0,,,1.0,,2.0,1.0,17.0,7.0,,,,3.0
83,2021-11-04,Bucknell,Lafayette,Away,,3,,3.0,4.0,10.0,5.0,5.0,,,1.0,4.0,1.0,11.0,6.0,6.0,,,3.0
107,2021-08-27,California,Stanford,Away,,1,0.0,1.0,1.0,2.0,2.0,,,,2.0,,,3.0,2.0,,,,
107,2021-08-29,California,Liberty,Home,,0,3.0,,,6.0,2.0,22.0,,1.0,1.0,3.0,3.0,8.0,3.0,14.0,,,
107,2021-09-05,California,Dartmouth,Home,,1,0.0,1.0,,19.0,11.0,,,,1.0,,,1.0,,,,,1.0
107,2021-09-10,California,Towson,Away,,4,1.0,4.0,4.0,22.0,18.0,,,,1.0,1.0,2.0,8.0,5.0,,,,1.0
107,2021-09-12,California,Maryland,Away,,0,4.0,,,3.0,2.0,,,,,4.0,4.0,24.0,16.0,,,,1.0
107,2021-09-17,California,Brown,Home,,2,1.0,2.0,,13.0,6.0,,,,,1.0,2.0,6.0,3.0,,,,
107,2021-09-19,California,Northwestern,Home,,1,5.0,1.0,1.0,3.0,3.0,,,,,5.0,3.0,16.0,10.0,,,,1.0
107,2021-09-24,California,New Hampshire,Away,,3,2.0,3.0,3.0,12.0,6.0,,,,,2.0,,12.0,8.0,,,,
107,2021-09-26,California,UMass Lowell,Away,,1,,1.0,,19.0,11.0,,,,,,,9.0,4.0,,,1.0,
107,2021-10-08,California,Maine,Away,,1,4.0,1.0,1.0,4.0,3.0,29.0,,,1.0,4.0,2.0,18.0,9.0,20.0,,,1.0
107,2021-10-10,California,Vermont,Away,,2,0.0,2.0,2.0,13.0,10.0,42.0,,,3.0,,,20.0,6.0,26.0,,,1.0
107,2021-10-17,California,UC Davis,Away,,2,0.0,2.0,2.0,15.0,11.0,,,,1.0,,,12.0,3.0,,,,
107,2021-10-22,California,Stanford,Home,,2,0.0,2.0,,6.0,3.0,,,,,,,13.0,6.0,,,,
107,2021-10-29,California,Monmouth,Away,,2,3.0,2.0,,9.0,6.0,,,,2.0,3.0,3.0,25.0,14.0,,,1.0,
107,2021-10-31,California,UAlbany,Away,,1,,1.0,2.0,15.0,11.0,,,1.0,2.0,2.0,,11.0,7.0,,,,3.0
107,2021-11-04,California,New Hampshire,Home,,2,1.0,2.0,,17.0,12.0,30.0,,,,1.0,1.0,13.0,7.0,31.0,,,
107,2021-11-05,California,Maine,Away,,1,2.0,1.0,1.0,5.0,4.0,35.0,,,,2.0,1.0,28.0,20.0,39.0,,,
129,2021-08-27,Central Mich.,Indiana,Home,,2,3.0,2.0,2.0,8.0,2.0,,,,,3.0,1.0,18.0,13.0,,,,2.0
129,2021-08-29,Central Mich.,Davidson,Home,,1,2.0,1.0,1.0,11.0,6.0,,,,1.0,2.0,2.0,15.0,8.0,,,,
129,2021-09-05,Central Mich.,Michigan,Home,,0,8.0,,,1.0,1.0,,,,,8.0,5.0,36.0,22.0,,,,
129,2021-09-10,Central Mich.,Dartmouth,Away,,1,2.0,1.0,1.0,7.0,2.0,,,,1.0,2.0,3.0,4.0,3.0,,,,2.0
129,2021-09-12,Central Mich.,Merrimack,Away,,4,1.0,4.0,2.0,15.0,8.0,40.0,,1.0,,1.0,,6.0,4.0,44.0,,2.0,
129,2021-09-17,Central Mich.,Ball St.,Away,,1,2.0,1.0,1.0,5.0,4.0,,,,,2.0,,7.0,6.0,,,,3.0
129,2021-09-19,Central Mich.,Michigan St.,Away,,0,6.0,,,10.0,2.0,,,1.0,,6.0,3.0,31.0,23.0,,,,2.0
129,2021-09-24,Central Mich.,Kent St.,Home,,1,0.0,1.0,1.0,11.0,7.0,,,,1.0,,,26.0,9.0,,,,
129,2021-10-01,Central Mich.,Longwood,Away,,0,7.0,,,4.0,2.0,30.0,,2.0,,7.0,6.0,20.0,14.0,31.0,,1.0,4.0
129,2021-10-03,Central Mich.,Saint Francis,Away,,1,0.0,1.0,,9.0,5.0,58.0,,,1.0,,,12.0,8.0,56.0,,,3.0
129,2021-10-08,Central Mich.,Miami (OH),Away,,2,,2.0,2.0,2.0,2.0,,,3.0,3.0,3.0,2.0,39.0,19.0,,,,2.0
129,2021-10-10,Central Mich.,Iowa,Home,,0,4.0,,,,,,,,1.0,4.0,2.0,19.0,9.0,,,,
129,2021-10-15,Central Mich.,Ohio,Home,,1,,1.0,,7.0,2.0,,,,2.0,2.0,1.0,20.0,13.0,,,,1.0
129,2021-10-22,Central Mich.,Bellarmine,Away,,0,3.0,,,13.0,8.0,,,,,3.0,2.0,5.0,4.0,,,,
129,2021-10-24,Central Mich.,Saint Louis,Away,,2,,2.0,2.0,13.0,6.0,,,,1.0,3.0,4.0,19.0,10.0,,,,1.0
129,2021-10-29,Central Mich.,App State,Home,,1,3.0,1.0,,7.0,3.0,,,,,3.0,1.0,10.0,7.0,,,,
129,2021-10-30,Central Mich.,App State,Home,,2,1.0,2.0,2.0,9.0,5.0,,,,1.0,1.0,,8.0,6.0,,,,
153,2021-08-27,Colgate,UAlbany,Away,,1,5.0,1.0,1.0,9.0,5.0,,,,1.0,5.0,5.0,16.0,12.0,,,,
153,2021-08-29,Colgate,Rider,Home,,1,2.0,1.0,,16.0,5.0,18.0,,2.0,3.0,2.0,2.0,10.0,5.0,15.0,,,
153,2021-09-12,Colgate,Cornell,Away,,1,3.0,1.0,1.0,5.0,2.0,54.0,,2.0,1.0,3.0,3.0,13.0,8.0,55.0,,,2.0
153,2021-09-18,Colgate,Yale,Away,,0,2.0,,,10.0,8.0,,,1.0,,2.0,,29.0,20.0,,,1.0,
